"geneName","comm","degree","geneset","leftovers","isCandidate"
"NTRK2",10,0,"Stage_2",1,0
"NUDT4",10,1,"Stage_2",1,0
"OAZ2",10,0,"Stage_2",1,0
"OSTM1",10,0,"Stage_2",1,0
"PACSIN1",10,1,"Stage_2",1,0
"PANK4",10,0,"Stage_2",1,0
"PDIK1L",10,0,"Stage_2",1,0
"PDS5B",10,1,"Stage_2",1,0
"PHACTR2",10,1,"Stage_2",1,0
"PHTF2",10,0,"Stage_2",1,0
"PHYHIP",10,1,"Stage_2",1,0
"PLCL1",10,0,"Stage_2",1,0
"POLK",10,0,"Stage_2",1,0
"PPAP2B",10,1,"Stage_2",1,0
"PTPN21",10,0,"Stage_2",1,0
"PTPRZ1",10,0,"Stage_2",1,0
"RABIF",10,0,"Stage_2",1,0
"RAP2C",10,0,"Stage_2",1,0
"RASSF1",10,0,"Stage_2",1,0
"RBFOX1",10,0,"Stage_2",1,0
"RECK",10,0,"Stage_2",1,0
"RER1",10,0,"Stage_2",1,0
"RNF2",10,0,"Stage_2",1,0
"RQCD1",10,2,"Stage_2",1,0
"SESN1",10,1,"Stage_2",1,0
"SLC35B4",10,0,"Stage_2",1,0
"SLC6A1",10,0,"Stage_2",1,0
"ST6GALNAC6",10,0,"Stage_2",1,0
"SYNJ1",10,1,"Stage_2",1,0
"TMEFF2",10,0,"Stage_2",1,0
"TOR1AIP2",10,0,"Stage_2",1,0
"TRIM33",10,0,"Stage_2",1,0
"TROVE2",10,0,"Stage_2",1,0
"UBE2Z",10,0,"Stage_2",1,0
"USP37",10,0,"Stage_2",1,0
"WAPAL",10,1,"Stage_2",1,0
"WASF3",10,0,"Stage_2",1,0
"WDFY3",10,0,"Stage_2",1,0
"WHSC1",10,0,"Stage_2",1,0
"WNT16",10,1,"Stage_2",1,0
"XKR7",10,0,"Stage_2",1,0
"YPEL2",10,0,"Stage_2",1,0
"ZEB1",10,0,"Stage_2",1,0
"ZEB2",10,0,"Stage_2",1,0
"ZFPM2",10,0,"Stage_2",1,0
"ZMIZ1",10,1,"Stage_2",1,0
"ACAP3",10,0,"Stage_2",1,0
"AGFG1",10,0,"Stage_2",1,0
"ARHGAP6",10,0,"Stage_2",1,0
"ATL2",10,0,"Stage_2",1,0
"ATP11C",10,0,"Stage_2",1,0
"B3GALTL",10,0,"Stage_2",1,0
"BHLHE41",10,0,"Stage_2",1,0
"C11orf87",10,0,"Stage_2",1,0
"CDK11A",10,0,"Stage_2",1,0
"CDK11B",10,0,"Stage_2",1,0
"CDK17",10,0,"Stage_2",1,0
"CNEP1R1",10,0,"Stage_2",1,0
"CSMD3",10,0,"Stage_2",1,0
"CUX1",10,0,"Stage_2",1,0
"CXorf23",10,0,"Stage_2",1,0
"DELTAEF1",10,0,"Stage_2",1,0
"DENND5B",10,0,"Stage_2",1,0
"ERMP1",10,0,"Stage_2",1,0
"ESYT1",10,0,"Stage_2",1,0
"FAM122C",10,0,"Stage_2",1,0
"FAM160A2",10,0,"Stage_2",1,0
"FAM160B1",10,0,"Stage_2",1,0
"FAM189A1",10,0,"Stage_2",1,0
"FAT3",10,0,"Stage_2",1,0
"FOXF1",10,0,"Stage_2",1,0
"GPR158",10,0,"Stage_2",1,0
"HDHD2",10,0,"Stage_2",1,0
"HMBOX1",10,0,"Stage_2",1,0
"HSPA13",10,0,"Stage_2",1,0
"IQSEC2",10,0,"Stage_2",1,0
"IQSEC3",10,0,"Stage_2",1,0
"LGR4",10,0,"Stage_2",1,0
"LHFP",10,0,"Stage_2",1,0
"LOC100996646",10,0,"Stage_2",1,0
"MESP2",10,0,"Stage_2",1,0
"MIEF1",10,0,"Stage_2",1,0
"MMD",10,0,"Stage_2",1,0
"MMGT1",10,0,"Stage_2",1,0
"PCMTD1",10,0,"Stage_2",1,0
"PGM5",10,0,"Stage_2",1,0
"PHF21B",10,0,"Stage_2",1,0
"PIKFYVE",10,0,"Stage_2",1,0
"PPP1R18",10,0,"Stage_2",1,0
"RFTN2",10,0,"Stage_2",1,0
"RNF169",10,0,"Stage_2",1,0
"SGIP1",10,0,"Stage_2",1,0
"SLC6A7",10,0,"Stage_2",1,0
"SLITRK1",10,0,"Stage_2",1,0
"SULF1",10,0,"Stage_2",1,0
"TBX18",10,0,"Stage_2",1,0
"TMEM254",10,0,"Stage_2",1,0
"TSC22D2",10,0,"Stage_2",1,0
"VASH1",10,0,"Stage_2",1,0
"VASH2",10,0,"Stage_2",1,0
"VWA5A",10,0,"Stage_2",1,0
"WAVE3",10,0,"Stage_2",1,0
"WDR93",10,0,"Stage_2",1,0
"ZCCHC24",10,0,"Stage_2",1,0
"ZEB4",10,0,"Stage_2",1,0
"ZNF500",10,0,"Stage_2",1,0
"ZNF532",10,0,"Stage_2",1,0
