V1,V2
TUBA4A,PINK1-AS
TUBA4A,SRPRB
TUBA4A,ENSG00000198641
TUBA4A,ATG3
TUBA4A,ATG4B
TUBA4A,PIGT
TUBA4A,CNOT2
TUBA4A,TRAPPC2
TUBA4A,MCUR1
TUBA4A,SURF4
TUBA4A,MDP1
TUBA4A,USP30
TUBA4A,RHOT1
TUBA4A,UCKL1
TUBA4A,ATP6V0A1
TUBA4A,ALG12
TUBA4A,PRKAG2
TUBA4A,RASA4
TUBA4A,TMED10
TUBA4A,TMEM87B
TUBA4A,ENSG00000213764
TUBA4A,NPLOC4
TUBA4A,TUBB2B
TUBA4A,SLC25A34
TUBA4A,ATP5H
TUBA4A,CDC16
TUBA4A,CNOT6
TUBA4A,AFG3L2
TUBA4A,VTI1A
TUBA4A,YKT6
TUBA4A,STX12
TUBA4A,COG4
TUBA4A,RABEPK
TUBA4A,CDC27
TUBA4A,SNX30
TUBA4A,TRAPPC5
TUBA4A,GPI
TUBA4A,SYT6
TUBA4A,VPS33A
TUBA4A,FAXDC2
TUBA4A,TRAPPC3
TUBA4A,TRAPPC1
TUBA4A,STT3B
TUBA4A,HCCS
TUBA4A,SNX8
TUBA4A,ABHD4
TUBA4A,PIGG
TUBA4A,RQCD1
TUBA4A,ATP6V1F
TUBA4A,COG6
TUBA4A,PIGS
TUBA4A,SCD
TUBA4A,SQLE
TUBA4A,CHCHD4
TUBA4A,SFXN5
TUBA4A,SRPR
TUBA4A,SLC47A1
TUBA4A,TRAPPC4
TUBA4A,ATAD1
TUBA4A,TUBG2
TUBA4A,TRAPPC6B
TUBA4A,SLC13A4
TUBA4A,SLC25A29
TUBA4A,SLC35F5
TUBA4A,CTSD
TUBA4A,TOMM70A
TUBA4A,TRAPPC10
TUBA4A,DHDH
TUBA4A,ASCL2
TUBA4A,ABCG8
TUBA4A,CRLS1
TUBA4A,DHDDS
TUBB4B,ENSG00000137379
TUBB4B,ENSG00000183311
TUBB4B,DLAT
TUBB4B,MRPL23
TUBB4B,FA2H
TUBB4B,ENSG00000173867
TUBB4B,BIN3
TUBB4B,HSPA8
TUBB4B,RAB6A
TUBB4B,AP1S2
TUBB4B,CAMK1D
TUBB4B,EXOC6
TUBB4B,ENSG00000212677
TUBB4B,ATP2C1
TUBB4B,AP3B1
TUBB4B,EEF1A1
TUBB4B,MSMO1
TUBB4B,HMGCR
TUBB4B,SLMO2
TUBB4B,ATP6V1B2
TUBB4B,GMPPB
TUBB4B,RPL4
TUBB4B,ENSG00000185637
TUBB4B,CAD
TUBB4B,BCCIP
TUBB4B,CNDP2
TUBB4B,CS
TUBB4B,GART
TUBB4B,ELOVL4
TUBB4B,GDPD1
TUBB4B,KDELR1
TUBB4B,MRPL3
TUBB4B,MECR
TUBB4B,ORMDL3
TUBB4B,R3HDM1
TUBB4B,RASA4B
TUBB4B,SGPL1
TUBB4B,SLC13A1
TUBB4B,SRP68
TUBB4B,SRP72
TUBB4B,SLC30A1
TUBB4B,SLC35E2B
TUBB4B,TIMM23
TUBB4B,TIMM50
TUBB4B,TECR
TUBB4B,VAC14
TUBB4B,VPS4B
TUBB4B,ARMC3
TUBB4B,ATP6V0D1
TUBB4B,CORO6
TUBB4B,DEPDC5
TUBB4B,NSDHL
TUBB4B,SV2B
TUBB4B,CDK11A
TUBB4B,IBA57
TUBB4B,RAB8B
TUBB4B,EXOC2
TUBB4B,VCP
TUBB4B,CCT7
TUBB4B,ENSG00000100931
TUBB4B,ESX1
TUBB4B,MSI1
TUBB4B,TOMM40
TUBB4B,ACTR3B
TUBB4B,KIF11
TUBB4B,AP1G1
TUBB4B,CHMP6
TUBB4B,RRN3
TUBB4B,CKS2
TUBB4B,CLTC
TUBB4B,COG3
TUBB4B,DIAPH1
TUBB4B,EPS15
TUBB4B,MYO1E
TUBB4B,RABAC1
TUBB4B,SLC35E1
TUBB4B,USP7
TUBB4B,NAF1
TUBB4B,TUBB
TUBB4B,ANAPC10
TUBB4B,RGL3
TUBB4B,TMED2
TUBB4B,PRKAA2
TUBB4B,EXOC8
TUBB4B,EXOC3
TUBB4B,SLC25A28
TUBB4B,CYP51A1
TUBB4B,LIG1
TUBB4B,ATP13A1
TUBB4B,ENSG00000186979
TUBB4B,EXOC5
TUBB4B,LPIN1
TUBB4B,CNOT8
TUBB4B,RAB6B
TUBB4B,ATG4B
TUBB4B,ARHGAP21
TUBB4B,CTU2
TUBB4B,CNOT2
TUBB4B,METTL2B
TUBB4B,MCUR1
TUBB4B,SURF4
TUBB4B,MDP1
TUBB4B,USP30
TUBB4B,CBWD5
TUBB4B,UCKL1
TUBB4B,METTL2A
TUBB4B,ENSG00000136112
TUBB4B,ATP6V0A1
TUBB4B,ALG12
TUBB4B,MON2
TUBB4B,RASA4
TUBB4B,TMED10
TUBB4B,TMEM87B
TUBB4B,NPLOC4
TUBB4B,C7orf25
TUBB4B,SLC25A34
TUBB4B,ATP5H
TUBB4B,CDC16
TUBB4B,CNOT6
TUBB4B,AFG3L2
TUBB4B,DCP1A
TUBB4B,YKT6
TUBB4B,COG4
TUBB4B,RABEPK
TUBB4B,CDC27
TUBB4B,SNX30
TUBB4B,FPGS
TUBB4B,PQLC1
TUBB4B,GPI
TUBB4B,SYT6
TUBB4B,VPS33A
TUBB4B,NPRL2
TUBB4B,FAXDC2
TUBB4B,CBWD1
TUBB4B,CBWD2
TUBB4B,CBWD6
TUBB4B,SNX8
TUBB4B,PDCL2
TUBB4B,ABHD4
TUBB4B,PIGG
TUBB4B,RQCD1
TUBB4B,COG6
TUBB4B,PIGS
TUBB4B,SCD
TUBB4B,SQLE
TUBB4B,CHCHD4
TUBB4B,SFXN5
TUBB4B,ENSG00000179801
TUBB4B,WIPF1
TUBB4B,TUBG2
TUBB4B,RWDD1
TUBB4B,SLC13A4
TUBB4B,SLC25A29
TUBB4B,SLC35F5
TUBB4B,CTSD
TUBB4B,TANC1
TUBB4B,TCP11L2
TUBB4B,DHDH
TUBB4B,DRG2
TUBB4B,CBWD3
TUBB4B,ABCG8
TUBB4B,CRLS1
TUBB4B,DHDDS
ENSG00000137379,ENSG00000183311
ENSG00000137379,DLAT
ENSG00000137379,MRPL23
ENSG00000137379,FA2H
ENSG00000137379,ENSG00000173867
ENSG00000137379,BIN3
ENSG00000137379,HSPA8
ENSG00000137379,RAB6A
ENSG00000137379,AP1S2
ENSG00000137379,CAMK1D
ENSG00000137379,EXOC6
ENSG00000137379,ENSG00000212677
ENSG00000137379,ATP2C1
ENSG00000137379,AP3B1
ENSG00000137379,EEF1A1
ENSG00000137379,MSMO1
ENSG00000137379,HMGCR
ENSG00000137379,TUBB4A
ENSG00000137379,SLMO2
ENSG00000137379,ATP6V1B2
ENSG00000137379,GMPPB
ENSG00000137379,RPL4
ENSG00000137379,ENSG00000185637
ENSG00000137379,CAD
ENSG00000137379,BCCIP
ENSG00000137379,CNDP2
ENSG00000137379,CS
ENSG00000137379,GART
ENSG00000137379,ELOVL4
ENSG00000137379,GDPD1
ENSG00000137379,KDELR1
ENSG00000137379,MRPL3
ENSG00000137379,MECR
ENSG00000137379,ORMDL3
ENSG00000137379,R3HDM1
ENSG00000137379,RASA4B
ENSG00000137379,SGPL1
ENSG00000137379,SLC13A1
ENSG00000137379,SRP68
ENSG00000137379,SRP72
ENSG00000137379,SLC30A1
ENSG00000137379,SLC35E2B
ENSG00000137379,TIMM23
ENSG00000137379,TIMM50
ENSG00000137379,TECR
ENSG00000137379,VAC14
ENSG00000137379,VPS4B
ENSG00000137379,ARMC3
ENSG00000137379,ATP6V0D1
ENSG00000137379,CORO6
ENSG00000137379,DEPDC5
ENSG00000137379,NSDHL
ENSG00000137379,SV2B
ENSG00000137379,CDK11A
ENSG00000137379,IBA57
ENSG00000137379,RAB8B
ENSG00000137379,EXOC2
ENSG00000137379,VCP
ENSG00000137379,CCT7
ENSG00000137379,MAP1A
ENSG00000137379,ENSG00000100931
ENSG00000137379,ESX1
ENSG00000137379,MSI1
ENSG00000137379,TOMM40
ENSG00000137379,ACTR3B
ENSG00000137379,KIF11
ENSG00000137379,AP1G1
ENSG00000137379,RRN3
ENSG00000137379,CKS2
ENSG00000137379,CLTC
ENSG00000137379,COG3
ENSG00000137379,DIAPH1
ENSG00000137379,EPS15
ENSG00000137379,MYO1E
ENSG00000137379,SLC35E1
ENSG00000137379,USP7
ENSG00000137379,NAF1
ENSG00000137379,TUBB
ENSG00000137379,ANAPC10
ENSG00000137379,RGL3
ENSG00000137379,TMED2
ENSG00000137379,PRKAA2
ENSG00000137379,EXOC8
ENSG00000137379,EXOC3
ENSG00000137379,SLC25A28
ENSG00000137379,CYP51A1
ENSG00000137379,LIG1
ENSG00000137379,ATP13A1
ENSG00000137379,ENSG00000186979
ENSG00000137379,EXOC5
ENSG00000137379,LPIN1
ENSG00000137379,CNOT8
ENSG00000137379,RAB6B
ENSG00000137379,ATG4B
ENSG00000137379,ARHGAP21
ENSG00000137379,PIGT
ENSG00000137379,CTU2
ENSG00000137379,CNOT2
ENSG00000137379,METTL2B
ENSG00000137379,MCUR1
ENSG00000137379,SURF4
ENSG00000137379,MDP1
ENSG00000137379,USP30
ENSG00000137379,CBWD5
ENSG00000137379,UCKL1
ENSG00000137379,METTL2A
ENSG00000137379,ENSG00000136112
ENSG00000137379,ATP6V0A1
ENSG00000137379,ALG12
ENSG00000137379,MON2
ENSG00000137379,RASA4
ENSG00000137379,TMED10
ENSG00000137379,TMEM87B
ENSG00000137379,NPLOC4
ENSG00000137379,SLC25A34
ENSG00000137379,ATP5H
ENSG00000137379,CDC16
ENSG00000137379,CNOT6
ENSG00000137379,AFG3L2
ENSG00000137379,DCP1A
ENSG00000137379,YKT6
ENSG00000137379,COG4
ENSG00000137379,RABEPK
ENSG00000137379,CDC27
ENSG00000137379,SNX30
ENSG00000137379,FPGS
ENSG00000137379,PQLC1
ENSG00000137379,GPI
ENSG00000137379,SYT6
ENSG00000137379,VPS33A
ENSG00000137379,NPRL2
ENSG00000137379,FAXDC2
ENSG00000137379,CBWD1
ENSG00000137379,CBWD2
ENSG00000137379,CBWD6
ENSG00000137379,SNX8
ENSG00000137379,PDCL2
ENSG00000137379,ABHD4
ENSG00000137379,PIGG
ENSG00000137379,RQCD1
ENSG00000137379,COG6
ENSG00000137379,PIGS
ENSG00000137379,SCD
ENSG00000137379,SQLE
ENSG00000137379,NCALD
ENSG00000137379,CHCHD4
ENSG00000137379,SFXN5
ENSG00000137379,ENSG00000179801
ENSG00000137379,WIPF1
ENSG00000137379,TUBG2
ENSG00000137379,RWDD1
ENSG00000137379,SLC13A4
ENSG00000137379,SLC25A29
ENSG00000137379,SLC35F5
ENSG00000137379,CTSD
ENSG00000137379,DHDH
ENSG00000137379,TUBA1C
ENSG00000137379,ASCL2
ENSG00000137379,ARL8B
ENSG00000137379,DRG2
ENSG00000137379,CBWD3
ENSG00000137379,ABCG8
ENSG00000137379,CRLS1
ENSG00000137379,DHDDS
ENSG00000183311,DLAT
ENSG00000183311,MRPL23
ENSG00000183311,FA2H
ENSG00000183311,ENSG00000173867
ENSG00000183311,BIN3
ENSG00000183311,HSPA8
ENSG00000183311,RAB6A
ENSG00000183311,AP1S2
ENSG00000183311,CAMK1D
ENSG00000183311,EXOC6
ENSG00000183311,ENSG00000212677
ENSG00000183311,ATP2C1
ENSG00000183311,AP3B1
ENSG00000183311,EEF1A1
ENSG00000183311,MSMO1
ENSG00000183311,HMGCR
ENSG00000183311,TUBB4A
ENSG00000183311,SLMO2
ENSG00000183311,ATP6V1B2
ENSG00000183311,GMPPB
ENSG00000183311,RPL4
ENSG00000183311,ENSG00000185637
ENSG00000183311,CAD
ENSG00000183311,BCCIP
ENSG00000183311,CNDP2
ENSG00000183311,CS
ENSG00000183311,GART
ENSG00000183311,ELOVL4
ENSG00000183311,GDPD1
ENSG00000183311,KDELR1
ENSG00000183311,MRPL3
ENSG00000183311,MECR
ENSG00000183311,ORMDL3
ENSG00000183311,R3HDM1
ENSG00000183311,RASA4B
ENSG00000183311,SGPL1
ENSG00000183311,SLC13A1
ENSG00000183311,SRP68
ENSG00000183311,SRP72
ENSG00000183311,SLC30A1
ENSG00000183311,SLC35E2B
ENSG00000183311,TIMM23
ENSG00000183311,TIMM50
ENSG00000183311,TECR
ENSG00000183311,VAC14
ENSG00000183311,VPS4B
ENSG00000183311,ARMC3
ENSG00000183311,ATP6V0D1
ENSG00000183311,CORO6
ENSG00000183311,DEPDC5
ENSG00000183311,NSDHL
ENSG00000183311,SV2B
ENSG00000183311,CDK11A
ENSG00000183311,IBA57
ENSG00000183311,RAB8B
ENSG00000183311,EXOC2
ENSG00000183311,VCP
ENSG00000183311,CCT7
ENSG00000183311,MAP1A
ENSG00000183311,ENSG00000100931
ENSG00000183311,ESX1
ENSG00000183311,MSI1
ENSG00000183311,TOMM40
ENSG00000183311,ACTR3B
ENSG00000183311,KIF11
ENSG00000183311,AP1G1
ENSG00000183311,RRN3
ENSG00000183311,CKS2
ENSG00000183311,CLTC
ENSG00000183311,COG3
ENSG00000183311,DIAPH1
ENSG00000183311,EPS15
ENSG00000183311,MYO1E
ENSG00000183311,SLC35E1
ENSG00000183311,USP7
ENSG00000183311,NAF1
ENSG00000183311,TUBB
ENSG00000183311,ANAPC10
ENSG00000183311,RGL3
ENSG00000183311,TMED2
ENSG00000183311,PRKAA2
ENSG00000183311,EXOC8
ENSG00000183311,EXOC3
ENSG00000183311,SLC25A28
ENSG00000183311,CYP51A1
ENSG00000183311,LIG1
ENSG00000183311,ATP13A1
ENSG00000183311,ENSG00000186979
ENSG00000183311,EXOC5
ENSG00000183311,LPIN1
ENSG00000183311,CNOT8
ENSG00000183311,RAB6B
ENSG00000183311,ATG4B
ENSG00000183311,ARHGAP21
ENSG00000183311,PIGT
ENSG00000183311,CTU2
ENSG00000183311,CNOT2
ENSG00000183311,METTL2B
ENSG00000183311,MCUR1
ENSG00000183311,SURF4
ENSG00000183311,MDP1
ENSG00000183311,USP30
ENSG00000183311,CBWD5
ENSG00000183311,UCKL1
ENSG00000183311,METTL2A
ENSG00000183311,ENSG00000136112
ENSG00000183311,ATP6V0A1
ENSG00000183311,ALG12
ENSG00000183311,MON2
ENSG00000183311,RASA4
ENSG00000183311,TMED10
ENSG00000183311,TMEM87B
ENSG00000183311,NPLOC4
ENSG00000183311,SLC25A34
ENSG00000183311,ATP5H
ENSG00000183311,CDC16
ENSG00000183311,CNOT6
ENSG00000183311,AFG3L2
ENSG00000183311,DCP1A
ENSG00000183311,YKT6
ENSG00000183311,COG4
ENSG00000183311,RABEPK
ENSG00000183311,CDC27
ENSG00000183311,SNX30
ENSG00000183311,FPGS
ENSG00000183311,PQLC1
ENSG00000183311,GPI
ENSG00000183311,SYT6
ENSG00000183311,VPS33A
ENSG00000183311,NPRL2
ENSG00000183311,FAXDC2
ENSG00000183311,CBWD1
ENSG00000183311,CBWD2
ENSG00000183311,CBWD6
ENSG00000183311,SNX8
ENSG00000183311,PDCL2
ENSG00000183311,ABHD4
ENSG00000183311,PIGG
ENSG00000183311,RQCD1
ENSG00000183311,COG6
ENSG00000183311,PIGS
ENSG00000183311,SCD
ENSG00000183311,SQLE
ENSG00000183311,NCALD
ENSG00000183311,CHCHD4
ENSG00000183311,SFXN5
ENSG00000183311,ENSG00000179801
ENSG00000183311,WIPF1
ENSG00000183311,TUBG2
ENSG00000183311,RWDD1
ENSG00000183311,SLC13A4
ENSG00000183311,SLC25A29
ENSG00000183311,SLC35F5
ENSG00000183311,CTSD
ENSG00000183311,DHDH
ENSG00000183311,TUBA1C
ENSG00000183311,ASCL2
ENSG00000183311,ARL8B
ENSG00000183311,DRG2
ENSG00000183311,CBWD3
ENSG00000183311,ABCG8
ENSG00000183311,CRLS1
ENSG00000183311,DHDDS
DLAT,HSPA8
DLAT,EEF1A1
DLAT,TUBB4A
DLAT,ATP6V1B2
DLAT,GMPPB
DLAT,RPL4
DLAT,ENSG00000185637
DLAT,CAD
DLAT,CS
DLAT,GART
DLAT,GSPT1
DLAT,MECR
DLAT,OTC
DLAT,VPS4B
DLAT,VPS35
DLAT,SNX1
DLAT,SPCS3
DLAT,TUBB
DLAT,RGL3
DLAT,ATP13A1
DLAT,EXOC5
DLAT,CNOT2
DLAT,TUBB2B
DLAT,NAA35
DLAT,GFM2
DLAT,VPS29
DLAT,SNX30
DLAT,GLTSCR2
DLAT,PDK4
DLAT,PITRM1
DLAT,SLC47A1
DLAT,FZR1
DLAT,SLC35F5
DLAT,TRAPPC10
MRPL23,ENSG00000173867
MRPL23,HSPA8
MRPL23,STXBP2
MRPL23,EEF1A1
MRPL23,TUBB4A
MRPL23,RPL4
MRPL23,ENSG00000185637
MRPL23,CAD
MRPL23,MRPL3
MRPL23,DEPDC5
MRPL23,EPS15
MRPL23,TUBB
MRPL23,MRM1
MRPL23,MRPL11
MRPL23,MRPL34
MRPL23,TUBB2B
FA2H,HSPA8
FA2H,EEF1A1
FA2H,HMGCR
FA2H,TUBB4A
FA2H,ATP6V1B2
FA2H,GMPPB
FA2H,ENSG00000185637
FA2H,CAD
FA2H,CERS2
FA2H,ORMDL3
FA2H,ARMC3
FA2H,NUS1
FA2H,VCP
FA2H,NPEPL1
FA2H,STX16
FA2H,ALG10
FA2H,TUBB
FA2H,TMED2
FA2H,TBC1D22A
FA2H,CYP51A1
FA2H,ATP13A1
FA2H,CYP3A43
FA2H,CYP3A5
FA2H,CYP4F2
FA2H,SEC63
FA2H,MAGT1
FA2H,ENTPD6
FA2H,ALG10B
FA2H,POMT2
FA2H,PCSK7
FA2H,RER1
FA2H,TRAPPC2
FA2H,ALG12
FA2H,SEC62
FA2H,MON2
FA2H,SEL1L
FA2H,SLC35D3
FA2H,ENSG00000213764
FA2H,TUBB2B
FA2H,YIPF2
FA2H,YIPF1
FA2H,PQLC1
FA2H,SFT2D3
FA2H,FAXDC2
FA2H,CNIH4
FA2H,CTDNEP1
FA2H,EMC4
FA2H,PGAP3
FA2H,COG6
FA2H,SGPP2
FA2H,SGPP1
FA2H,ENTPD7
FA2H,SEC22A
FA2H,TRAPPC6B
FA2H,SPHK2
FA2H,UBE2G2
ENSG00000173867,HSPA8
ENSG00000173867,STXBP2
ENSG00000173867,EEF1A1
ENSG00000173867,TUBB4A
ENSG00000173867,ATP6V1B2
ENSG00000173867,RPL4
ENSG00000173867,ENSG00000185637
ENSG00000173867,CAD
ENSG00000173867,MRPL3
ENSG00000173867,DEPDC5
ENSG00000173867,EPS15
ENSG00000173867,TUBB
ENSG00000173867,FAM96B
ENSG00000173867,MRM1
ENSG00000173867,MRPL11
ENSG00000173867,MRPL34
ENSG00000173867,MRPL40
ENSG00000173867,TUBB2B
BIN3,HSPA8
BIN3,RAB6A
BIN3,STXBP2
BIN3,HAS1
BIN3,HAS3
BIN3,EEF1A1
BIN3,CAPZA2
BIN3,TUBB4A
BIN3,ATP6V1B2
BIN3,GMPPB
BIN3,ENSG00000185637
BIN3,CAD
BIN3,ELOVL4
BIN3,R3HDM1
BIN3,CORO6
BIN3,SV2B
BIN3,GRAP
BIN3,RAB5A
BIN3,ESX1
BIN3,EVI5
BIN3,CHMP6
BIN3,MYO1E
BIN3,NAF1
BIN3,TUBB
BIN3,MAPK7
BIN3,ATP13A1
BIN3,DBNL
BIN3,ARHGAP40
BIN3,CNOT8
BIN3,RAB6B
BIN3,MON2
BIN3,TUBB2B
BIN3,ATP5H
BIN3,SPATA13
BIN3,CNOT6
BIN3,WASL
BIN3,GFM2
BIN3,TIMM44
BIN3,FAXDC2
BIN3,ELOVL5
BIN3,RQCD1
BIN3,HINT1
BIN3,POR
BIN3,WIPF1
BIN3,SEC22A
BIN3,ABCG8
HSPA8,RAB6A
HSPA8,AP1S2
HSPA8,CAMK1D
HSPA8,EXOC6
HSPA8,STXBP2
HSPA8,ENSG00000212677
HSPA8,ATP2C1
HSPA8,AP3B1
HSPA8,HAS1
HSPA8,HAS3
HSPA8,EEF1A1
HSPA8,CAPZA2
HSPA8,MSMO1
HSPA8,SIL1
HSPA8,HMGCR
HSPA8,TUBB4A
HSPA8,SLMO2
HSPA8,ATP6V1B2
HSPA8,MYO5B
HSPA8,GMPPB
HSPA8,RPL4
HSPA8,ENSG00000185637
HSPA8,IPO11
HSPA8,CAD
HSPA8,BCCIP
HSPA8,ALG14
HSPA8,CERS2
HSPA8,CNDP2
HSPA8,CS
HSPA8,GART
HSPA8,GDPD1
HSPA8,GSPT1
HSPA8,KDELR1
HSPA8,MRPL3
HSPA8,RASA4B
HSPA8,SGPL1
HSPA8,SORCS2
HSPA8,SORT1
HSPA8,SRP68
HSPA8,SRP72
HSPA8,TECR
HSPA8,VAC14
HSPA8,VPS4B
HSPA8,ARMC3
HSPA8,ASNA1
HSPA8,ARFGAP2
HSPA8,ATP6V0D1
HSPA8,CORO6
HSPA8,DEPDC5
HSPA8,NSDHL
HSPA8,CAP2
HSPA8,CDK11A
HSPA8,ARF1
HSPA8,ITPA
HSPA8,ITSN1
HSPA8,EPN3
HSPA8,GRAP
HSPA8,EXOC2
HSPA8,RAB5A
HSPA8,GDI2
HSPA8,GDI1
HSPA8,VCP
HSPA8,CCT7
HSPA8,NPEPL1
HSPA8,STX16
HSPA8,PIGK
HSPA8,KDM6A
HSPA8,ENSG00000100931
HSPA8,KDSR
HSPA8,ARHGAP12
HSPA8,CAP1
HSPA8,ESX1
HSPA8,MSI1
HSPA8,TOMM40
HSPA8,VPS45
HSPA8,ENSG00000206214
HSPA8,ENSG00000112478
HSPA8,ACTR3B
HSPA8,AP1G1
HSPA8,DNPEP
HSPA8,RRN3
HSPA8,CKS2
HSPA8,CLTC
HSPA8,COG3
HSPA8,DIAPH1
HSPA8,EPS15
HSPA8,MYO1E
HSPA8,USP7
HSPA8,NAF1
HSPA8,TUBB
HSPA8,ANAPC10
HSPA8,RAP1B
HSPA8,RGL3
HSPA8,STK38L
HSPA8,TMED2
HSPA8,ENSG00000176276
HSPA8,PRKAA2
HSPA8,EXOC8
HSPA8,MOB1A
HSPA8,EXOC3
HSPA8,LACE1
HSPA8,AP3D1
HSPA8,SLC25A28
HSPA8,TBC1D22A
HSPA8,TRIP10
HSPA8,LHX9
HSPA8,LIG1
HSPA8,ATP13A1
HSPA8,ENSG00000186979
HSPA8,EXOC5
HSPA8,LPIN1
HSPA8,ATP9B
HSPA8,CNOT3
HSPA8,MRM1
HSPA8,CNOT8
HSPA8,RAB6B
HSPA8,LSS
HSPA8,VPS11
HSPA8,LYRM4
HSPA8,PINK1-AS
HSPA8,SEC63
HSPA8,MAGT1
HSPA8,AP3S1
HSPA8,ENTPD6
HSPA8,ENSG00000198641
HSPA8,PCSK7
HSPA8,HSD17B12
HSPA8,ATG3
HSPA8,ZDHHC17
HSPA8,ARHGAP21
HSPA8,CTU2
HSPA8,CNOT2
HSPA8,METTL2B
HSPA8,TRAPPC2
HSPA8,MCUR1
HSPA8,SURF4
HSPA8,HIP1R
HSPA8,NAPA
HSPA8,USP30
HSPA8,CBWD5
HSPA8,TOMM22
HSPA8,RHOT1
HSPA8,UCKL1
HSPA8,METTL2A
HSPA8,ENSG00000136112
HSPA8,SRPK2
HSPA8,GPAA1
HSPA8,ATP6V0A1
HSPA8,ALG12
HSPA8,PRKAG2
HSPA8,VAPA
HSPA8,VPS18
HSPA8,NARFL
HSPA8,MOB1B
HSPA8,SEC62
HSPA8,MON2
HSPA8,RASA4
HSPA8,TMED10
HSPA8,TMEM87B
HSPA8,ENSG00000213764
HSPA8,PDSS1
HSPA8,NPLOC4
HSPA8,MRPL11
HSPA8,MRPL34
HSPA8,TUBB2B
HSPA8,SLC25A34
HSPA8,SLC36A1
HSPA8,ATP5H
HSPA8,SCO1
HSPA8,MTO1
HSPA8,RRAGB
HSPA8,SPATA13
HSPA8,CDC16
HSPA8,CNOT6
HSPA8,AFG3L2
HSPA8,WASL
HSPA8,DCP1A
HSPA8,ARFGAP1
HSPA8,OSBP
HSPA8,TIMM44
HSPA8,VTI1A
HSPA8,YKT6
HSPA8,STX12
HSPA8,NCAPD2
HSPA8,COG4
HSPA8,UFD1L
HSPA8,RABEPK
HSPA8,NDOR1
HSPA8,NUBP1
HSPA8,CDC27
HSPA8,SNX30
HSPA8,ENSG00000206286
HSPA8,PQLC1
HSPA8,STX10
HSPA8,TRAPPC5
HSPA8,GPI
HSPA8,SYT6
HSPA8,VPS16
HSPA8,VPS33A
HSPA8,ANKZF1
HSPA8,TRAPPC3
HSPA8,TRAPPC1
HSPA8,CTDNEP1
HSPA8,STT3B
HSPA8,AIFM2
HSPA8,CBWD1
HSPA8,CBWD2
HSPA8,CBWD6
HSPA8,OSBPL5
HSPA8,ENTHD1
HSPA8,HCCS
HSPA8,SNX8
HSPA8,VPS53
HSPA8,PDCL2
HSPA8,DNAJC5
HSPA8,ABHD4
HSPA8,RQCD1
HSPA8,TREH
HSPA8,PICALM
HSPA8,COG6
HSPA8,PIGS
HSPA8,SCD
HSPA8,PIGU
HSPA8,BECN1
HSPA8,HINT1
HSPA8,WDR45
HSPA8,BCAT1
HSPA8,YME1L1
HSPA8,SQLE
HSPA8,TTC39B
HSPA8,DTD1
HSPA8,POR
HSPA8,CHCHD4
HSPA8,RABGEF1
HSPA8,ELAC2
HSPA8,BLMH
HSPA8,SRPR
HSPA8,ENSG00000179801
HSPA8,COX15
HSPA8,TRAPPC4
HSPA8,ATAD1
HSPA8,TSR3
HSPA8,TUBG2
HSPA8,RWDD1
HSPA8,SEC22A
HSPA8,TRAPPC6B
