"","V1","V2"
"1","ENSG00000096150","RPL28"
"2","ENSG00000096150","RPLP0"
"3","ENSG00000096150","DDX18"
"4","ENSG00000096150","RPS4X"
"5","ENSG00000096150","RPS6"
"6","ENSG00000096150","LARP1B"
"7","ENSG00000096150","DDX24"
"8","ENSG00000096150","EIF4E"
"9","ENSG00000096150","RPL10"
"10","ENSG00000096150","RPL35A"
"11","ENSG00000096150","RPL7"
"12","ENSG00000096150","RPL8"
"13","ENSG00000096150","ENSG00000137970"
"14","ENSG00000096150","ENSG00000212664"
"15","ENSG00000096150","ENSG00000187899"
"16","ENSG00000096150","RPL19"
"17","ENSG00000096150","RPL39"
"18","ENSG00000096150","PDCD11"
"19","ENSG00000096150","TEX10"
"20","ENSG00000096150","RPL30"
"21","ENSG00000096150","RPS10"
"22","ENSG00000096150","RPL14"
"23","ENSG00000096150","IP6K1"
"24","ENSG00000096150","RPL13A"
"25","ENSG00000096150","RPL13AP25"
"26","ENSG00000096150","RPL14P1"
"27","ENSG00000096150","RPL15"
"28","ENSG00000096150","MCM2"
"29","ENSG00000096150","RPS15"
"30","ENSG00000096150","RPS15A"
"31","ENSG00000096150","RPS19"
"32","ENSG00000096150","RPS8"
"33","ENSG00000096150","SMARCA2"
"34","ENSG00000096150","RPL15P3"
"35","ENSG00000096150","RPL3"
"36","ENSG00000096150","RPLP2"
"37","ENSG00000096150","ENSG00000146677"
"38","ENSG00000096150","ENSG00000182754"
"39","ENSG00000096150","ENSG00000174766"
"40","ENSG00000096150","ENSG00000175333"
"41","ENSG00000096150","RPF1"
"42","ENSG00000096150","ABCF2"
"43","ENSG00000096150","CIRH1A"
"44","ENSG00000096150","EIF2B1"
"45","ENSG00000096150","EIF2B2"
"46","ENSG00000096150","EIF2S1"
"47","ENSG00000096150","EIF2S2P4"
"48","ENSG00000096150","EIF2S3"
"49","ENSG00000096150","DDX49"
"50","ENSG00000096150","EIF3C"
"51","ENSG00000096150","KIAA0020"
"52","ENSG00000096150","NIP7"
"53","ENSG00000096150","NOC4L"
"54","ENSG00000096150","RBM34"
"55","ENSG00000096150","RRP1B"
"56","ENSG00000096150","RPS12"
"57","ENSG00000096150","RPS27"
"58","ENSG00000096150","RPS7P1"
"59","ENSG00000096150","DDX56"
"60","ENSG00000096150","EIF2B4"
"61","ENSG00000096150","EIF2B5"
"62","ENSG00000096150","NSA2"
"63","ENSG00000096150","RPL26"
"64","ENSG00000096150","RPL11"
"65","ENSG00000096150","RPL27"
"66","ENSG00000096150","RPL5"
"67","ENSG00000096150","EMG1"
"68","ENSG00000096150","MPHOSPH10"
"69","ENSG00000096150","PNO1"
"70","ENSG00000096150","NOL6"
"71","ENSG00000096150","RBM28"
"72","ENSG00000096150","RRP9"
"73","ENSG00000096150","WDR3"
"74","ENSG00000096150","TBL3"
"75","ENSG00000096150","ENSG00000007816"
"76","ENSG00000096150","ENSG00000206492"
"77","ENSG00000096150","ENSG00000204221"
"78","ENSG00000096150","ENSG00000160220"
"79","ENSG00000096150","POLR1A"
"80","ENSG00000096150","POLR1B"
"81","ENSG00000096150","EIF4B"
"82","ENSG00000096150","DDX27"
"83","ENSG00000096150","DKC1"
"84","ENSG00000096150","GNL3"
"85","ENSG00000096150","RPF2"
"86","ENSG00000096150","RPS26P6"
"87","ENSG00000096150","MMP24-AS1"
"88","ENSG00000096150","GNB2L1"
"89","ENSG00000096150","RRP12"
"90","ENSG00000096150","DDX54"
"91","ENSG00000096150","DCP2"
"92","ENSG00000096150","RPL13"
"93","ENSG00000096150","RPS24"
"94","ENSG00000096150","ENSG00000130041"
"95","ENSG00000096150","DHX37"
"96","ENSG00000096150","RPL35"
"97","ENSG00000096150","EIF1B"
"98","ENSG00000096150","UGP2"
"99","ENSG00000096150","NVL"
"100","ENSG00000096150","ABT1"
"101","ENSG00000096150","BMS1"
"102","ENSG00000096150","BRIX1"
"103","ENSG00000096150","BRSK1"
"104","ENSG00000096150","DCAF13"
"105","ENSG00000096150","DDX10"
"106","ENSG00000096150","DDX3Y"
"107","ENSG00000096150","EIF2S2"
"108","ENSG00000096150","EIF3B"
"109","ENSG00000096150","ERO1LB"
"110","ENSG00000096150","HEATR1"
"111","ENSG00000096150","IMP3"
"112","ENSG00000096150","KRR1"
"113","ENSG00000096150","MRPL2"
"114","ENSG00000096150","MDN1"
"115","ENSG00000096150","NOL10"
"116","ENSG00000096150","NOP14"
"117","ENSG00000096150","RPL10A"
"118","ENSG00000096150","RCL1"
"119","ENSG00000096150","RPL7A"
"120","ENSG00000096150","RPS13"
"121","ENSG00000096150","RPS14"
"122","ENSG00000096150","RPS16"
"123","ENSG00000096150","RPL6"
"124","ENSG00000096150","RPS7"
"125","ENSG00000096150","RPS17"
"126","ENSG00000096150","RPS2"
"127","ENSG00000096150","RPS3"
"128","ENSG00000096150","RPS3A"
"129","ENSG00000096150","UTP11L"
"130","ENSG00000096150","UTP15"
"131","ENSG00000096150","UTP18"
"132","ENSG00000096150","WDR36"
"133","ENSG00000096150","ENSG00000212695"
"134","ENSG00000096150","ENSG00000171549"
"135","ENSG00000096150","ENSG00000125385"
"136","ENSG00000096150","EIF3A"
"137","ENSG00000096150","FTSJ3"
"138","ENSG00000096150","EIF4G1"
"139","ENSG00000096150","EIF4G3"
"140","ENSG00000096150","IMPDH1"
"141","ENSG00000096150","PES1"
"142","ENSG00000096150","NMD3"
"143","ENSG00000096150","WDR12"
"144","ENSG00000096150","UTP20"
"145","ENSG00000096150","ABCE1"
"146","ENSG00000096150","RPS17L"
"147","ENSG00000096150","RPLP1"
"148","ENSG00000096150","SHMT1"
"149","ENSG00000096150","ENSG00000182520"
"150","ENSG00000096150","KRI1"
"151","ENSG00000096150","ARHGAP15"
"152","ENSG00000096150","ATXN2"
"153","ENSG00000096150","BOP1"
"154","ENSG00000096150","EIF2A"
"155","ENSG00000096150","EIF5B"
"156","ENSG00000096150","EBNA1BP2"
"157","ENSG00000096150","GMPS"
"158","ENSG00000096150","GTPBP4"
"159","ENSG00000096150","ESF1"
"160","ENSG00000096150","IMP4"
"161","ENSG00000096150","NOB1"
"162","ENSG00000096150","NOC3L"
"163","ENSG00000096150","MVD"
"164","ENSG00000096150","NAT10"
"165","ENSG00000096150","NOP2"
"166","ENSG00000096150","RIOK2"
"167","ENSG00000096150","RBM19"
"168","ENSG00000096150","RPL26L1"
"169","ENSG00000096150","RPL29"
"170","ENSG00000096150","RPS21"
"171","ENSG00000096150","SEC23A"
"172","ENSG00000096150","ENSG00000182953"
"173","ENSG00000096150","CEBPZ"
"174","ENSG00000096150","ZNF593"
"175","ENSG00000096150","EIF2B3"
"176","ENSG00000096150","EEF1D"
"177","ENSG00000096150","EIF3D"
"178","ENSG00000096150","RPL32"
"179","ENSG00000096150","MAK16"
"180","ENSG00000096150","EIF4A2"
"181","ENSG00000096150","EIF4H"
"182","ENSG00000096150","CDC123"
"183","ENSG00000096150","MKI67IP"
"184","ENSG00000096150","RSL24D1"
"185","ENSG00000096150","FAU"
"186","ENSG00000096150","RPL22"
"187","ENSG00000096150","WDR74"
"188","ENSG00000096150","EIF3H"
"189","ENSG00000096150","DDX55"
"190","ENSG00000096150","EIF5"
"191","ENSG00000096150","EIF3G"
"192","ENSG00000096150","GNL1"
"193","ENSG00000096150","NLE1"
"194","ENSG00000096150","RPL9"
"195","ENSG00000096150","SDAD1"
"196","ENSG00000096150","TEX261"
"197","ENSG00000096150","ZNF622"
"198","ENSG00000096150","RPL37"
"199","ENSG00000096150","DCPS"
"200","ENSG00000096150","EIF1AX"
"201","ENSG00000096150","ENSG00000138396"
"202","ENSG00000096150","AATF"
"203","ENSG00000096150","RPL18A"
"204","ENSG00000096150","RPL36"
"205","ENSG00000096150","MRTO4"
"206","ENSG00000096150","BYSL"
"207","ENSG00000096150","ANO10"
"208","ENSG00000096150","GNL2"
"209","ENSG00000096150","EIF3CL"
"210","ENSG00000096150","NOC2L"
"211","ENSG00000096150","RPL38"
"212","ENSG00000096150","ENSG00000206412"
"213","ENSG00000096150","SMPDL3B"
"214","ENSG00000096150","EIF3K"
"215","ENSG00000096150","ATG9A"
"216","ENSG00000096150","TSR1"
"217","ENSG00000096150","ENSG00000197149"
"218","ENSG00000096150","CHIA"
"219","ENSG00000096150","SEC24A"
"220","ENSG00000096150","NEMF"
"221","ENSG00000096150","EEF1B2"
"222","ENSG00000096150","SEC31A"
"223","ENSG00000096150","EIF3F"
"224","ENSG00000096150","GSPT2"
"225","ENSG00000096150","RPS4Y1"
"226","ENSG00000096150","ENSG00000176534"
"227","ENSG00000096150","ENSG00000198637"
"228","ENSG00000096150","ENSG00000196681"
"229","ENSG00000096150","RPL3L"
"230","ENSG00000096150","CPA4"
"231","ENSG00000096150","RPL34"
"232","ENSG00000096150","RPL37A"
"233","ENSG00000096150","ENSG00000185057"
"234","ENSG00000096150","ENSG00000102391"
"235","ENSG00000096150","ASNS"
"236","RPL28","RPLP0"
"237","RPL28","RPS4X"
"238","RPL28","RPS6"
"239","RPL28","EIF4E"
"240","RPL28","RPL10"
"241","RPL28","RPL35A"
"242","RPL28","RPL7"
"243","RPL28","RPL8"
"244","RPL28","RPL19"
"245","RPL28","RPL39"
"246","RPL28","RPL30"
"247","RPL28","RPS10"
"248","RPL28","RPL13A"
"249","RPL28","RPL14P1"
"250","RPL28","RPL15"
"251","RPL28","RPS15"
"252","RPL28","RPS15A"
"253","RPL28","RPS19"
"254","RPL28","RPS8"
"255","RPL28","RPL3"
"256","RPL28","RPLP2"
"257","RPL28","EIF2S1"
"258","RPL28","EIF2S3"
"259","RPL28","EIF3C"
"260","RPL28","RPS12"
"261","RPL28","RPS27"
"262","RPL28","RPL26"
"263","RPL28","RPL11"
"264","RPL28","RPL27"
"265","RPL28","RPL5"
"266","RPL28","EIF4B"
"267","RPL28","RPL13"
"268","RPL28","RPS24"
"269","RPL28","ENSG00000130041"
"270","RPL28","RPL35"
"271","RPL28","EIF2S2"
"272","RPL28","EIF3B"
"273","RPL28","RPL10A"
"274","RPL28","RPL7A"
"275","RPL28","RPS13"
"276","RPL28","RPS14"
"277","RPL28","RPS16"
"278","RPL28","RPL6"
"279","RPL28","RPS7"
"280","RPL28","RPS17"
"281","RPL28","RPS2"
"282","RPL28","RPS3"
"283","RPL28","RPS3A"
"284","RPL28","ENSG00000125385"
"285","RPL28","PSTPIP1"
"286","RPL28","EIF3A"
"287","RPL28","EIF4G1"
"288","RPL28","RPS17L"
"289","RPL28","RPLP1"
"290","RPL28","EIF5B"
"291","RPL28","RBM19"
"292","RPL28","RPL26L1"
"293","RPL28","RPL29"
"294","RPL28","RPS21"
"295","RPL28","EEF1D"
"296","RPL28","EIF3D"
"297","RPL28","RPL32"
"298","RPL28","EIF4A2"
"299","RPL28","EIF4H"
"300","RPL28","FAU"
"301","RPL28","MAGEB2"
"302","RPL28","RPL22"
"303","RPL28","EIF3H"
"304","RPL28","EIF5"
"305","RPL28","EIF3G"
"306","RPL28","RPL9"
"307","RPL28","RPL37"
"308","RPL28","EIF1AX"
"309","RPL28","RPL18A"
"310","RPL28","RPL36"
"311","RPL28","RPL38"
"312","RPL28","EIF3K"
"313","RPL28","EEF1B2"
"314","RPL28","EIF3F"
"315","RPL28","GSPT2"
"316","RPL28","RPS4Y1"
"317","RPL28","ENSG00000176534"
"318","RPL28","ENSG00000198637"
"319","RPL28","ENSG00000196681"
"320","RPL28","RPL3L"
"321","RPL28","RPL34"
"322","RPL28","RPL37A"
"323","RPL28","ENSG00000102391"
"324","RPLP0","DDX18"
"325","RPLP0","RPS4X"
"326","RPLP0","RPS6"
"327","RPLP0","LARP1B"
"328","RPLP0","DDX24"
"329","RPLP0","EIF4E"
"330","RPLP0","RPL10"
"331","RPLP0","RPL35A"
"332","RPLP0","RPL7"
"333","RPLP0","RPL8"
"334","RPLP0","ENSG00000137970"
"335","RPLP0","ENSG00000212664"
"336","RPLP0","ENSG00000187899"
"337","RPLP0","RPL19"
"338","RPLP0","RPL39"
"339","RPLP0","PDCD11"
"340","RPLP0","WDR33"
"341","RPLP0","RPL36AL"
"342","RPLP0","TEX10"
"343","RPLP0","LAS1L"
"344","RPLP0","RPL30"
"345","RPLP0","RPS10"
"346","RPLP0","RPL14"
"347","RPLP0","IP6K1"
"348","RPLP0","RPL13A"
"349","RPLP0","RPL13AP25"
"350","RPLP0","RPL14P1"
"351","RPLP0","RPL15"
"352","RPLP0","MCM2"
"353","RPLP0","RPS15"
"354","RPLP0","RPS15A"
"355","RPLP0","RPS19"
"356","RPLP0","RPS8"
"357","RPLP0","SMARCA2"
"358","RPLP0","RPL15P3"
"359","RPLP0","RPL3"
"360","RPLP0","RPLP2"
"361","RPLP0","ENSG00000146677"
"362","RPLP0","ENSG00000182754"
"363","RPLP0","ENSG00000174766"
"364","RPLP0","ENSG00000175333"
"365","RPLP0","RPF1"
"366","RPLP0","ABCF2"
"367","RPLP0","CIRH1A"
"368","RPLP0","EIF2B1"
"369","RPLP0","EIF2B2"
"370","RPLP0","EIF2S1"
"371","RPLP0","EIF2S2P4"
"372","RPLP0","EIF2S3"
"373","RPLP0","DDX49"
"374","RPLP0","DOM3Z"
"375","RPLP0","GAR1"
"376","RPLP0","EIF3C"
"377","RPLP0","LARP7"
"378","RPLP0","LIPT2"
"379","RPLP0","KIAA0020"
"380","RPLP0","PEPD"
"381","RPLP0","NIP7"
"382","RPLP0","NOC4L"
"383","RPLP0","PPP1CC"
"384","RPLP0","PWP1"
