V1,V2
IRS2,LAD1
IRS2,NEDD4L
IRS2,REEP3
IRS2,TRIM32
IRS2,USP8
IRS2,WDR37
IRS2,SH3BP4
IRS2,SHROOM1
IRS2,SIPA1L1
IRS2,SYNJ2
IRS2,BCAR1
IRS2,C1orf106
IRS2,FAM53B
IRS2,ARHGEF16
IRS2,ARHGEF17
IRS2,KLHDC2
IRS2,GAN
IRS2,PARD3
IRS2,PI4KB
IRS2,PACS2
IRS2,REEP4
IRS2,RHPN2
IRS2,RND3
IRS2,SAMD4A
IRS2,SASH1
IRS2,SAV1
IRS2,PKP3
IRS2,PTOV1
IRS2,PTPRF
IRS2,SFN
IRS2,SHCBP1
IRS2,SHROOM3
INTS1,KIF17
INTS1,TSPO
NUPL1,NUP50
NUPL1,TPR
NUPL1,NUP98
NUPL1,NUP88
NUPL1,NUP205
NUPL1,NUP155
NUPL1,NUP62
NUPL1,NUP85
NUPL1,NUP54
NUPL1,MIF4GD
NUPL1,POM121C
NUPL1,NUP160
NUPL1,NUP210
NUPL1,NUP35
NUPL1,NUP37
NUPL1,NUP43
NUPL1,NUPL2
NUPL1,AAAS
NUPL1,IL4I1
NUPL1,NUP93
NUPL1,NUP188
NUPL1,RAE1
NUPL1,ANKRD54
NUPL1,DCP1B
PTP4A3,XPO7
PTP4A3,KIAA1279
PTP4A3,HEATR2
PTP4A3,FANCI
PTP4A3,ABCD3
PTP4A3,PDS5A
PTP4A3,UNC45A
PTP4A3,ARFGEF1
PTP4A3,HSD17B11
PTP4A3,NCDN
PTP4A3,PTPLAD1
PTP4A3,NUP93
PTP4A3,NUP188
PTP4A3,SSR1
PTP4A3,PRPSAP1
PTP4A3,SSR3
PTP4A3,RAB3GAP2
PTP4A3,RAB3GAP1
PTP4A3,UFL1
PTP4A3,TNPO2
PTP4A3,HEATR3
PTP4A3,CNNM3
C20orf24,XPO7
C20orf24,LRRC70
C20orf24,FANCI
C20orf24,PHLDA3
C20orf24,ABCD3
C20orf24,MRPL41
C20orf24,PTPLAD1
C20orf24,EHD4
C20orf24,NUP93
C20orf24,ARMC6
C20orf24,TUBGCP4
C20orf24,SSR3
C20orf24,CLPP
C20orf24,SCHIP1
C20orf24,KRTCAP2
C20orf24,USMG5
C20orf24,FAR1
HEMK1,HDC
HEMK1,DDC
HEMK1,HARS
HEMK1,MAT2A
HEMK1,AHCYL1
HEMK1,AHCYL2
HEMK1,CNDP1
HEMK1,HARS2
HEMK1,HAL
RICTOR,CDC42BPG
RICTOR,CGN
RICTOR,CRTC2
RICTOR,FAM117B
RICTOR,ANKS1A
RICTOR,ARHGAP32
RICTOR,ITCH
RICTOR,KIF5B
RICTOR,KLC2
RICTOR,LAD1
RICTOR,GPRIN2
RICTOR,PPP1R3D
RICTOR,NEDD4L
RICTOR,REEP3
RICTOR,SH2D3A
RICTOR,TRIM32
RICTOR,USP8
RICTOR,WDR37
RICTOR,SH3BP4
RICTOR,SHROOM1
RICTOR,SIPA1L1
RICTOR,SYNJ2
RICTOR,TNS4
RICTOR,BCAR1
RICTOR,C1orf106
RICTOR,FAM53B
RICTOR,ENSG00000182319
RICTOR,ARHGEF16
RICTOR,ARHGEF17
RICTOR,KLHDC2
RICTOR,GAN
RICTOR,PARD3
RICTOR,PI4KB
RICTOR,PACS2
RICTOR,REEP4
RICTOR,RHPN2
RICTOR,RND3
RICTOR,SAMD4A
RICTOR,SASH1
RICTOR,SAV1
RICTOR,PKP3
RICTOR,PTOV1
RICTOR,SFN
RICTOR,SHCBP1
RICTOR,SHROOM3
RICTOR,PIK3C2B
RICTOR,KIAA0930
RICTOR,ERRFI1
RICTOR,PDZD11
RICTOR,HGS
RICTOR,DTX2
RICTOR,CCDC101
RICTOR,EDC3
RICTOR,PTPN3
RICTOR,PRR5L
XPO7,BRF2
XPO7,GSTK1
XPO7,DDX19B
XPO7,hsa-miR-940
ATXN1,IRF9
ATXN1,ARHGAP32
ATXN1,TRIM32
ATXN1,CCNK
ATXN1,COIL
ATXN1,KAT6A
ATXN1,KLHL8
ATXN1,PHPT1
ATXN1,RBFOX1
ATXN1,KLHL12
ATXN1,GCA
ATXN1,RHOXF2
ATXN1,EFEMP2
ATXN1,RBPMS
ATXN1,LRSAM1
ATXN1,CIRBP
ATXN1,PRRC2A
ATXN1,TCEANC
ATXN1,ENSG00000206318
ATXN1,ENSG00000206427
ATXN1,SUPT20H
ATXN1,C1orf94
ATXN1,ACACA
ATXN1,METTL17
ATXN1,TCAP
ATXN1,POM121C
ATXN1,OAZ1
ATXN1,PIM2
ATXN1,PLEKHA5
ATXN1,DMPK
ATXN1,PRRC2B
ATXN1,SGMS1
ATXN1,RBFOX2
ATXN1,HSFX2
ATXN1,HSFX1
ATXN1,FAM46B
ATXN1,DAZAP2
ATXN1,GPATCH8
ATXN1,SYBU
ATXN1,ST6GALNAC6
ATXN1,GCFC2
ATXN1,TRIP6
ATXN1,CLASRP
ATXN1,CCDC136
ATXN1,ZNF276
ATXN1,ZC3H10
ATXN1,ZC3H7B
ATXN1,hsa-miR-940
ATXN1,ZNF609
ATXN1,IL34
ATXN1,STAC2
ATXN1,HPCAL1
ATXN1,DZIP3
ATXN1,UNK
ATXN1,USP54
ATXN1,ZSWIM8
ATXN1,BATF2
ATXN1,CIC
ATXN1,YY1AP1
ATXN1,FAM193B
MDFI,GPRIN2
MDFI,ATN1
MDFI,FAM188B
MDFI,KIAA0408
MDFI,CCDC120
MDFI,SFI1
MDFI,CRY1
MDFI,C10orf62
MDFI,C1orf65
MDFI,CATSPER1
MDFI,HOXA1
MDFI,HOXB9
MDFI,FBXW5
MDFI,SPG7
MDFI,THAP7
MDFI,ZNF408
MDFI,ZNF417
MDFI,ZNF426
MDFI,ZNF581
MDFI,LMO3
MDFI,ZBTB25
MDFI,ATXN7L2
MDFI,SLC35A2
MDFI,ATG12
MDFI,ASMT
MDFI,METTL17
MDFI,SERF2
MDFI,WDYHV1
MDFI,NPDC1
MDFI,OTX1
MDFI,ENKD1
MDFI,PGLS
MDFI,PIDD
MDFI,CCER1
MDFI,PVRL2
MDFI,FASTK
MDFI,RABL6
MDFI,C6orf165
MDFI,AKAP17A
MDFI,ZBTB24
MDFI,THEG
MDFI,TMEM241
MDFI,FAM124B
MDFI,TRPV6
MDFI,CHIC2
MDFI,ZNF101
MDFI,ZNF205
MDFI,ZNF439
MDFI,ZNF440
MDFI,ZNF764
MDFI,BAHD1
MDFI,C8orf48
MDFI,CCDC116
MDFI,CNNM3
MDFI,CPSF3L
MDFI,ENSG00000164917
MDFI,FAM27E4
QPRT,KRTAP4-12
QPRT,ENSG00000212908
QPRT,ENSG00000186852
QPRT,DMPK
QPRT,NMRK1
QPRT,FASTK
QPRT,GRK7
QPRT,ENSG00000212660
IRF9,ATN1
IRF9,GFI1B
CDC42BPG,CGN
CDC42BPG,CRTC2
CDC42BPG,FAM117B
CDC42BPG,ANKS1A
CDC42BPG,ARHGAP32
CDC42BPG,ITCH
CDC42BPG,KIF5B
CDC42BPG,KLC2
CDC42BPG,LAD1
CDC42BPG,GPRIN2
CDC42BPG,PPP1R3D
CDC42BPG,NEDD4L
CDC42BPG,REEP3
CDC42BPG,SH2D3A
CDC42BPG,TRIM32
CDC42BPG,USP8
CDC42BPG,WDR37
CDC42BPG,SH3BP4
CDC42BPG,SHROOM1
CDC42BPG,SIPA1L1
CDC42BPG,SYNJ2
CDC42BPG,TNS4
CDC42BPG,BCAR1
CDC42BPG,C1orf106
CDC42BPG,FAM53B
CDC42BPG,ENSG00000182319
CDC42BPG,ARHGEF16
CDC42BPG,ARHGEF17
CDC42BPG,KLHDC2
CDC42BPG,GAN
CDC42BPG,PARD3
CDC42BPG,PI4KB
CDC42BPG,PACS2
CDC42BPG,REEP4
CDC42BPG,RHPN2
CDC42BPG,RND3
CDC42BPG,SAMD4A
CDC42BPG,SASH1
CDC42BPG,SAV1
CDC42BPG,PKP3
CDC42BPG,PTOV1
CDC42BPG,SFN
CDC42BPG,SHCBP1
CDC42BPG,SHROOM3
CDC42BPG,PIK3C2B
CDC42BPG,KIAA0930
CDC42BPG,DTX2
CDC42BPG,EDC3
CDC42BPG,PTPN3
CGN,ANKS1A
CGN,ARHGAP32
CGN,ITCH
CGN,KIF5B
CGN,KLC2
CGN,LAD1
CGN,GPRIN2
CGN,PPP1R3D
CGN,NEDD4L
CGN,REEP3
CGN,SH2D3A
CGN,USP8
CGN,WDR37
CGN,SH3BP4
CGN,SIPA1L1
CGN,SYNJ2
CGN,TNS4
CGN,C1orf106
CGN,FAM53B
CGN,ENSG00000182319
CGN,ARHGEF17
CGN,KLHDC2
CGN,GAN
CGN,PARD3
CGN,PI4KB
CGN,PACS2
CGN,REEP4
CGN,RHPN2
CGN,RND3
CGN,SAMD4A
CGN,SASH1
CGN,PKP3
CGN,PTOV1
CGN,SFN
CGN,SHCBP1
CGN,SHROOM3
CGN,PIK3C2B
CGN,KIAA0930
CGN,ERRFI1
CGN,PDZD11
CGN,DTX2
CGN,CCDC101
CGN,EDC3
CGN,PTPN3
CRTC2,FAM117B
CRTC2,ANKS1A
CRTC2,ARHGAP32
CRTC2,ITCH
CRTC2,KIF5B
CRTC2,KLC2
CRTC2,LAD1
CRTC2,NEDD4L
CRTC2,REEP3
CRTC2,TRIM32
CRTC2,USP8
CRTC2,SH3BP4
CRTC2,SHROOM1
CRTC2,SIPA1L1
CRTC2,SYNJ2
CRTC2,BCAR1
CRTC2,ARHGEF16
CRTC2,GAN
CRTC2,PARD3
CRTC2,PI4KB
CRTC2,PACS2
CRTC2,REEP4
CRTC2,RHPN2
CRTC2,SASH1
CRTC2,SAV1
CRTC2,PKP3
CRTC2,PTOV1
CRTC2,SFN
CRTC2,SHCBP1
CRTC2,SHROOM3
FAM117B,ANKS1A
FAM117B,ARHGAP32
FAM117B,ITCH
FAM117B,KIF5B
FAM117B,KLC2
FAM117B,LAD1
FAM117B,NEDD4L
FAM117B,REEP3
FAM117B,TRIM32
FAM117B,USP8
FAM117B,WDR37
FAM117B,SH3BP4
FAM117B,SHROOM1
FAM117B,SIPA1L1
FAM117B,SYNJ2
FAM117B,BCAR1
FAM117B,C1orf106
FAM117B,FAM53B
FAM117B,ARHGEF16
FAM117B,ARHGEF17
FAM117B,KLHDC2
FAM117B,GAN
FAM117B,PARD3
FAM117B,PI4KB
FAM117B,PACS2
FAM117B,REEP4
FAM117B,RHPN2
FAM117B,RND3
FAM117B,SAMD4A
FAM117B,SASH1
FAM117B,SAV1
FAM117B,PKP3
FAM117B,PTOV1
FAM117B,SFN
FAM117B,SHCBP1
FAM117B,SHROOM3
ANKS1A,ARHGAP32
ANKS1A,ITCH
ANKS1A,KIF5B
ANKS1A,KLC2
ANKS1A,LAD1
ANKS1A,GPRIN2
ANKS1A,PPP1R3D
ANKS1A,NEDD4L
ANKS1A,REEP3
ANKS1A,SH2D3A
ANKS1A,TRIM32
ANKS1A,USP8
ANKS1A,WDR37
ANKS1A,SH3BP4
ANKS1A,SHROOM1
ANKS1A,SIPA1L1
ANKS1A,SYNJ2
ANKS1A,TNS4
ANKS1A,BCAR1
ANKS1A,C1orf106
ANKS1A,FAM53B
ANKS1A,ENSG00000182319
ANKS1A,ARHGEF16
ANKS1A,ARHGEF17
ANKS1A,KLHDC2
ANKS1A,GAN
ANKS1A,PARD3
ANKS1A,PI4KB
ANKS1A,PACS2
ANKS1A,REEP4
ANKS1A,RHPN2
ANKS1A,RND3
ANKS1A,SAMD4A
ANKS1A,SASH1
ANKS1A,SAV1
ANKS1A,PKP3
ANKS1A,PTOV1
ANKS1A,SFN
ANKS1A,SHCBP1
ANKS1A,SHROOM3
ANKS1A,PIK3C2B
ANKS1A,KIAA0930
ANKS1A,ERRFI1
ANKS1A,PDZD11
ANKS1A,FAM49A
ANKS1A,DTX2
ANKS1A,CCDC101
ANKS1A,EDC3
ANKS1A,PTPN3
ARHGAP32,ITCH
ARHGAP32,KIF5B
ARHGAP32,KLC2
ARHGAP32,LAD1
ARHGAP32,GPRIN2
ARHGAP32,PPP1R3D
ARHGAP32,NEDD4L
ARHGAP32,REEP3
ARHGAP32,SH2D3A
ARHGAP32,TRIM32
ARHGAP32,USP8
ARHGAP32,WDR37
ARHGAP32,SH3BP4
ARHGAP32,SHROOM1
ARHGAP32,SIPA1L1
ARHGAP32,SYNJ2
ARHGAP32,TNS4
ARHGAP32,BCAR1
ARHGAP32,C1orf106
ARHGAP32,FAM53B
ARHGAP32,ENSG00000182319
ARHGAP32,ARHGEF16
ARHGAP32,ARHGEF17
ARHGAP32,KLHDC2
ARHGAP32,GAN
ARHGAP32,PARD3
ARHGAP32,PI4KB
ARHGAP32,PACS2
ARHGAP32,REEP4
ARHGAP32,RHPN2
ARHGAP32,RND3
ARHGAP32,SAMD4A
ARHGAP32,SASH1
ARHGAP32,SAV1
ARHGAP32,PKP3
ARHGAP32,PTOV1
ARHGAP32,SFN
ARHGAP32,SHCBP1
ARHGAP32,SHROOM3
ARHGAP32,PIK3C2B
ARHGAP32,KIAA0930
ARHGAP32,DTX2
ARHGAP32,EDC3
ARHGAP32,PTPN3
ATP2A1,BST1
ATP2A1,SLN
ATP2A1,CD38
ITCH,KIF5B
ITCH,KLC2
ITCH,LAD1
ITCH,GPRIN2
ITCH,PPP1R3D
ITCH,NEDD4L
ITCH,REEP3
ITCH,SH2D3A
ITCH,TRIM32
ITCH,USP8
ITCH,WDR37
ITCH,SH3BP4
ITCH,SHROOM1
ITCH,SIPA1L1
ITCH,SYNJ2
ITCH,TNS4
ITCH,BCAR1
ITCH,C1orf106
ITCH,FAM53B
ITCH,ENSG00000182319
ITCH,ARHGEF16
ITCH,ARHGEF17
ITCH,KLHDC2
ITCH,GAN
ITCH,PARD3
ITCH,PI4KB
ITCH,PACS2
ITCH,REEP4
ITCH,RHPN2
ITCH,RND3
ITCH,SAMD4A
ITCH,SASH1
ITCH,SAV1
ITCH,PKP3
ITCH,PTOV1
ITCH,SFN
ITCH,SHCBP1
ITCH,SHROOM3
ITCH,PIK3C2B
ITCH,ATN1
ITCH,KIAA0930
ITCH,ERRFI1
ITCH,PDZD11
ITCH,DTX2
ITCH,CCDC101
ITCH,EDC3
ITCH,PTPN3
KIF5B,KLC2
KIF5B,LAD1
KIF5B,GPRIN2
KIF5B,PPP1R3D
KIF5B,NEDD4L
KIF5B,REEP3
KIF5B,SH2D3A
KIF5B,TRIM32
KIF5B,USP8
KIF5B,WDR37
KIF5B,SH3BP4
KIF5B,SHROOM1
KIF5B,SIPA1L1
KIF5B,SYNJ2
KIF5B,TNS4
KIF5B,BCAR1
KIF5B,C1orf106
KIF5B,FAM53B
KIF5B,ENSG00000182319
KIF5B,ARHGEF16
KIF5B,ARHGEF17
KIF5B,KLHDC2
KIF5B,GAN
KIF5B,PARD3
KIF5B,PI4KB
KIF5B,PACS2
KIF5B,REEP4
KIF5B,RHPN2
KIF5B,RND3
KIF5B,SAMD4A
KIF5B,SASH1
KIF5B,SAV1
KIF5B,PKP3
KIF5B,PTOV1
KIF5B,SFN
KIF5B,SHCBP1
KIF5B,SHROOM3
KIF5B,PIK3C2B
KIF5B,DDC
KIF5B,KIAA0930
KIF5B,ERRFI1
KIF5B,PDZD11
KIF5B,KIF5A
KIF5B,ENSG00000137313
KIF5B,ENSG00000206421
KIF5B,ENSG00000206499
KIF5B,PPFIA1
KIF5B,DTX2
KIF5B,CCDC101
KIF5B,EDC3
KIF5B,PTPN3
KIF5B,DTNB
KLC2,LAD1
KLC2,GPRIN2
KLC2,PPP1R3D
KLC2,NEDD4L
KLC2,REEP3
KLC2,SH2D3A
KLC2,TRIM32
KLC2,USP8
KLC2,SH3BP4
KLC2,SHROOM1
KLC2,SIPA1L1
KLC2,SYNJ2
KLC2,TNS4
KLC2,BCAR1
KLC2,C1orf106
KLC2,FAM53B
KLC2,ENSG00000182319
KLC2,ARHGEF16
KLC2,ARHGEF17
KLC2,KLHDC2
KLC2,GAN
KLC2,PARD3
KLC2,PI4KB
KLC2,PACS2
KLC2,REEP4
KLC2,RHPN2
KLC2,RND3
KLC2,SASH1
KLC2,SAV1
KLC2,PKP3
KLC2,PTOV1
KLC2,SFN
KLC2,SHCBP1
KLC2,SHROOM3
KLC2,PIK3C2B
KLC2,COIL
KLC2,KIAA0930
KLC2,KIF5A
KLC2,DTX2
KLC2,EDC3
KLC2,PTPN3
LAD1,GPRIN2
LAD1,PPP1R3D
LAD1,NEDD4L
LAD1,REEP3
LAD1,SH2D3A
LAD1,TRIM32
LAD1,USP8
LAD1,WDR37
LAD1,SH3BP4
LAD1,SHROOM1
LAD1,SIPA1L1
LAD1,SYNJ2
LAD1,TNS4
LAD1,BCAR1
LAD1,C1orf106
LAD1,FAM53B
LAD1,ENSG00000182319
LAD1,ARHGEF16
LAD1,ARHGEF17
LAD1,KLHDC2
LAD1,GAN
LAD1,PARD3
LAD1,PI4KB
LAD1,PACS2
LAD1,REEP4
LAD1,RHPN2
LAD1,RND3
LAD1,SAMD4A
LAD1,SASH1
LAD1,SAV1
LAD1,PKP3
LAD1,PTOV1
LAD1,SFN
LAD1,SHCBP1
LAD1,SHROOM3
LAD1,PIK3C2B
LAD1,KIAA0930
LAD1,DTX2
LAD1,EDC3
LAD1,PTPN3
GPRIN2,PPP1R3D
GPRIN2,NEDD4L
GPRIN2,REEP3
GPRIN2,SH2D3A
GPRIN2,USP8
GPRIN2,SH3BP4
GPRIN2,SIPA1L1
GPRIN2,TNS4
GPRIN2,C1orf106
GPRIN2,FAM53B
GPRIN2,ENSG00000182319
GPRIN2,ARHGEF17
GPRIN2,KLHDC2
GPRIN2,GAN
GPRIN2,PARD3
GPRIN2,PI4KB
GPRIN2,PACS2
GPRIN2,REEP4
GPRIN2,RHPN2
GPRIN2,RND3
GPRIN2,SASH1
GPRIN2,PKP3
GPRIN2,PTOV1
GPRIN2,SFN
GPRIN2,SHCBP1
GPRIN2,SHROOM3
GPRIN2,PIK3C2B
GPRIN2,KIAA0930
GPRIN2,PLSCR1
GPRIN2,KRTAP4-12
GPRIN2,TRIP13
GPRIN2,ENSG00000212908
GPRIN2,ENSG00000186852
GPRIN2,DTX2
GPRIN2,EDC3
GPRIN2,PTPN3
GPRIN2,ENSG00000212660
PPP1R3D,NEDD4L
PPP1R3D,REEP3
PPP1R3D,SH2D3A
PPP1R3D,USP8
PPP1R3D,WDR37
PPP1R3D,SH3BP4
PPP1R3D,SIPA1L1
PPP1R3D,SYNJ2
PPP1R3D,TNS4
PPP1R3D,C1orf106
PPP1R3D,FAM53B
PPP1R3D,ENSG00000182319
PPP1R3D,ARHGEF17
PPP1R3D,KLHDC2
PPP1R3D,GAN
PPP1R3D,PARD3
PPP1R3D,PI4KB
PPP1R3D,PACS2
PPP1R3D,REEP4
PPP1R3D,RHPN2
PPP1R3D,RND3
PPP1R3D,SAMD4A
PPP1R3D,SASH1
PPP1R3D,PKP3
PPP1R3D,PTOV1
PPP1R3D,SFN
PPP1R3D,SHCBP1
PPP1R3D,SHROOM3
PPP1R3D,PIK3C2B
PPP1R3D,KIAA0930
PPP1R3D,ERRFI1
PPP1R3D,PDZD11
PPP1R3D,DTX2
PPP1R3D,CCDC101
PPP1R3D,EDC3
PPP1R3D,PTPN3
NEDD4L,REEP3
NEDD4L,SH2D3A
NEDD4L,TRIM32
NEDD4L,USP8
NEDD4L,WDR37
NEDD4L,SH3BP4
NEDD4L,SHROOM1
NEDD4L,SIPA1L1
NEDD4L,SYNJ2
NEDD4L,TNS4
NEDD4L,BCAR1
NEDD4L,C1orf106
NEDD4L,FAM53B
NEDD4L,ENSG00000182319
NEDD4L,ARHGEF16
NEDD4L,ARHGEF17
NEDD4L,KLHDC2
NEDD4L,GAN
NEDD4L,PARD3
NEDD4L,PI4KB
NEDD4L,PACS2
NEDD4L,REEP4
NEDD4L,RHPN2
NEDD4L,RND3
NEDD4L,SAMD4A
NEDD4L,SASH1
NEDD4L,SAV1
NEDD4L,PKP3
NEDD4L,PTOV1
NEDD4L,SFN
NEDD4L,SHCBP1
NEDD4L,SHROOM3
NEDD4L,STAM2
NEDD4L,PIK3C2B
NEDD4L,KIAA0930
NEDD4L,ERRFI1
NEDD4L,PDZD11
NEDD4L,KYNU
NEDD4L,CAT
NEDD4L,WDR4
NEDD4L,TRMT1
NEDD4L,PREPL
NEDD4L,DUS1L
NEDD4L,MTAP
NEDD4L,TMBIM4
NEDD4L,DTX2
NEDD4L,CCDC101
NEDD4L,EDC3
NEDD4L,PTPN3
REEP3,SH2D3A
REEP3,TRIM32
REEP3,USP8
REEP3,WDR37
REEP3,SH3BP4
REEP3,SHROOM1
REEP3,SIPA1L1
REEP3,SYNJ2
REEP3,TNS4
REEP3,BCAR1
REEP3,C1orf106
REEP3,FAM53B
REEP3,ENSG00000182319
REEP3,ARHGEF16
REEP3,ARHGEF17
REEP3,KLHDC2
REEP3,GAN
REEP3,PARD3
REEP3,PI4KB
REEP3,PACS2
REEP3,REEP4
REEP3,RHPN2
REEP3,RND3
REEP3,SAMD4A
REEP3,SASH1
REEP3,SAV1
REEP3,PKP3
REEP3,PTOV1
REEP3,SFN
REEP3,SHCBP1
REEP3,SHROOM3
REEP3,PIK3C2B
REEP3,KIAA0930
REEP3,DTX2
REEP3,EDC3
REEP3,PTPN3
SH2D3A,USP8
SH2D3A,WDR37
SH2D3A,SH3BP4
SH2D3A,SIPA1L1
SH2D3A,SYNJ2
SH2D3A,TNS4
SH2D3A,BCAR1
SH2D3A,C1orf106
SH2D3A,FAM53B
SH2D3A,ENSG00000182319
SH2D3A,ARHGEF17
SH2D3A,KLHDC2
SH2D3A,GAN
SH2D3A,PARD3
SH2D3A,PI4KB
SH2D3A,PACS2
SH2D3A,REEP4
SH2D3A,RHPN2
SH2D3A,RND3
SH2D3A,SAMD4A
SH2D3A,SASH1
SH2D3A,PKP3
