V1,V2
IL6R,IL21
IL6R,IL22
IL6R,IL24
IL6R,IL6
IL6R,IL9
IL6R,LEP
IL6R,LIF
IL6R,PRL
IL6R,SOCS4
IL6R,SOCS6
IL6R,TSLP
IL6R,ENSG00000147877
IL6R,ENSG00000186809
IL6R,OSM
IL6R,CSF3
IL6R,IFNA6
IL6R,IFNA8
IL6R,IFNG
IL6R,IL12B
IL6R,IL23A
IL6R,IL26
IL6R,IL7
IL6R,SOCS2
IL6R,ENSG00000120247
IL6R,ERAP1
IL6R,IL5
IL6R,IL11
IL1B,CASP1
IL1B,IL1R1
IL1B,IL1R2
IL1B,CASP4
IL1B,IL1RAP
CBL,LEPR
CBL,IFNLR1
CBL,PTPN6
CBL,LCK
CBL,IL12RB1
CBL,SH3GL3
CBL,ITK
CBL,JAK3
CBL,STAT3
CBL,IFNGR2
CBL,CNTFR
CBL,IL4R
CBL,MPL
CBL,AXL
CBL,FYB
CBL,STAT5A
CBL,CD19
CBL,CD5
CBL,CAPN1
CBL,CSF1R
CBL,CSF2RA
CBL,CSF3R
CBL,GHR
CBL,IFNAR1
CBL,IFNAR2
CBL,IL11RA
CBL,IL13RA1
CBL,IL13RA2
CBL,IL15RA
CBL,IL22RA1
CBL,IL22RA2
CBL,IL23R
CBL,IL2RA
CBL,IL2RG
CBL,IL3RA
CBL,IL6ST
CBL,IL7R
CBL,IL9R
CBL,LCP2
CBL,LIFR
CBL,OSMR
CBL,PRLR
CBL,PTPN22
CBL,SLA
CBL,ENSG00000159113
CBL,EPOR
CBL,STAT5B
CBL,CSF2RB
CBL,IL2RB
CBL,IL10RA
CBL,IFNGR1
CBL,IL21R
CBL,IL12RB2
CBL,IL20RA
CBL,IL5RA
CBL,ZAP70
CBL,OSTF1
CBL,VAV1
PPP2R5E,MAP3K5
PPP2R5E,RAB35
PPP2R5E,SET
PPP2R5E,MYLK
PPP2R5E,SH3GL3
PPP2R5E,DGKZ
PPP2R5E,MAP2K4
PPP2R5E,ALK
PPP2R5E,ARHGAP9
PPP2R5E,CENPF
PPP2R5E,EPHA1
PPP2R5E,FN3K
PPP2R5E,INSL6
PPP2R5E,IRF7
PPP2R5E,ITK
PPP2R5E,JAK3
PPP2R5E,KRT74
PPP2R5E,LMNB1
PPP2R5E,MAP2K7
PPP2R5E,MEP1B
PPP2R5E,PDX1
PPP2R5E,PTPRK
PPP2R5E,RAD17
PPP2R5E,SMC6
PPP2R5E,SOCS5
PPP2R5E,STAT3
PPP2R5E,UBASH3A
PPP2R5E,SOCS1
PPP2R5E,STK3
PPP2R5E,PPP2R5A
PPP2R5E,MTIF2
PPP2R5E,PDLIM5
PPP2R5E,PPP2R5D
LEPR,IL10
LEPR,PTPN6
LEPR,ENSG00000189162
LEPR,DGKZ
LEPR,JAK3
LEPR,SOCS5
LEPR,STAT3
LEPR,TPO
LEPR,APOD
LEPR,ZFP91
LEPR,SOCS1
LEPR,IL3
LEPR,SOCS3
LEPR,CBLC
LEPR,IL2
LEPR,IL4
LEPR,CLCF1
LEPR,CSF2
LEPR,CSH1
LEPR,CTF1
LEPR,EPO
LEPR,IFNA10
LEPR,IFNA16
LEPR,IFNA2
LEPR,IFNA21
LEPR,IFNA5
LEPR,IFNB1
LEPR,IFNE
LEPR,IFNK
LEPR,IFNL1
LEPR,IFNL2
LEPR,IFNL3
LEPR,IFNW1
LEPR,IL12A
LEPR,IL13
LEPR,IL15
LEPR,IL19
LEPR,IL20
LEPR,IL21
LEPR,IL22
LEPR,IL24
LEPR,IL6
LEPR,IL9
LEPR,LEP
LEPR,LIF
LEPR,PRL
LEPR,SOCS4
LEPR,SOCS6
LEPR,TSLP
LEPR,ENSG00000147877
LEPR,ENSG00000186809
LEPR,OSM
LEPR,CSF3
LEPR,IFNA6
LEPR,IFNA8
LEPR,IFNG
LEPR,IL12B
LEPR,IL23A
LEPR,IL26
LEPR,IL7
LEPR,SOCS2
LEPR,ENSG00000120247
LEPR,IL5
LEPR,IL11
SIRPA,PTPN6
SIRPA,NOL3
LATS2,AJUBA
LATS2,STK3
CD79A,LCK
CD79A,BLNK
CD79A,CD19
CD79A,PTPRC
CD79A,CD79B
CD79A,IGHE
CD79A,IGJ
NEO1,CASP3
NEO1,NTN1
NEO1,UNC5B
NEO1,IQSEC1
HIP1,CASP8
HIP1,CASP9
HIP1,CLTB
HIP1,IFT57
DFFB,CASP3
DFFB,DFFA
DFFB,CIDEB
LCORL,PAK6
LCORL,ZNF655
LCORL,CHKA
LCORL,INHBE
LCORL,ADIPOR1
LCORL,AMHR2
LCORL,ARHGAP26
LCORL,CARD6
LCORL,CASP8
LCORL,CENPC
LCORL,CFHR4
LCORL,GFRA2
LCORL,HOXA3
LCORL,LEPREL4
LCORL,MAP2K6
LCORL,NPAS3
LCORL,OR10H2
LCORL,PATZ1
LCORL,PINK1
LCORL,PKN2
LCORL,PRDM15
LCORL,QRFPR
LCORL,RBBP6
LCORL,RPH3AL
LCORL,SLC5A12
LCORL,STAB2
LCORL,SYNE1
LCORL,TP53BP2
LCORL,TTBK2
LCORL,WWP2
LCORL,PDLIM5
LCORL,GAS2L2
LCORL,TCEB3C
LCORL,TLX3
CASP10,FADD
CASP10,CASP3
CASP10,BID
CASP10,CASP7
CASP10,EZR
CASP10,ARHGDIA
CASP10,CASP8
CASP10,FAS
CASP10,FASLG
CASP10,CASP9
CASP10,CASP6
CASP10,DEDD2
CASP10,STK3
CASP10,TNFRSF10A
CASP10,MAP4K1
CASP10,CASP14
CASP10,MINK1
CASP10,IL1R1
CASP10,IL1R2
CASP10,CFLAR
CASP10,CASP4
CASP10,DEDD
CASP10,EDA2R
CASP10,TNFSF10
PAK6,ZNF655
PAK6,CHKA
PAK6,MYLK
PAK6,INHBE
PAK6,ADIPOR1
PAK6,AMHR2
PAK6,ARHGAP26
PAK6,CARD6
PAK6,CASP8
PAK6,CENPC
PAK6,CFHR4
PAK6,GFRA2
PAK6,HOXA3
PAK6,LEPREL4
PAK6,MAP2K6
PAK6,NPAS3
PAK6,OR10H2
PAK6,PATZ1
PAK6,PINK1
PAK6,PKN2
PAK6,PRDM15
PAK6,QRFPR
PAK6,RBBP6
PAK6,RPH3AL
PAK6,SLC5A12
PAK6,STAB2
PAK6,SYNE1
PAK6,TP53BP2
PAK6,TTBK2
PAK6,WWP2
PAK6,PDLIM5
PAK6,GAS2L2
PAK6,TCEB3C
PAK6,TLX3
SLC1A2,AJUBA
ZNF655,CHKA
ZNF655,INHBE
ZNF655,ADIPOR1
ZNF655,AMHR2
ZNF655,ARHGAP26
ZNF655,CARD6
ZNF655,CASP8
ZNF655,CENPC
ZNF655,CFHR4
ZNF655,GFRA2
ZNF655,HOXA3
ZNF655,LEPREL4
ZNF655,MAP2K6
ZNF655,NPAS3
ZNF655,OR10H2
ZNF655,PATZ1
ZNF655,PINK1
ZNF655,PKN2
ZNF655,PRDM15
ZNF655,QRFPR
ZNF655,RBBP6
ZNF655,RPH3AL
ZNF655,SLC5A12
ZNF655,STAB2
ZNF655,SYNE1
ZNF655,TP53BP2
ZNF655,TTBK2
ZNF655,WWP2
ZNF655,PDLIM5
ZNF655,GAS2L2
ZNF655,TCEB3C
ZNF655,TLX3
ZNF655,VAV1
IFNLR1,IL10
IFNLR1,PTPN6
IFNLR1,ENSG00000189162
IFNLR1,JAK3
IFNLR1,SOCS5
IFNLR1,TPO
IFNLR1,ZFP91
IFNLR1,SOCS1
IFNLR1,IL3
IFNLR1,SOCS3
IFNLR1,CBLC
IFNLR1,IL2
IFNLR1,IL4
IFNLR1,CLCF1
IFNLR1,CSF2
IFNLR1,CSH1
IFNLR1,CTF1
IFNLR1,EPO
IFNLR1,IFNA10
IFNLR1,IFNA16
IFNLR1,IFNA2
IFNLR1,IFNA21
IFNLR1,IFNA5
IFNLR1,IFNB1
IFNLR1,IFNE
IFNLR1,IFNK
IFNLR1,IFNL1
IFNLR1,IFNL2
IFNLR1,IFNL3
IFNLR1,IFNW1
IFNLR1,IL12A
IFNLR1,IL13
IFNLR1,IL15
IFNLR1,IL19
IFNLR1,IL20
IFNLR1,IL21
IFNLR1,IL22
IFNLR1,IL24
IFNLR1,IL6
IFNLR1,IL9
IFNLR1,LEP
IFNLR1,LIF
IFNLR1,PRL
IFNLR1,SOCS4
IFNLR1,SOCS6
IFNLR1,TSLP
IFNLR1,ENSG00000147877
IFNLR1,ENSG00000186809
IFNLR1,OSM
IFNLR1,CSF3
IFNLR1,IFNA6
IFNLR1,IFNA8
IFNLR1,IFNG
IFNLR1,IL12B
IFNLR1,IL23A
IFNLR1,IL26
IFNLR1,IL7
IFNLR1,SOCS2
IFNLR1,ENSG00000120247
IFNLR1,IL5
IFNLR1,IL11
MYD88,FADD
MYD88,MAP3K5
MYD88,IRF7
MYD88,PELI2
MYD88,TLR4
MYD88,IL1R1
MYD88,TLR10
MYD88,STAP2
MYD88,IL1RAP
MYD88,IL1RL1
MYD88,IRAK3
MYD88,TLR5
MYD88,TLR2
MYD88,TIRAP
hsa-mir-940,TRAP1
TRAP1,PINK1
TRAP1,TLR6
TRAP1,EXT1
TRAP1,EXT2
TRAP1,TLR1
IL10,IL12RB1
IL10,IFNGR2
IL10,CNTFR
IL10,IL4R
IL10,MPL
IL10,CSF2RA
IL10,CSF3R
IL10,GHR
IL10,IFNAR1
IL10,IFNAR2
IL10,IL11RA
IL10,IL13RA1
IL10,IL13RA2
IL10,IL15RA
IL10,IL22RA1
IL10,IL22RA2
IL10,IL23R
IL10,IL2RA
IL10,IL2RG
IL10,IL3RA
IL10,IL6ST
IL10,IL7R
IL10,IL9R
IL10,LIFR
IL10,OSMR
IL10,PRLR
IL10,ENSG00000159113
IL10,EPOR
IL10,CSF2RB
IL10,IL2RB
IL10,IL10RA
IL10,IFNGR1
IL10,IL21R
IL10,IL12RB2
IL10,IL20RA
IL10,IL5RA
FADD,PEA15
FADD,BID
FADD,EZR
FADD,ARHGDIA
FADD,CASP8
FADD,STAT1
FADD,FAS
FADD,FASLG
FADD,BCL10
FADD,TNFRSF10A
FADD,CFLAR
FADD,NOL3
FADD,CASP8AP2
FADD,DAPK1
FADD,DEDD
FADD,EDA2R
FADD,FAF1
FADD,TNFSF10
PEA15,CASP8
PEA15,HTRA2
BCL2L1,SIVA1
BCL2L1,BID
BCL2L1,CASP8
BCL2L1,BAK1
BCL2L1,BCL2L11
BCL2L1,CASP9
BCL2L1,ANTXR1
BCL2L1,APAF1
BCL2L1,BCAP31
BCL2L1,BNIPL
BCL2L1,PYCARD
BCL2L1,CASP1
BCL2L1,AVEN
BCL2L1,BAX
BCL2L1,HRK
BCL2L1,BCL2
BCL2L1,BCL2L10
BCL2L1,GIMAP5
BCL2L1,MCL1
BCL2L1,PMAIP1
BCL2L1,BCL2L14
BCL2L1,BIK
BCL2L1,BMF
BCL2L1,BNIP3
BCL2L1,BNIP3L
BCL2L1,MOAP1
BCL2L1,TACR2
BCL2L1,CAPN1
BCL2L1,CFLAR
PTPN6,LCK
PTPN6,IL12RB1
PTPN6,GAB2
PTPN6,JAK3
PTPN6,IFNGR2
PTPN6,CNTFR
PTPN6,IL4R
PTPN6,CXCR4
PTPN6,MPL
PTPN6,BLNK
PTPN6,CD72
PTPN6,CD5
PTPN6,CSF2RA
PTPN6,CSF3R
PTPN6,GHR
PTPN6,IFNAR1
PTPN6,IFNAR2
PTPN6,IL11RA
PTPN6,IL13RA1
PTPN6,IL13RA2
PTPN6,IL15RA
PTPN6,IL22RA1
PTPN6,IL22RA2
PTPN6,IL23R
PTPN6,IL2RA
PTPN6,IL2RG
PTPN6,IL3RA
PTPN6,IL6ST
PTPN6,IL7R
PTPN6,IL9R
PTPN6,LCP2
PTPN6,LIFR
PTPN6,OSMR
PTPN6,PRLR
PTPN6,ENSG00000159113
PTPN6,EPOR
PTPN6,PTPRC
PTPN6,CD22
PTPN6,CD33
PTPN6,ENSG00000206396
PTPN6,STAT5B
PTPN6,CSF2RB
PTPN6,IL2RB
PTPN6,IL10RA
PTPN6,KIR2DL1
PTPN6,IFNGR1
PTPN6,IL21R
PTPN6,IL12RB2
PTPN6,IL20RA
PTPN6,IL5RA
PTPN6,LILRB4
PTPN6,ZAP70
PTPN6,VAV1
PTPN6,SIGLEC11
PTPN6,SLAMF6
PTPN6,TREML1
SIVA1,BCL2
SIVA1,ENSG00000176876
ENSG00000189162,IL12RB1
ENSG00000189162,SET
ENSG00000189162,IFNGR2
ENSG00000189162,CNTFR
ENSG00000189162,IL4R
ENSG00000189162,MPL
ENSG00000189162,CSF2RA
ENSG00000189162,CSF3R
ENSG00000189162,GHR
ENSG00000189162,IFNAR1
ENSG00000189162,IFNAR2
ENSG00000189162,IL11RA
ENSG00000189162,IL13RA1
ENSG00000189162,IL13RA2
ENSG00000189162,IL15RA
ENSG00000189162,IL22RA1
ENSG00000189162,IL22RA2
ENSG00000189162,IL23R
ENSG00000189162,IL2RA
ENSG00000189162,IL2RG
ENSG00000189162,IL3RA
ENSG00000189162,IL6ST
ENSG00000189162,IL7R
ENSG00000189162,IL9R
ENSG00000189162,LIFR
ENSG00000189162,OSMR
ENSG00000189162,PRLR
ENSG00000189162,ENSG00000159113
ENSG00000189162,EPOR
ENSG00000189162,CISD2
ENSG00000189162,CSF2RB
ENSG00000189162,IL2RB
ENSG00000189162,IL10RA
ENSG00000189162,ERLEC1
ENSG00000189162,ENSG00000215902
ENSG00000189162,IFNGR1
ENSG00000189162,IL21R
ENSG00000189162,IL12RB2
ENSG00000189162,IL20RA
ENSG00000189162,IL5RA
CHKA,INHBE
CHKA,ADIPOR1
CHKA,AMHR2
CHKA,ARHGAP26
CHKA,CARD6
CHKA,CASP8
CHKA,CENPC
CHKA,CFHR4
CHKA,GFRA2
CHKA,HOXA3
CHKA,LEPREL4
CHKA,MAP2K6
CHKA,NPAS3
CHKA,OR10H2
CHKA,PATZ1
CHKA,PINK1
CHKA,PKN2
CHKA,PRDM15
CHKA,QRFPR
CHKA,RBBP6
CHKA,RPH3AL
CHKA,SLC5A12
CHKA,STAB2
CHKA,SYNE1
CHKA,TP53BP2
CHKA,TTBK2
CHKA,WWP2
CHKA,PDLIM5
CHKA,GAS2L2
CHKA,TCEB3C
CHKA,TLX3
CASP3,NMT2
CASP3,BID
CASP3,CASP7
CASP3,COL3A1
CASP3,IL12RB1
CASP3,MEGF8
CASP3,MT3
CASP3,TNXB
CASP3,XIAP
CASP3,CASP8
CASP3,PKN2
CASP3,CASP9
CASP3,LMNB1
CASP3,APAF1
CASP3,BCAP31
CASP3,CASP6
CASP3,CASP1
CASP3,STK3
CASP3,BCL2
CASP3,DFFA
CASP3,MCL1
CASP3,GZMB
CASP3,DIABLO
CASP3,BIRC5
CASP3,BIRC7
CASP3,MAP4K1
CASP3,CAST
CASP3,MINK1
CASP3,IL1R1
CASP3,IL1R2
CASP3,CFLAR
CASP3,GOLGA3
CASP3,CASP4
CASP3,IL18
CASP3,PSIP1
CASP3,DEDD
CASP3,DSG3
CASP3,VAV1
LCK,EZR
LCK,STAT1
LCK,FAS
LCK,FASLG
LCK,GAB2
LCK,ITK
LCK,JAK3
LCK,STAT3
LCK,TEK
LCK,CTLA4
LCK,AXL
LCK,SOCS1
LCK,FYB
LCK,STAT5A
LCK,CD48
LCK,CD5
LCK,CSF3R
LCK,IFNAR1
LCK,LCP2
LCK,PTPN22
LCK,PTPRC
LCK,CD2
LCK,CD247
LCK,CD28
LCK,CD3E
LCK,PTPRCAP
LCK,CD79B
LCK,CSF2RB
LCK,IL2RB
LCK,SKAP1
LCK,SIT1
LCK,SH2B3
LCK,KIR2DL1
LCK,SKAP2
LCK,ZAP70
LCK,VAV1
NMT1,BID
NMT1,CASP8
NMT1,BAK1
NMT1,ANXA13
NMT1,GZMB
NMT1,CABP2
NMT2,BCL2
BCS1L,MT-CYB
BCS1L,ENSG00000212868
BCS1L,UQCRH
BID,CASP7
BID,COL3A1
BID,EZR
BID,IL12RB1
BID,MEGF8
BID,MT3
BID,TNXB
BID,ARHGDIA
BID,CASP8
BID,FAS
BID,FASLG
BID,BAK1
BID,CASP1
BID,BAX
BID,BCL2
BID,BCL2A1
BID,MCL1
BID,GZMB
BID,BCL2L2
BID,BNC1
BID,CAPN1
CASP7,COL3A1
CASP7,IL12RB1
CASP7,MEGF8
CASP7,MT3
CASP7,TNXB
CASP7,XIAP
CASP7,CASP8
CASP7,CASP9
CASP7,LMNB1
CASP7,APAF1
CASP7,STK3
CASP7,DFFA
CASP7,GZMB
CASP7,DIABLO
CASP7,BIRC5
CASP7,BIRC7
CASP7,MAP4K1
CASP7,CAST
CASP7,MINK1
CASP7,IL1R1
CASP7,IL1R2
CASP7,CFLAR
CASP7,GOLGA3
CASP7,PSIP1
COL3A1,IL12RB1
COL3A1,MEGF8
COL3A1,MT3
COL3A1,TNXB
COL3A1,CAPN1
DHRS4,EEFSEC
DHRS4,KDM3A
DHRS4,PPP2R5B
DHRS4,RAB35
DHRS4,SET
DHRS4,PTGDS
DHRS4,HPGDS
DHRS4,MIB2
DHRS4,PTGES
DHRS4,TBXAS1
EEFSEC,KDM3A
EEFSEC,PPP2R5B
EEFSEC,RAB35
EEFSEC,SET
EEFSEC,MIB2
EZR,ARHGDIA
EZR,PALLD
EZR,ADORA2B
EZR,CASP8
EZR,FAS
EZR,FASLG
EZR,PPL
EZR,PTPRC
EZR,SELL
EZR,PRX
IL12RB1,MEGF8
IL12RB1,MT3
IL12RB1,TNXB
IL12RB1,JAK3
IL12RB1,SOCS5
IL12RB1,TPO
IL12RB1,ZFP91
IL12RB1,SOCS1
IL12RB1,IL3
IL12RB1,SOCS3
IL12RB1,CBLC
IL12RB1,IL2
IL12RB1,IL4
IL12RB1,CLCF1
IL12RB1,CSF2
IL12RB1,CSH1
IL12RB1,CTF1
IL12RB1,EPO
IL12RB1,IFNA10
IL12RB1,IFNA16
IL12RB1,IFNA2
IL12RB1,IFNA21
IL12RB1,IFNA5
IL12RB1,IFNB1
IL12RB1,IFNE
IL12RB1,IFNK
IL12RB1,IFNL1
IL12RB1,IFNL2
IL12RB1,IFNL3
IL12RB1,IFNW1
IL12RB1,IL12A
IL12RB1,IL13
IL12RB1,IL15
IL12RB1,IL19
IL12RB1,IL20
IL12RB1,IL21
IL12RB1,IL22
IL12RB1,IL24
IL12RB1,IL6
IL12RB1,IL9
IL12RB1,LEP
IL12RB1,LIF
IL12RB1,PRL
IL12RB1,SOCS4
IL12RB1,SOCS6
IL12RB1,TSLP
IL12RB1,ENSG00000147877
IL12RB1,ENSG00000186809
IL12RB1,OSM
IL12RB1,CSF3
IL12RB1,IFNA6
IL12RB1,IFNA8
IL12RB1,IFNG
IL12RB1,IL12B
IL12RB1,IL23A
IL12RB1,IL26
IL12RB1,IL7
IL12RB1,SOCS2
IL12RB1,ENSG00000120247
IL12RB1,IL5
IL12RB1,IL11
IL12RB1,IL12RB2
KDM3A,PPP2R5B
KDM3A,RAB35
KDM3A,SET
KDM3A,MIB2
MAP3K5,RAB35
MAP3K5,MYLK
MAP3K5,MAP2K6
MAP3K5,SH3GL3
MAP3K5,DGKZ
MAP3K5,FAS
MAP3K5,MAP2K4
MAP3K5,ALK
MAP3K5,ARHGAP9
MAP3K5,CENPF
MAP3K5,EPHA1
MAP3K5,FN3K
MAP3K5,INSL6
MAP3K5,IRF7
MAP3K5,ITK
MAP3K5,JAK3
MAP3K5,KRT74
MAP3K5,LMNB1
MAP3K5,MAP2K7
MAP3K5,MEP1B
MAP3K5,PDX1
MAP3K5,PTPRK
MAP3K5,RAD17
MAP3K5,SMC6
MAP3K5,SOCS5
MAP3K5,STAT3
MAP3K5,UBASH3A
MAP3K5,SOCS1
MAP3K5,ERN1
MAP3K5,MTIF2
MAP3K5,DUSP19
MAP3K5,PDLIM5
MAP3K5,MAP3K6
MEGF8,MT3
MEGF8,TNXB
MT3,TNXB
PPP2R5B,RAB35
PPP2R5B,SET
PPP2R5B,ENSG00000206478
PPP2R5B,MIB2
RAB35,SET
RAB35,MYLK
RAB35,SH3GL3
RAB35,DGKZ
RAB35,MAP2K4
RAB35,ALK
RAB35,ARHGAP9
RAB35,CENPF
RAB35,EPHA1
RAB35,FN3K
RAB35,INSL6
RAB35,IRF7
RAB35,ITK
RAB35,JAK3
RAB35,KRT74
RAB35,LMNB1
RAB35,MAP2K7
RAB35,MEP1B
RAB35,PDX1
RAB35,PTPRK
RAB35,RAD17
RAB35,SMC6
RAB35,SOCS5
RAB35,STAT3
RAB35,UBASH3A
RAB35,CBR3
RAB35,SOCS1
RAB35,MTIF2
RAB35,PDLIM5
RAB35,MIB2
SET,ARHGDIA
SET,PPP2R5A
SET,MIB2
SET,PPP2R5D
MYLK,PATZ1
MYLK,SH3GL3
MYLK,DGKZ
MYLK,MAP2K4
MYLK,ALK
MYLK,ARHGAP9
MYLK,CENPF
MYLK,EPHA1
MYLK,FN3K
MYLK,INSL6
MYLK,IRF7
MYLK,ITK
MYLK,JAK3
MYLK,KRT74
MYLK,LMNB1
MYLK,MAP2K7
MYLK,MEP1B
MYLK,PDX1
MYLK,PTPRK
MYLK,RAD17
MYLK,SMC6
MYLK,SOCS5
MYLK,STAT3
MYLK,UBASH3A
MYLK,SOCS1
MYLK,MTIF2
MYLK,MYBPC1
MYLK,PDLIM5
ARHGDIA,CASP8
ARHGDIA,SH3GL3
ARHGDIA,FAS
ARHGDIA,FASLG
ARHGDIA,NKX2-3
ARHGDIA,VAV1
INHBE,ADIPOR1
INHBE,AMHR2
INHBE,ARHGAP26
INHBE,CARD6
INHBE,CASP8
INHBE,CENPC
INHBE,CFHR4
INHBE,GFRA2
INHBE,HOXA3
INHBE,LEPREL4
INHBE,MAP2K6
INHBE,NPAS3
INHBE,OR10H2
INHBE,PATZ1
INHBE,PINK1
INHBE,PKN2
INHBE,PRDM15
INHBE,QRFPR
INHBE,RBBP6
INHBE,RPH3AL
INHBE,SLC5A12
INHBE,STAB2
INHBE,SYNE1
INHBE,TP53BP2
INHBE,TTBK2
INHBE,WWP2
INHBE,PDLIM5
INHBE,GAS2L2
INHBE,TCEB3C
INHBE,TLX3
XIAP,CASP9
XIAP,APAF1
XIAP,CASP6
XIAP,DIABLO
XIAP,BIRC5
XIAP,LATS1
XIAP,HTRA2
XIAP,XAF1
ADORA2B,NTN1
ADIPOQ,ADIPOR1
ADIPOR1,AMHR2
ADIPOR1,ARHGAP26
ADIPOR1,CARD6
ADIPOR1,CASP8
ADIPOR1,CENPC
ADIPOR1,CFHR4
ADIPOR1,GFRA2
ADIPOR1,HOXA3
ADIPOR1,LEPREL4
ADIPOR1,MAP2K6
ADIPOR1,NPAS3
ADIPOR1,OR10H2
ADIPOR1,PATZ1
ADIPOR1,PINK1
ADIPOR1,PKN2
ADIPOR1,PRDM15
ADIPOR1,QRFPR
ADIPOR1,RBBP6
