V1,V2
PPAP2B,E2F3
PPAP2B,EPHB6
PPAP2B,KMT2B
PPAP2B,LPAR2
PPAP2B,OSBPL1A
PPAP2B,PANX3
PPAP2B,SENP7
PPAP2B,SMO
PPAP2B,ZNF443
PPAP2B,EBF1
PPAP2B,TRIB3
PPAP2B,PPARGC1A
JUN,CREB5
JUN,ETS1
JUN,ATF3
JUN,HOXA9
JUN,UBE2I
JUN,NRIP1
JUN,NFYA
JUN,NCOA2
JUN,FOSL2
JUN,CREBBP
JUN,EP300
JUN,RB1
JUN,SP1
JUN,BRCA1
JUN,RUNX1
JUN,SUMO3
JUN,AR
JUN,SMAD3
JUN,VDR
JUN,ENSG00000206088
JUN,GTF2B
JUN,SMAD4
JUN,SMAD2
JUN,HDAC3
JUN,CCND2
JUN,CCND1
JUN,CCND3
JUN,GATA2
JUN,RUNX2
JUN,NCOR2
JUN,SOX10
JUN,TDG
JUN,TTLL9
JUN,BCL6
JUN,ATF7
JUN,NCOA1
JUN,NCOA6
JUN,TRIP4
JUN,ATF1
JUN,BATF3
JUN,DDIT3
JUN,FOSL1
JUN,HMGA1
JUN,JDP2
JUN,JUNB
JUN,ATF4
JUN,NFE2L2
JUN,BACH2
JUN,MAF
JUN,PIAS1
JUN,BCL3
JUN,BARX2
JUN,BATF
JUN,DBP
JUN,HLF
JUN,POU2F1
JUN,NFE2L1
JUN,SUMO4
JUN,ETS2
JUN,COPS5
JUN,CEBPE
JUN,SPI1
JUN,MAFK
JUN,MAFG
JUN,ESR1
JUN,STAT4
JUN,POU1F1
JUN,SPIB
JUN,RFWD2
JUN,NR5A1
JUN,NFATC2
JUN,SOX8
JUN,EN1
JUN,TGIF1
JUN,HHEX
JUN,ERG
JUN,JUND
JUN,TCF20
JUN,FOS
JUN,MAFB
JUN,FOSB
JUN,SKI
JUN,HOXC8
JUN,HIF1A
JUN,MYOD1
DNMT3A,UBE2I
DNMT3A,DNMT1
DNMT3A,ENSG00000206088
DNMT3A,SETDB1
DNMT3A,EZH2
DNMT3A,PIAS2
DNMT3A,CBX5
DNMT3A,PIAS1
DNMT3A,SUV39H1
DNMT3A,CBX1
DNMT3A,DNMT3B
DNMT3A,ZBTB17
DNMT3A,EED
DNMT3A,DNMT3L
DNMT3A,ZBTB18
RNF2,SMURF2
RNF2,SUMO3
RNF2,MTA1
RNF2,PHC2
RNF2,CHD8
RNF2,CBX2
RNF2,TFDP1
RNF2,ASH2L
RNF2,KAT8
RNF2,CBX3
RNF2,PELP1
RNF2,BMI1
RNF2,CBX4
RNF2,CBX8
RNF2,KMT2A
RNF2,PCGF1
RNF2,PCGF6
RNF2,PHC1
RNF2,PHC1P1
RNF2,RING1
RNF2,SCMH1
RNF2,TOX4
RNF2,YAF2
RNF2,ZBTB33
RNF2,ENSG00000206215
RNF2,ENSG00000206287
RNF2,SUMO2
RNF2,SUMO4
RNF2,RNASEK-C17orf49
RNF2,SENP3
RNF2,PCGF2
ATL2,MUL1
CC2D1A,RBL2
TOB1,CNOT7
TOB1,SMAD3
TOB1,SMAD9
TOB1,SMAD1
TOB1,SMAD4
TOB1,SMAD2
TOB1,SETDB1
TOB1,SMAD5
TOB1,TTLL9
TOB1,N4BP2
TOB1,SCMH1
TOB1,CPEB4
WNT16,TBL1XR1
WNT16,WNK4
WNT16,MTMR6
WNT16,SAE1
WNT16,LSM1
WNT16,ARID1A
WNT16,SIN3A
WNT16,PARP12
WNT16,HDAC4
WNT16,SPTLC2
WNT16,MAPK8IP3
WNT16,TNFRSF8
WNT16,NCOR2
WNT16,HDAC5
WNT16,ARHGAP35
WNT16,ARNT2
WNT16,BCL6
WNT16,DNAH9
WNT16,DROSHA
WNT16,EHMT1
WNT16,ELF1
WNT16,HNF1A
WNT16,SPEN
WNT16,WDR35
WNT16,YY1
WNT16,ZMYND8
WNT16,ATF7
WNT16,CSMD1
WNT16,EIF2AK3
WNT16,ERCC5
WNT16,HDAC9
WNT16,HELZ2
WNT16,HSF4
WNT16,IDI2
WNT16,KDM2A
WNT16,KIF13B
WNT16,LPAR4
WNT16,NKRF
WNT16,OSR1
WNT16,PCDH9
WNT16,POU2F3
WNT16,TRAF3IP3
WNT16,UTP6
WNT16,BCL11A
WNT16,CACNA1A
WNT16,E2F3
WNT16,EPHB6
WNT16,KMT2B
WNT16,LPAR2
WNT16,OSBPL1A
WNT16,PANX3
WNT16,SENP7
WNT16,SMO
WNT16,ZNF443
WNT16,EBF1
WNT16,TRIB3
WNT16,PPARGC1A
GOLGA1,CREB5
MGAT2,MGAT3
MGAT2,FUT8
MGAT2,MGAT4A
MGAT2,MGAT4B
MGAT2,MOGAT3
MGAT2,MAN2A1
USP25,SKIL
FBXO30,SMAD1
FBXO30,SMAD4
FBXO30,SMURF1
FLI1,BRCA1
FLI1,SMAD9
FLI1,GATA1
FLI1,SRF
FLI1,TDP2
FLI1,ERG
FHL1,SIN3A
FHL1,RBPJ
FHL1,SRF
FHL1,CBX4
FHL1,RING1
FHL1,ENSG00000206215
FHL1,ENSG00000206287
FHL1,CUL3
PPHLN1,VIM
PPHLN1,TGM2
PPHLN1,TOMM20
PPP1R8,MTMR6
PPP1R8,GNE
PPP1R8,CRMP1
PPP1R8,SETDB1
PPP1R8,C14orf1
PPP1R8,GBP2
PPP1R8,GBP7
PPP1R8,RBM48
PPP1R8,EED
BAP1,BRCA1
HIC1,CTBP1
HIC1,TCF7L2
CIB1,NBR1
CIB1,hsa-mir-147b
CIB1,PSEN2
CIB1,PSEN1
CIB1,FEZ1
CIB1,PAX3
CIB1,PLK3
CIB1,ENSG00000215691
HES5,ASCL1
HES5,SOX10
RLIM,SIN3A
RLIM,PDLIM1
RLIM,SMURF1
RLIM,LHX3
RLIM,LHX2
RLIM,LMO2
RLIM,LDB2
RLIM,ISL1
RLIM,LDB1
ARL15,TUBB2A
ARL15,UNC119
ARL15,PTN
ARL15,CCDC90B
ARL15,CRMP1
ARL15,UBR1
ARL15,B4GALT3
TRAF4,UBE2I
TRAF4,SMURF2
TRAF4,ENSG00000206088
TRAF4,BCKDK
TRAF4,ZNF512B
TRAF4,CCHCR1
TRAF4,TGFB1I1
TRAF4,ENSG00000206457
TRAF4,PXDN
GABPA,CREBBP
GABPA,EP300
GABPA,SP1
GABPA,ATF1
GABPA,SP3
LRAT,RBP1
LRAT,RBP2
EGLN1,C1GALT1
EGLN1,OS9
EGLN1,HIF1A
MGAT5,MGAT4A
MGAT5,MGAT4B
RXRA,NRIP1
RXRA,NCOA2
RXRA,GADD45G
RXRA,CREBBP
RXRA,SP1
RXRA,PPARA
RXRA,ZBTB16
RXRA,SIN3A
RXRA,VDR
RXRA,THRB
RXRA,SMAD2
RXRA,HDAC3
RXRA,HDAC4
RXRA,THRA
RXRA,NR4A1
RXRA,NCOR2
RXRA,NPAS2
RXRA,TDG
RXRA,NCOA1
RXRA,NCOA6
RXRA,TRIP4
RXRA,HMGA1
RXRA,SRF
RXRA,NCOA4
RXRA,COPS2
RXRA,RARA
RXRA,BCL3
RXRA,NR2F1
RXRA,PPARG
RXRA,POU2F1
RXRA,EDF1
RXRA,TRIM24
RXRA,GADD45B
RXRA,ZNHIT3
RXRA,NR1H3
RXRA,ESR1
RXRA,NSD1
RXRA,LAMTOR5
RXRA,NR0B2
RXRA,NR1H2
RXRA,NR1I2
RXRA,RNF8
RXRA,ENSG00000215700
RXRA,NR1H4
RXRA,PNRC2
RXRA,NRBF2
RXRA,PPARGC1A
RXRA,JMJD1C
RXRA,NR1I3
RXRA,MYOD1
RXRA,PARP1
RXRA,NR4A2
RXRA,RARB
RXRA,RARG
RNF123,SMAD9
RNF123,SMAD2
CREB5,CIAO1
CREB5,RBX1
CREB5,SIAH1
CREB5,THRA
YAP1,RUNX1
YAP1,INO80B
YAP1,RUNX2
YAP1,SMAD7
YAP1,NFE2
YAP1,TEAD4
YAP1,TEAD3
YAP1,TEAD1
YAP1,TEAD2
YAP1,TP63
YAP1,TP73
NDN,TP53
NDN,E2F4
NDN,E2F1
NDN,GOLGA4
NDN,ARSE
NDN,HIF1A
NDN,NUCB2
CHRDL1,BMP4
ZMYM4,PMS2
ZMYM4,PMS2CL
ZMYM4,EBF1
ZMYM4,EML1
ZMYM4,PER3
PITPNC1,AGTRAP
ETS1,UBE2I
ETS1,CREBBP
ETS1,EP300
ETS1,SP1
ETS1,ABCC9
ETS1,NOTCH1
ETS1,PROX1
ETS1,BRCA1
ETS1,ENSG00000206088
ETS1,DAXX
ETS1,ENSG00000206279
ETS1,RUNX2
ETS1,TTLL9
ETS1,SPEN
ETS1,E2F4
ETS1,TFDP1
ETS1,TFDP2
ETS1,MAF
ETS1,ENSG00000206206
ETS1,NCOR1
ETS1,CDC25B
ETS1,ETV7
ETS1,SP100
ETS1,PAX5
ETS1,TDP2
ETS1,ETS2
ETS1,STAT6
ETS1,POU1F1
ETS1,JUND
ETS1,FOS
ETS1,GATA3
CEP350,APTX
CEP350,PPARG
CEP350,NR1H3
TBL1XR1,WNK4
TBL1XR1,MTMR6
TBL1XR1,SAE1
TBL1XR1,LSM1
TBL1XR1,RBL2
TBL1XR1,ARID1A
TBL1XR1,SIN3A
TBL1XR1,ENSG00000188223
TBL1XR1,PARP12
TBL1XR1,HDAC3
TBL1XR1,HDAC4
TBL1XR1,SPTLC2
TBL1XR1,MAPK8IP3
TBL1XR1,TNFRSF8
TBL1XR1,NCOR2
TBL1XR1,PARK7
TBL1XR1,HDAC5
TBL1XR1,ARHGAP35
TBL1XR1,ARNT2
TBL1XR1,BCL6
TBL1XR1,DNAH9
TBL1XR1,DROSHA
TBL1XR1,EHMT1
TBL1XR1,ELF1
TBL1XR1,HNF1A
TBL1XR1,SPEN
TBL1XR1,WDR35
TBL1XR1,YY1
TBL1XR1,ZMYND8
TBL1XR1,RBBP4
TBL1XR1,ATF7
TBL1XR1,CSMD1
TBL1XR1,E2F4
TBL1XR1,EIF2AK3
TBL1XR1,ERCC5
TBL1XR1,HDAC9
TBL1XR1,HELZ2
TBL1XR1,HSF4
TBL1XR1,IDI2
TBL1XR1,KDM2A
TBL1XR1,KIF13B
TBL1XR1,LPAR4
TBL1XR1,NKRF
TBL1XR1,OSR1
TBL1XR1,PCDH9
TBL1XR1,POU2F3
TBL1XR1,TFDP1
TBL1XR1,TFDP2
TBL1XR1,TRAF3IP3
TBL1XR1,UTP6
TBL1XR1,GOLGA4
TBL1XR1,NCOR1
TBL1XR1,CSTB
TBL1XR1,E2F5
TBL1XR1,HSBP1P2
TBL1XR1,LIN52
TBL1XR1,LIN54
TBL1XR1,LIN9
TBL1XR1,MYBL1
TBL1XR1,MYBL2
TBL1XR1,PDAP1
TBL1XR1,SLC4A2
TBL1XR1,BCL11A
TBL1XR1,CACNA1A
TBL1XR1,E2F3
TBL1XR1,EPHB6
TBL1XR1,KMT2B
TBL1XR1,LPAR2
TBL1XR1,OSBPL1A
TBL1XR1,PANX3
TBL1XR1,SENP7
TBL1XR1,SMO
TBL1XR1,ZNF443
TBL1XR1,GPS2
TBL1XR1,EBF1
TBL1XR1,TRIB3
TBL1XR1,CORO2A
TBL1XR1,TBL1X
TBL1XR1,PPARGC1A
NAP1L5,PTN
NAP1L5,KIAA1377
NAP1L5,HAP1
NAP1L5,ENSG00000212678
NAP1L5,MAGEH1
WNK4,MTMR6
WNK4,SAE1
WNK4,LSM1
WNK4,ARID1A
WNK4,SIN3A
WNK4,PARP12
WNK4,HDAC4
WNK4,SPTLC2
WNK4,MAPK8IP3
WNK4,TNFRSF8
WNK4,NCOR2
WNK4,HDAC5
WNK4,ARHGAP35
WNK4,ARNT2
WNK4,BCL6
WNK4,DNAH9
WNK4,DROSHA
WNK4,EHMT1
WNK4,ELF1
WNK4,HNF1A
WNK4,SPEN
WNK4,WDR35
WNK4,YY1
WNK4,ZMYND8
WNK4,ATF7
WNK4,CSMD1
WNK4,EIF2AK3
WNK4,ERCC5
WNK4,HDAC9
WNK4,HELZ2
WNK4,HSF4
WNK4,IDI2
WNK4,KDM2A
WNK4,KIF13B
WNK4,LPAR4
WNK4,NKRF
WNK4,OSR1
WNK4,PCDH9
WNK4,POU2F3
WNK4,TRAF3IP3
WNK4,UTP6
WNK4,BCL11A
WNK4,CACNA1A
WNK4,E2F3
WNK4,EPHB6
WNK4,KMT2B
WNK4,LPAR2
WNK4,OSBPL1A
WNK4,PANX3
WNK4,SENP7
WNK4,SMO
WNK4,ZNF443
WNK4,EBF1
WNK4,TRIB3
WNK4,PPARGC1A
MAN1A1,MGAT1
MTMR6,SAE1
MTMR6,LSM1
MTMR6,ARID1A
MTMR6,SIN3A
MTMR6,PARP12
MTMR6,HDAC4
MTMR6,SPTLC2
MTMR6,MAPK8IP3
MTMR6,TNFRSF8
MTMR6,NCOR2
MTMR6,HDAC5
MTMR6,ARHGAP35
MTMR6,ARNT2
MTMR6,BCL6
MTMR6,DNAH9
MTMR6,DROSHA
MTMR6,EHMT1
MTMR6,ELF1
MTMR6,HNF1A
MTMR6,SPEN
MTMR6,WDR35
MTMR6,YY1
MTMR6,ZMYND8
MTMR6,ATF7
MTMR6,CSMD1
MTMR6,EIF2AK3
MTMR6,ERCC5
MTMR6,HDAC9
MTMR6,HELZ2
MTMR6,HSF4
MTMR6,IDI2
MTMR6,KDM2A
MTMR6,KIF13B
MTMR6,LPAR4
MTMR6,NKRF
MTMR6,OSR1
MTMR6,PCDH9
MTMR6,POU2F3
MTMR6,TRAF3IP3
MTMR6,UTP6
MTMR6,BCL11A
MTMR6,CACNA1A
MTMR6,E2F3
MTMR6,EPHB6
MTMR6,KMT2B
MTMR6,LPAR2
MTMR6,OSBPL1A
MTMR6,PANX3
MTMR6,SENP7
MTMR6,SMO
MTMR6,ZNF443
MTMR6,EBF1
MTMR6,TRIB3
MTMR6,PPARGC1A
PPP1R10,CHD2
PPP1R10,INO80B
PPP1R10,ADARB2
PPP1R10,PARP12
PPP1R10,ALPP
PPP1R10,ARID5B
PPP1R10,CHD8
PPP1R10,FAM120C
PPP1R10,OGT
PPP1R10,STOM
PPP1R10,ZMYND11
PPP1R10,ZNF317
PPP1R10,ZNF592
PPP1R10,ZSCAN12
PPP1R10,SUMO1
PPP1R10,BEND3
PPP1R10,ZNF106
PPP1R10,BCKDK
PPP1R10,RBAK
PPP1R10,RSBN1
PPP1R10,ZNF174
PPP1R10,ZNF362
PPP1R10,ZNF687
PPP1R10,ZNF768
PPP1R10,CENPV
PPP1R10,RREB1
PPP1R10,DHX30
PPP1R10,ZNF462
PRDM1,TLE1
PRDM1,AES
PRDM1,TLE2
PRDM1,IRF4
MECP2,SIN3A
MECP2,NCOR1
MECP2,SKI
ATF3,CREBBP
ATF3,EP300
ATF3,SMAD3
ATF3,RIF1
ATF3,LRIF1
ATF3,TP53
ATF3,TTLL9
ATF3,ATF7
ATF3,BATF3
ATF3,DDIT3
ATF3,JUNB
ATF3,ATF4
ATF3,CEBPG
ATF3,JUND
ATF3,IGSF21
ATF3,NUF2
ACACA,BRCA1
ACACA,CHGB
ACACA,CIAO1
ACACA,PRKAG1
ACACA,MCAT
ACACA,PRKAG3
ADIPOR2,LSM1
ADIPOR2,PPARA
ADIPOR2,CHRAC1
GALNT13,C1GALT1
GALNT13,B4GALT2
GALNT13,A4GNT
GALNT13,B3GNT6
GALNT13,B3GALT1
GALNT13,OGT
GALNT13,B3GALT2
GALNT13,B3GNT3
GALNT13,B4GALT1
GALNT13,B4GALT3
GALNT13,B4GALT4
GALNT13,B4GALT6
GALNT13,FUT4
GALNT13,FUT7
GALNT13,GALNTL5
GALNT13,UGGT2
GALNT13,ST6GALNAC1
NAB1,EGR2
COPS8,NFYA
COPS8,LHX3
COPS8,TP53
COPS8,CUL5
COPS8,COPS6
COPS8,GFER
COPS8,GPS1
COPS8,COPS7A
ARL8B,TUBB2A
ARL8B,DLEU1
B3GNT2,ST3GAL6
AFF1,SMAD9
CNOT6L,BTG2
HOXA9,CREBBP
HOXA9,PBX1
HOXA9,PBX2
HOXA9,ENSG00000206315
HOXA9,SMAD4
HOXA9,SMAD2
HOXA9,MEIS1
HOXA9,MEIS2
HOXA9,ENSG00000206247
HOXA9,FOXG1
HOXA9,PBX3
UBE2I,SAE1
UBE2I,MAPK1IP1L
UBE2I,ZBTB44
UBE2I,EP300
UBE2I,UNC119
UBE2I,SUMO3
UBE2I,AR
UBE2I,TCF3
UBE2I,ENSG00000206088
UBE2I,SMAD4
UBE2I,DAXX
UBE2I,ENSG00000206279
UBE2I,SIAH1
UBE2I,SLC2A4
UBE2I,SOX10
UBE2I,PARK7
UBE2I,GMEB1
UBE2I,APEX1
UBE2I,TP53
UBE2I,PIAS2
UBE2I,PIAS4
UBE2I,WT1
UBE2I,SUMO1
UBE2I,FHIT
UBE2I,CHD3
UBE2I,ENSG00000206206
UBE2I,SREBF1
UBE2I,NDC80
UBE2I,PIAS1
UBE2I,CHMP4B
UBE2I,SATB1
UBE2I,BHLHE40
UBE2I,ELK1
UBE2I,CBX4
UBE2I,PHC1
UBE2I,DACH1
UBE2I,SNIP1
UBE2I,SUMO2
UBE2I,C18orf25
UBE2I,SLC2A1
UBE2I,DNMT3B
UBE2I,SUMO4
UBE2I,CPEB4
UBE2I,TDP2
UBE2I,SKIL
UBE2I,IKZF1
UBE2I,TFAP2C
UBE2I,TFAP2B
UBE2I,HIPK2
UBE2I,ENSG00000205369
UBE2I,KCNK1
UBE2I,KCTD1
UBE2I,SREBF2
UBE2I,MITF
UBE2I,HSF2
UBE2I,IKZF3
UBE2I,NUDCD3
UBE2I,PPM1J
UBE2I,SALL1
UBE2I,TAL2
UBE2I,TRIM63
GPRASP2,PTN
GPRASP2,HTT
GPRASP2,KIAA1377
GPRASP2,LRIF1
GPRASP2,BARD1
SAE1,SNX16
SAE1,CALU
SAE1,ATG13
SAE1,FSTL1
SAE1,LSM1
SAE1,KRT19
SAE1,CIAO1
SAE1,TGM2
SAE1,SUMO3
SAE1,ARID1A
SAE1,SIN3A
SAE1,ENSG00000206088
SAE1,FKBP4
SAE1,PARP12
SAE1,HDAC4
SAE1,CCND2
SAE1,SPTLC2
SAE1,RABGGTB
SAE1,MAPK8IP3
SAE1,TNFRSF8
SAE1,NCOR2
SAE1,ALS2
SAE1,ANXA5
SAE1,BLOC1S5
SAE1,CAMK1
SAE1,CRTAP
SAE1,FCER2
SAE1,GDAP1L1
SAE1,GP2
SAE1,MIOX
SAE1,PALM
SAE1,RAD51B
SAE1,SDC3
SAE1,SELPLG
SAE1,TNFRSF10B
SAE1,HDAC5
SAE1,TP53
SAE1,PIAS4
SAE1,ARHGAP35
SAE1,ARNT2
SAE1,BCL6
SAE1,DNAH9
SAE1,DROSHA
SAE1,EHMT1
SAE1,ELF1
SAE1,HNF1A
SAE1,SPEN
SAE1,WDR35
SAE1,YY1
SAE1,ZMYND8
SAE1,ATF7
SAE1,CSMD1
SAE1,EIF2AK3
SAE1,ERCC5
SAE1,HDAC9
SAE1,HELZ2
SAE1,HSF4
SAE1,IDI2
SAE1,KDM2A
SAE1,KIF13B
SAE1,LPAR4
SAE1,NKRF
SAE1,OSR1
