"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.00299685120749194,15,1,"ST6GALNAC6",1,0
