,V1,V2
1,BMPR1B,SMAD1
2,BMPR1B,NOTCH1
3,BMPR1B,SMAD4
4,BMPR1B,JUND
5,BMPR1B,SMAD7
6,BMPR1B,STUB1
7,BMPR1B,PMF1
8,BMPR1B,GDF9
9,BMPR1B,CDK4
10,BMPR1B,BMP2
11,BMPR1B,BMPR2
12,BMPR1B,RBL1
13,BMPR1B,SMAD9
14,BMPR1B,LZTR1
15,BMPR1B,SMAD5
16,BMPR1B,RAB25
17,BMPR1B,CCNE1
18,BMPR1B,BMP7
19,BMPR1B,NKIRAS1
20,BMPR1B,BMP4
21,BMPR1B,SNX6
22,BMPR1B,RASD2
23,BMPR1B,RAB38
24,BMPR1B,RHEBL1
25,BMPR1B,RHOJ
26,BMPR1B,SMAD6
27,BMPR1B,SASH3
28,BMPR1B,FBXO34
29,BMPR1B,PLEKHB1
30,BMPR1B,CDK14
31,BMPR1B,USP45
32,BMPR1B,STAMBP
33,BMPR1B,STK35
34,BMPR1B,ILKAP
35,BMPR1B,TTC17
36,BMPR1B,BMP6
37,BMPR1B,BMP15
38,BMPR1B,FBXO3
39,EP300,SMAD1
40,EP300,TP53
41,EP300,RELA
42,EP300,ING5
43,EP300,PELP1
44,EP300,NOTCH1
45,EP300,SREBF2
46,EP300,CCND1
47,EP300,ALX1
48,EP300,SMAD2
49,EP300,IRF1
50,EP300,IRF2
51,EP300,CREBBP
52,EP300,CITED1
53,EP300,STAT6
54,EP300,RAD51
55,EP300,ZBTB17
56,EP300,SMAD4
57,EP300,TSG101
58,EP300,STAT4
59,EP300,STAT2
60,EP300,GATA4
61,EP300,JMY
62,EP300,MDM2
63,EP300,SMAD3
64,EP300,AR
65,EP300,JUN
66,EP300,CREB1
67,EP300,ATF3
68,EP300,BRCA1
69,EP300,ETS1
70,EP300,TTLL9
71,EP300,NCOA1
72,EP300,CLOCK
73,EP300,HDAC7
74,EP300,TCF3
75,EP300,ZEB1
76,EP300,PAX6
77,EP300,UBE2I
78,EP300,ENSG00000206088
79,EP300,SMAD7
80,EP300,GLI2
81,EP300,ENSG00000215693
82,EP300,NCOA2
83,EP300,ARNT
84,EP300,SP1
85,EP300,KLF5
86,EP300,CEBPB
87,EP300,KLF2
88,EP300,CTBP2
89,EP300,NAGA
90,EP300,CTBP1
91,EP300,SENP3
92,EP300,GTF2B
93,EP300,PML
94,EP300,MDM4
95,EP300,SNIP1
96,EP300,BMP2
97,EP300,NFATC1
98,EP300,PROX1
99,EP300,TWIST1
100,EP300,RBL2
101,EP300,RUNX1
102,EP300,ZBTB16
103,EP300,TAL1
104,EP300,TCF4
105,EP300,LEF1
106,EP300,RUNX2
107,EP300,MITF
108,EP300,PPARA
109,EP300,RB1
110,EP300,RORA
111,EP300,COPS6
112,EP300,TCF7L2
113,EP300,MAF
114,EP300,TADA3
115,EP300,MAML1
116,EP300,ELK1
117,EP300,CDX2
118,EP300,PPARG
119,EP300,MEF2A
120,EP300,AKT1
121,EP300,NFATC2
122,EP300,PIAS3
123,EP300,SUV39H1
124,EP300,HAND2
125,EP300,HOXB2
126,EP300,NCOA6
127,EP300,ASCL1
128,EP300,MEF2C
129,EP300,MEF2D
130,EP300,HOXD4
131,EP300,N4BP2
132,EP300,MGMT
133,EP300,DLX2
134,EP300,HOXC6
135,EP300,EMX1
136,EP300,EMX2
137,EP300,TCF12
138,EP300,HIF1A
139,EP300,ENSG00000153807
140,EP300,GABPA
141,EP300,NFYB
142,EP300,PAX8
143,EP300,MYOD1
144,EP300,NR2F2
145,EP300,SUB1
146,EP300,AHR
147,EP300,NR4A1
148,EP300,NPAS2
149,EP300,TGS1
150,EP300,ENSG00000173959
151,EP300,ETS2
152,EP300,GPS2
153,EP300,PPARD
154,EP300,NEIL2
155,EP300,ESR1
156,EP300,NEUROD1
157,EP300,TRIP4
158,EP300,OLIG2
159,EP300,ARNTL
160,EP300,TDG
161,EP300,TRERF1
162,EP300,NTAN1
163,EP300,NUPR1
164,EP300,HOXB1
165,EP300,EPAS1
166,EP300,HOXB6
167,EP300,POU3F2
168,EP300,ETV1
169,EP300,ZNF148
170,EP300,PXMP2
171,EP300,ENSG00000180733
172,EP300,FBXO33
173,EP300,ST14
174,EP300,RUNX3
175,EP300,SP3
176,EP300,GATA2
177,EP300,SS18L1
178,EP300,HIPK2
179,EP300,TACC2
180,EP300,ZNF76
181,EP300,CITED2
182,EP300,CITED4
183,EP300,TP73
184,EP300,USF2
185,EP300,HIF1AN
186,EP300,WRB
187,EP300,ZFPM2
188,EP300,AGAP1
189,EP300,ABCC9
190,EP300,DBP
191,EP300,CRX
192,EP300,ENSG00000120087
193,EP300,HOXB3
194,EP300,ETV4
195,EP300,GPBP1
196,EP300,HOXB4
197,FAM60A,CDX2
198,FAM60A,PMS2CL
199,FAM60A,PMS2
200,SAP30,SAP130
201,SAP30,NCOR1
202,SAP30,BRMS1
203,SAP30,CDK4
204,SAP30,CDKN2A
205,SAP30,GTF2B
206,SAP30,IFIT1
207,SAP30,LPCAT1
208,SAP30,LRCH4
209,SAP30,PML
210,SAP30,SAP25
211,SAP30,TTLL12
212,SAP30,ZC3HAV1
213,SAP30,MXD1
214,SAP30,HDAC3
215,SAP30,CIR1
216,SAP30,HTT
217,SAP30,SIN3B
218,SAP30,IFIT3
219,RASSF2,PAX3
220,RASSF2,KPNA3
221,RASSF2,MIER1
222,RASSF2,TDG
223,RASSF2,hsa-miR-3183
224,RASSF2,DNAJA4
225,RPL39P5,SAPCD2
226,RPL39P5,PRSS12
227,SAP130,SMAD3
228,SAP130,BRMS1
229,SAP130,CDK4
230,SAP130,CDKN2A
231,SAP130,GTF2B
232,SAP130,IFIT1
233,SAP130,LPCAT1
234,SAP130,LRCH4
235,SAP130,PML
236,SAP130,SAP25
237,SAP130,TTLL12
238,SAP130,ZC3HAV1
239,SAP130,TADA3
240,SAP130,MCFD2
241,SAP130,SIN3B
242,SAP130,SUDS3
243,SAP130,IFIT3
244,GDPGP1,CCNG2
245,SMAD1,SMURF1
246,SMAD1,SMURF2
247,SMAD1,NEDD4
248,SMAD1,GSC
249,SMAD1,WWP1
250,SMAD1,IRF2BP1
251,SMAD1,CREBBP
252,SMAD1,PIAS4
253,SMAD1,MAD2L2
254,SMAD1,UBE2E2
255,SMAD1,NUMB
256,SMAD1,SMAD4
257,SMAD1,AR
258,SMAD1,TTLL9
259,SMAD1,ZEB1
260,SMAD1,SMAD7
261,SMAD1,STUB1
262,SMAD1,RNASEH2B
263,SMAD1,AP2A2
264,SMAD1,KMT2D
265,SMAD1,SMARCE1
266,SMAD1,SNIP1
267,SMAD1,BMP2
268,SMAD1,EYA1
269,SMAD1,ZNF512B
270,SMAD1,NEDD9
271,SMAD1,LEF1
272,SMAD1,LEMD3
273,SMAD1,SKIL
274,SMAD1,CCNG2
275,SMAD1,TCF7L2
276,SMAD1,OSR2
277,SMAD1,TOB1
278,SMAD1,CHMP3
279,SMAD1,ARL4D
280,SMAD1,MBD1
281,SMAD1,PIAS1
282,SMAD1,SMAD5
283,SMAD1,SKI
284,SMAD1,HOXA13
285,SMAD1,MKL2
286,SMAD1,ZBTB44
287,SMAD1,CCNE1
288,SMAD1,GMEB1
289,SMAD1,NEUROG1
290,SMAD1,BTG2
291,SMAD1,SOX5
292,SMAD1,RAB34
293,SMAD1,TTF2
294,SMAD1,SMG6
295,SMAD1,PARD3B
296,SMAD1,ZNF423
297,SMAD1,SNX6
298,SMAD1,RASD2
299,SMAD1,SEC24B
300,SMAD1,RAB2B
301,SMAD1,RAB38
302,SMAD1,RFX1
303,SMAD1,RHEBL1
304,SMAD1,SMAD6
305,SMAD1,CAMSAP1
306,SMAD1,FBXL12
307,SMAD1,HOXD13
308,SMAD1,HOXC8
309,SMAD1,PLEKHB1
310,SMAD1,PUM1
311,SMAD1,MGA
312,SMAD1,RAB30
313,SMAD1,ZNF8
314,SMAD1,FBXO30
315,SMAD1,SPATA2L
316,SMAD1,HIPK2
317,SMAD1,ZNF76
318,SMAD1,TCF20
319,SMAD1,BTBD2
320,SMAD1,ZEB2
321,SMAD1,ZSCAN4
322,SMAD1,APOOL
323,SMAD1,FOXG1
324,SMAD1,CHRD
325,SMAD1,ECSIT
326,SMAD1,FHL5
327,SMURF1,INPP5B
328,SMURF1,UBE2E3
329,SMURF1,SMAD2
330,SMURF1,UBE2D2
331,SMURF1,UBE2D3
332,SMURF1,UBE2E1
333,SMURF1,UBE2E2
334,SMURF1,LIMS1
335,SMURF1,SMAD4
336,SMURF1,SMAD3
337,SMURF1,TTLL9
338,SMURF1,CDKL1
339,SMURF1,SMAD7
340,SMURF1,STUB1
341,SMURF1,CXXC1
342,SMURF1,BMP2
343,SMURF1,RLIM
344,SMURF1,RUNX2
345,SMURF1,LONRF3
346,SMURF1,CUL5
347,SMURF1,ARL4D
348,SMURF1,SMAD5
349,SMURF1,RNF14
350,SMURF1,UBE2D1
351,SMURF1,PARP1
352,SMURF1,TGFBR2
353,SMURF1,RASD2
354,SMURF1,PPP2R2D
355,SMURF1,RNF11
356,SMURF1,RIT1
357,SMURF1,SMAD6
358,SMURF1,RUNX3
359,SMURF1,SASH3
360,SMURF1,TRIM35
361,SMURF1,APBB2
362,SMURF1,CDK14
363,SMURF1,FBXO30
364,SMURF1,ACVR1C
365,SMURF1,USP45
366,SMURF1,STK35
367,SMURF1,DNAJC7
368,SMURF1,TTC17
369,SMURF1,hsa-miR-429
370,SMURF1,CHRD
371,SMURF1,ECSIT
372,SMURF1,FBXO3
373,SMURF2,UBE2E3
374,SMURF2,SMAD2
375,SMURF2,IRF8
376,SMURF2,FKBP4
377,SMURF2,UBE2D2
378,SMURF2,UBE2D3
379,SMURF2,UBE2E1
380,SMURF2,UBE2E2
381,SMURF2,SMAD3
382,SMURF2,TTLL9
383,SMURF2,SMAD7
384,SMURF2,SKIL
385,SMURF2,SMAD5
386,SMURF2,RAB25
387,SMURF2,RNF14
388,SMURF2,UBE2D1
389,SMURF2,NKIRAS1
390,SMURF2,NRAS
391,SMURF2,RASD2
392,SMURF2,RNF11
393,SMURF2,RAB13
394,SMURF2,RAB17
395,SMURF2,RAB22A
396,SMURF2,RNF111
397,SMURF2,SMAD6
398,SMURF2,ACBD3
399,SMURF2,RUNX3
400,SMURF2,TXNIP
401,SMURF2,ACVR1C
402,SMURF2,STAMBP
403,SMURF2,TRAF4
404,SMURF2,hsa-miR-1290
405,SMURF2,FAM175B
406,EGLN1,OS9
407,EGLN1,HIF1A
408,EGLN1,UBE2C
409,EGLN1,DEAF1
410,EGLN1,hsa-miR-429
411,TP53,ING5
412,TP53,KAT8
413,TP53,HSP90AA1
414,TP53,SMAD2
415,TP53,CREBBP
416,TP53,CITED1
417,TP53,PIAS4
418,TP53,RAD51
419,TP53,LAMA4
420,TP53,SCAMP1
421,TP53,TSG101
422,TP53,JMY
423,TP53,MDM2
424,TP53,THRB
425,TP53,ATF3
426,TP53,BRCA1
427,TP53,TTLL9
428,TP53,BARD1
429,TP53,ARIH2
430,TP53,CCDC106
431,TP53,DLEU1
432,TP53,E2F1
433,TP53,MAD2L1BP
434,TP53,ZNF24
435,TP53,COX17
436,TP53,SAT1
437,TP53,UBE2I
438,TP53,ENSG00000206088
439,TP53,ENSG00000215693
440,TP53,SIAH1
441,TP53,STK11
442,TP53,S100A8
443,TP53,SP1
444,TP53,KLF4
445,TP53,CEBPB
446,TP53,KLF6
447,TP53,KMT2A
448,TP53,CDKN2A
449,TP53,CHD3
450,TP53,PML
451,TP53,MDM4
452,TP53,CHEK1
453,TP53,BLM
454,TP53,TMSB4X
455,TP53,RB1
456,TP53,COPS6
457,TP53,PAFAH1B3
458,TP53,PCDHA4
459,TP53,SERPINB9
460,TP53,SULT1E1
461,TP53,TK1
462,TP53,HTT
463,TP53,MAGEB18
464,TP53,TADA3
465,TP53,PLK3
466,TP53,NFKBIA
467,TP53,ENSG00000206279
468,TP53,DAXX
469,TP53,PIAS1
470,TP53,HNF4A
471,TP53,MNDA
472,TP53,MPHOSPH6
473,TP53,ZHX1
474,TP53,ERH
475,TP53,MSX1
476,TP53,HIF1A
477,TP53,ENSG00000206206
478,TP53,NFYB
479,TP53,NAE1
480,TP53,FBXO11
481,TP53,NR4A1
482,TP53,GPS2
483,TP53,NDN
484,TP53,WRN
485,TP53,NEDD8
486,TP53,PARP1
487,TP53,ESR1
488,TP53,NFYA
489,TP53,COPS8
490,TP53,NR3C1
491,TP53,HMGB2
492,TP53,UBE3A
493,TP53,WT1
494,TP53,PBK
495,TP53,TOPORS
496,TP53,PLAGL1
497,TP53,CUL9
498,TP53,ANKRD2
499,TP53,TEP1
500,TP53,ZNF148
501,TP53,PTTG1
502,TP53,GPS1
503,TP53,ANXA3
504,TP53,PPP1R13L
505,TP53,BRCA2
506,TP53,TP53TG1
507,TP53,SP3
508,TP53,HIPK2
509,TP53,ENSG00000205570
510,TP53,ENSG00000205575
511,TP53,TAF1C
512,TP53,TFAP2C
513,TP53,BTBD2
514,TP53,THAP8
515,TP53,CCL18
516,TP53,FXYD6
517,TP53,VRK1
518,TP53,TP63
519,TP53,TP73
520,TP53,CCNG1
521,TP53,BHLHE40
522,TP53,ARID3A
523,TP53,ARL3
524,TP53,CDKN2C
525,TP53,CHUK
526,TP53,COPS7A
527,TP53,IFI16
528,RELA,NOTCH1
529,RELA,IKBKG
530,RELA,BTRC
531,RELA,CD3EAP
532,RELA,FBXW11
533,RELA,IKBKB
534,RELA,NFKB1
535,RELA,NFKBIB
536,RELA,PDCD2
537,RELA,RASAL2
538,RELA,REL
539,RELA,TNIP2
540,RELA,HSP90AA1
541,RELA,IRF1
542,RELA,IRF2
543,RELA,DPF2
544,RELA,CREBBP
545,RELA,STAT6
546,RELA,SRF
547,RELA,ITGB3BP
548,RELA,RXRA
549,RELA,AR
550,RELA,JUN
551,RELA,ATF3
552,RELA,BRCA1
553,RELA,FOS
554,RELA,MEN1
555,RELA,NFKBIE
556,RELA,USP9X
557,RELA,BARD1
558,RELA,KPNA3
559,RELA,NFKB2
560,RELA,RELB
561,RELA,COMMD10
562,RELA,USP11
563,RELA,SP1
564,RELA,CEBPB
565,RELA,GTF2B
566,RELA,PML
567,RELA,SMARCE1
568,RELA,SNIP1
569,RELA,CHEK1
570,RELA,TWIST1
571,RELA,MAP3K8
572,RELA,EEF1A2
573,RELA,TLE1
574,RELA,PPARA
575,RELA,CUL1
576,RELA,HDAC3
577,RELA,POU2F1
578,RELA,TNIP1
579,RELA,AKT3
580,RELA,ERLIN1
581,RELA,TUBA3C
582,RELA,ENSG00000212981
583,RELA,NFKBIA
584,RELA,NKX2-1
585,RELA,SPAG9
586,RELA,AKT1
587,RELA,PIAS1
588,RELA,PIAS3
589,RELA,USP2
590,RELA,NCOA6
591,RELA,AES
592,RELA,TERT
593,RELA,AHR
594,RELA,PARP1
595,RELA,ESR1
596,RELA,COMMD2
