TRIB1 	hsa-miR-340-5p
SCML2 	hsa-miR-20a-5p
SCML2 	hsa-miR-15b-5p
LATS1 	hsa-miR-15b-5p
HNRNPUL1 	hsa-miR-340-5p
SGK3 	hsa-miR-96-5p
VEGFA 	hsa-miR-423-3p
EPHA4 	hsa-miR-20a-5p
B3GNT2 	hsa-miR-15b-5p
RND3 	hsa-miR-20a-5p
EXD3 	hsa-miR-15b-5p
PDZD8 	hsa-miR-96-5p
SPIN1 	hsa-miR-769-5p
SPIN1 	hsa-miR-20a-5p
SPIN1 	hsa-miR-340-5p
HSPA1B 	hsa-miR-20a-5p
HSPA1B 	hsa-miR-181c-5p
HSPA1B 	hsa-miR-15b-5p
HSPA1B 	hsa-miR-340-5p
UHRF1BP1 	hsa-miR-15b-5p
CTDSPL2 	hsa-miR-20a-5p
MOAP1 	hsa-miR-96-5p
DYRK1A 	hsa-miR-15b-5p
ANAPC13 	hsa-miR-15b-5p
AURKB 	hsa-miR-615-3p
ZNF367 	hsa-miR-15b-5p
MKNK2 	hsa-miR-20a-5p
RAN 	hsa-miR-20a-5p
RAB8B 	hsa-miR-340-5p
PAX3 	hsa-miR-27b-3p
CLOCK 	hsa-miR-141-3p
ARHGAP12 	hsa-miR-20a-5p
BMPR2 	hsa-miR-20a-5p
BNIP2 	hsa-miR-20a-5p
EIF4A1 	hsa-miR-15b-5p
MRM1 	hsa-miR-423-3p
PIGW 	hsa-miR-423-3p
HIST1H3A 	hsa-miR-615-3p
HIST1H3B 	hsa-miR-615-3p
TXNIP 	hsa-miR-769-5p
TXNIP 	hsa-miR-20a-5p
TXNIP 	hsa-miR-96-5p
ZCCHC3 	hsa-miR-15b-5p
NPFFR1 	hsa-miR-423-3p
GSPT1 	hsa-miR-20a-5p
BNIP2 	hsa-miR-20a-5p
CDC25A 	hsa-miR-615-3p
NFE2L2 	hsa-miR-20a-5p
NFE2L2 	hsa-miR-27b-3p
NFE2L2 	hsa-miR-340-5p
SLC30A1 	hsa-miR-20a-5p
MDH1 	hsa-miR-15b-5p
MAP1B 	hsa-miR-181c-5p
MAP1B 	hsa-miR-15b-5p
MAP1B 	hsa-miR-27b-3p
KCTD20 	hsa-miR-20a-5p
ABCF1 	hsa-miR-96-5p
ZFP91 	hsa-miR-20a-5p
ZFP91 	hsa-miR-27b-3p
ZFP91 	hsa-miR-615-3p
KIF5B 	hsa-miR-15b-5p
ZMYM3 	hsa-miR-15b-5p
KBTBD7 	hsa-miR-181c-5p
ZNF703 	hsa-miR-181c-5p
ZNF703 	hsa-miR-615-3p
SEPT5 	hsa-miR-15b-5p
BCL2L11 	hsa-miR-20a-5p
BCL2L11 	hsa-miR-96-5p
EIF4G2 	hsa-miR-340-5p
TMBIM6 	hsa-miR-96-5p
TMBIM6 	hsa-miR-27b-3p
VKORC1L1 	hsa-miR-181c-5p
SCML1 	hsa-miR-20a-5p
SCML1 	hsa-miR-15b-5p
N4BP1 	hsa-miR-15b-5p
TNRC6C 	hsa-miR-181c-5p
NIN 	hsa-miR-15b-5p
MTDH 	hsa-miR-20a-5p
SLC39A14 	hsa-miR-15b-5p
MDM2 	hsa-miR-340-5p
MDM2 	hsa-miR-423-3p
RAB5B 	hsa-miR-20a-5p
RPA2 	hsa-miR-20a-5p
RPA2 	hsa-miR-15b-5p
RBM15 	hsa-miR-181c-5p
RAPH1 	hsa-miR-96-5p
COPS6 	hsa-miR-615-3p
ZC3H10 	hsa-miR-20a-5p
EIF1 	hsa-miR-181c-5p
