Sample	hsa.let.7a.1	hsa.let.7a.2	hsa.let.7a.3	hsa.let.7b	hsa.let.7c	hsa.let.7d	hsa.let.7e	hsa.let.7f.1	hsa.let.7f.2	hsa.let.7g	hsa.let.7i	hsa.mir.1.1	hsa.mir.1.2	hsa.mir.100	hsa.mir.101.1	hsa.mir.101.2	hsa.mir.103.1	hsa.mir.103.2	hsa.mir.105.1	hsa.mir.105.2	hsa.mir.106a	hsa.mir.106b	hsa.mir.107	hsa.mir.10a	hsa.mir.10b	hsa.mir.1179	hsa.mir.1180	hsa.mir.1181	hsa.mir.1185.1	hsa.mir.1185.2	hsa.mir.1197	hsa.mir.122	hsa.mir.1224	hsa.mir.1225	hsa.mir.1226	hsa.mir.1227	hsa.mir.1228	hsa.mir.1229	hsa.mir.1234	hsa.mir.1237	hsa.mir.124.1	hsa.mir.124.3	hsa.mir.1243	hsa.mir.1245	hsa.mir.1246	hsa.mir.1247	hsa.mir.1248	hsa.mir.1249	hsa.mir.1250	hsa.mir.1251	hsa.mir.1254	hsa.mir.1255a	hsa.mir.1256	hsa.mir.1257	hsa.mir.1258	hsa.mir.125a	hsa.mir.125b.1	hsa.mir.125b.2	hsa.mir.126	hsa.mir.1260b	hsa.mir.1262	hsa.mir.1266	hsa.mir.1269	hsa.mir.127	hsa.mir.1270.1	hsa.mir.1270.2	hsa.mir.1271	hsa.mir.1274b	hsa.mir.1275	hsa.mir.1276	hsa.mir.1277	hsa.mir.1278	hsa.mir.128.1	hsa.mir.128.2	hsa.mir.1284	hsa.mir.1286	hsa.mir.1287	hsa.mir.1288	hsa.mir.1289.1	hsa.mir.129.1	hsa.mir.129.2	hsa.mir.1290	hsa.mir.1291	hsa.mir.1292	hsa.mir.1293	hsa.mir.1294	hsa.mir.1295	hsa.mir.1296	hsa.mir.1301	hsa.mir.1304	hsa.mir.1305	hsa.mir.1306	hsa.mir.1307	hsa.mir.130a	hsa.mir.130b	hsa.mir.132	hsa.mir.1323	hsa.mir.133a.1	hsa.mir.133a.2	hsa.mir.133b	hsa.mir.134	hsa.mir.135a.1	hsa.mir.135b	hsa.mir.136	hsa.mir.137	hsa.mir.138.1	hsa.mir.138.2	hsa.mir.139	hsa.mir.140	hsa.mir.141	hsa.mir.142	hsa.mir.143	hsa.mir.144	hsa.mir.145	hsa.mir.1468	hsa.mir.146a	hsa.mir.146b	hsa.mir.147b	hsa.mir.148a	hsa.mir.148b	hsa.mir.149	hsa.mir.150	hsa.mir.151	hsa.mir.152	hsa.mir.153.1	hsa.mir.153.2	hsa.mir.1537	hsa.mir.1538	hsa.mir.154	hsa.mir.155	hsa.mir.15a	hsa.mir.15b	hsa.mir.16.1	hsa.mir.16.2	hsa.mir.17	hsa.mir.181a.1	hsa.mir.181a.2	hsa.mir.181b.1	hsa.mir.181b.2	hsa.mir.181c	hsa.mir.181d	hsa.mir.182	hsa.mir.1825	hsa.mir.183	hsa.mir.184	hsa.mir.185	hsa.mir.186	hsa.mir.187	hsa.mir.188	hsa.mir.18a	hsa.mir.18b	hsa.mir.190	hsa.mir.1908	hsa.mir.1909	hsa.mir.190b	hsa.mir.191	hsa.mir.1910	hsa.mir.1911	hsa.mir.1914	hsa.mir.192	hsa.mir.193a	hsa.mir.193b	hsa.mir.194.1	hsa.mir.194.2	hsa.mir.195	hsa.mir.196a.1	hsa.mir.196a.2	hsa.mir.196b	hsa.mir.197	hsa.mir.1976	hsa.mir.199a.1	hsa.mir.199a.2	hsa.mir.199b	hsa.mir.19a	hsa.mir.19b.1	hsa.mir.19b.2	hsa.mir.200a	hsa.mir.200b	hsa.mir.200c	hsa.mir.202	hsa.mir.203	hsa.mir.204	hsa.mir.205	hsa.mir.206	hsa.mir.20a	hsa.mir.20b	hsa.mir.21	hsa.mir.210	hsa.mir.2110	hsa.mir.2114	hsa.mir.2115	hsa.mir.2116	hsa.mir.212	hsa.mir.214	hsa.mir.215	hsa.mir.216a	hsa.mir.216b	hsa.mir.217	hsa.mir.218.1	hsa.mir.218.2	hsa.mir.219.1	hsa.mir.219.2	hsa.mir.22	hsa.mir.221	hsa.mir.222	hsa.mir.223	hsa.mir.224	hsa.mir.2276	hsa.mir.2277	hsa.mir.2278	hsa.mir.2355	hsa.mir.23a	hsa.mir.23b	hsa.mir.23c	hsa.mir.24.1	hsa.mir.24.2	hsa.mir.25	hsa.mir.26a.1	hsa.mir.26a.2	hsa.mir.26b	hsa.mir.27a	hsa.mir.27b	hsa.mir.28	hsa.mir.296	hsa.mir.299	hsa.mir.29a	hsa.mir.29b.1	hsa.mir.29b.2	hsa.mir.29c	hsa.mir.301a	hsa.mir.301b	hsa.mir.3065	hsa.mir.3074	hsa.mir.30a	hsa.mir.30b	hsa.mir.30c.1	hsa.mir.30c.2	hsa.mir.30d	hsa.mir.30e	hsa.mir.31	hsa.mir.3115	hsa.mir.3116.2	hsa.mir.3117	hsa.mir.3124	hsa.mir.3125	hsa.mir.3126	hsa.mir.3127	hsa.mir.3128	hsa.mir.3129	hsa.mir.3130.1	hsa.mir.3130.2	hsa.mir.3131	hsa.mir.3136	hsa.mir.3137	hsa.mir.3138	hsa.mir.3140	hsa.mir.3143	hsa.mir.3144	hsa.mir.3145	hsa.mir.3146	hsa.mir.3149	hsa.mir.3150	hsa.mir.3150b	hsa.mir.3152	hsa.mir.3154	hsa.mir.3155	hsa.mir.3157	hsa.mir.3158.1	hsa.mir.3158.2	hsa.mir.3159	hsa.mir.3160.1	hsa.mir.3161	hsa.mir.3164	hsa.mir.3170	hsa.mir.3173	hsa.mir.3174	hsa.mir.3175	hsa.mir.3176	hsa.mir.3177	hsa.mir.3178	hsa.mir.3180.4	hsa.mir.3183	hsa.mir.3187	hsa.mir.3188	hsa.mir.3189	hsa.mir.3190	hsa.mir.3191	hsa.mir.3192	hsa.mir.3193	hsa.mir.3194	hsa.mir.3196	hsa.mir.3198	hsa.mir.3199.1	hsa.mir.3199.2	hsa.mir.32	hsa.mir.3200	hsa.mir.320a	hsa.mir.320b.2	hsa.mir.320c.1	hsa.mir.320c.2	hsa.mir.320d.1	hsa.mir.320d.2	hsa.mir.320e	hsa.mir.323	hsa.mir.323b	hsa.mir.324	hsa.mir.326	hsa.mir.328	hsa.mir.329.1	hsa.mir.329.2	hsa.mir.330	hsa.mir.331	hsa.mir.335	hsa.mir.337	hsa.mir.338	hsa.mir.339	hsa.mir.33a	hsa.mir.33b	hsa.mir.340	hsa.mir.342	hsa.mir.345	hsa.mir.346	hsa.mir.34a	hsa.mir.34b	hsa.mir.34c	hsa.mir.3605	hsa.mir.3607	hsa.mir.3609	hsa.mir.361	hsa.mir.3610	hsa.mir.3611	hsa.mir.3613	hsa.mir.3614	hsa.mir.3615	hsa.mir.3616	hsa.mir.3617	hsa.mir.3618	hsa.mir.3619	hsa.mir.362	hsa.mir.3620	hsa.mir.3622a	hsa.mir.363	hsa.mir.3646	hsa.mir.3647	hsa.mir.3648	hsa.mir.365.1	hsa.mir.365.2	hsa.mir.3651	hsa.mir.3652	hsa.mir.3653	hsa.mir.3654	hsa.mir.3655	hsa.mir.3658	hsa.mir.3660	hsa.mir.3662	hsa.mir.3664	hsa.mir.3667	hsa.mir.3676	hsa.mir.3677	hsa.mir.3678	hsa.mir.3679	hsa.mir.3680	hsa.mir.3682	hsa.mir.3684	hsa.mir.3687	hsa.mir.3688	hsa.mir.369	hsa.mir.3690	hsa.mir.3691	hsa.mir.370	hsa.mir.372	hsa.mir.374a	hsa.mir.374b	hsa.mir.374c	hsa.mir.375	hsa.mir.376a.1	hsa.mir.376a.2	hsa.mir.376b	hsa.mir.376c	hsa.mir.377	hsa.mir.378	hsa.mir.378b	hsa.mir.378c	hsa.mir.379	hsa.mir.380	hsa.mir.381	hsa.mir.382	hsa.mir.383	hsa.mir.3909	hsa.mir.3910.2	hsa.mir.3911	hsa.mir.3912	hsa.mir.3913.1	hsa.mir.3916	hsa.mir.3917	hsa.mir.3918	hsa.mir.3920	hsa.mir.3922	hsa.mir.3923	hsa.mir.3925	hsa.mir.3926.1	hsa.mir.3926.2	hsa.mir.3928	hsa.mir.3934	hsa.mir.3936	hsa.mir.3937	hsa.mir.3939	hsa.mir.3940	hsa.mir.3941	hsa.mir.3942	hsa.mir.3943	hsa.mir.3944	hsa.mir.409	hsa.mir.410	hsa.mir.411	hsa.mir.412	hsa.mir.421	hsa.mir.423	hsa.mir.424	hsa.mir.425	hsa.mir.4286	hsa.mir.429	hsa.mir.4306	hsa.mir.431	hsa.mir.432	hsa.mir.4326	hsa.mir.433	hsa.mir.449a	hsa.mir.449b	hsa.mir.450a.1	hsa.mir.450a.2	hsa.mir.450b	hsa.mir.451	hsa.mir.452	hsa.mir.454	hsa.mir.455	hsa.mir.466	hsa.mir.483	hsa.mir.484	hsa.mir.485	hsa.mir.486	hsa.mir.487a	hsa.mir.487b	hsa.mir.489	hsa.mir.490	hsa.mir.491	hsa.mir.492	hsa.mir.493	hsa.mir.494	hsa.mir.495	hsa.mir.496	hsa.mir.497	hsa.mir.499	hsa.mir.500a	hsa.mir.500b	hsa.mir.501	hsa.mir.502	hsa.mir.503	hsa.mir.504	hsa.mir.505	hsa.mir.506	hsa.mir.507	hsa.mir.508	hsa.mir.509.1	hsa.mir.509.2	hsa.mir.509.3	hsa.mir.511.1	hsa.mir.511.2	hsa.mir.512.1	hsa.mir.512.2	hsa.mir.513a.2	hsa.mir.513c	hsa.mir.514.1	hsa.mir.514.2	hsa.mir.514.3	hsa.mir.514b	hsa.mir.515.1	hsa.mir.516a.1	hsa.mir.516a.2	hsa.mir.516b.1	hsa.mir.516b.2	hsa.mir.517a	hsa.mir.517b	hsa.mir.517c	hsa.mir.518a.1	hsa.mir.518a.2	hsa.mir.518b	hsa.mir.518c	hsa.mir.518e	hsa.mir.518f	hsa.mir.519a.1	hsa.mir.519a.2	hsa.mir.519c	hsa.mir.519d	hsa.mir.520a	hsa.mir.520b	hsa.mir.520c	hsa.mir.520d	hsa.mir.520f	hsa.mir.520g	hsa.mir.522	hsa.mir.523	hsa.mir.525	hsa.mir.526b	hsa.mir.527	hsa.mir.532	hsa.mir.539	hsa.mir.541	hsa.mir.542	hsa.mir.543	hsa.mir.544b	hsa.mir.545	hsa.mir.548a.3	hsa.mir.548b	hsa.mir.548d.1	hsa.mir.548d.2	hsa.mir.548e	hsa.mir.548f.1	hsa.mir.548j	hsa.mir.548k	hsa.mir.548l	hsa.mir.548n	hsa.mir.548o	hsa.mir.548q	hsa.mir.548s	hsa.mir.548t	hsa.mir.548v	hsa.mir.549	hsa.mir.550a.1	hsa.mir.550a.2	hsa.mir.550b.1	hsa.mir.551a	hsa.mir.551b	hsa.mir.552	hsa.mir.555	hsa.mir.556	hsa.mir.559	hsa.mir.561	hsa.mir.564	hsa.mir.570	hsa.mir.572	hsa.mir.573	hsa.mir.574	hsa.mir.576	hsa.mir.577	hsa.mir.578	hsa.mir.579	hsa.mir.580	hsa.mir.581	hsa.mir.582	hsa.mir.584	hsa.mir.585	hsa.mir.588	hsa.mir.589	hsa.mir.590	hsa.mir.592	hsa.mir.597	hsa.mir.598	hsa.mir.599	hsa.mir.600	hsa.mir.605	hsa.mir.607	hsa.mir.611	hsa.mir.612	hsa.mir.614	hsa.mir.615	hsa.mir.616	hsa.mir.618	hsa.mir.622	hsa.mir.624	hsa.mir.625	hsa.mir.627	hsa.mir.628	hsa.mir.629	hsa.mir.632	hsa.mir.636	hsa.mir.639	hsa.mir.641	hsa.mir.642a	hsa.mir.643	hsa.mir.651	hsa.mir.652	hsa.mir.653	hsa.mir.654	hsa.mir.655	hsa.mir.656	hsa.mir.658	hsa.mir.659	hsa.mir.660	hsa.mir.663	hsa.mir.664	hsa.mir.665	hsa.mir.668	hsa.mir.671	hsa.mir.675	hsa.mir.676	hsa.mir.7.1	hsa.mir.7.2	hsa.mir.7.3	hsa.mir.708	hsa.mir.720	hsa.mir.744	hsa.mir.758	hsa.mir.760	hsa.mir.765	hsa.mir.766	hsa.mir.767	hsa.mir.769	hsa.mir.770	hsa.mir.873	hsa.mir.874	hsa.mir.876	hsa.mir.877	hsa.mir.885	hsa.mir.887	hsa.mir.889	hsa.mir.891a	hsa.mir.9.1	hsa.mir.9.2	hsa.mir.9.3	hsa.mir.92a.1	hsa.mir.92a.2	hsa.mir.92b	hsa.mir.93	hsa.mir.934	hsa.mir.935	hsa.mir.937	hsa.mir.938	hsa.mir.939	hsa.mir.940	hsa.mir.942	hsa.mir.943	hsa.mir.944	hsa.mir.95	hsa.mir.96	hsa.mir.98	hsa.mir.99a	hsa.mir.99b	stage
5664.01A	1478.652364	1509.514097	1525.822275	4413.411419	5748.780012	5748.780012	3679.136648	409.0376206	361.9826821	513.6195531	3763.081461	1191.675775	1258.369096	5748.780012	432.6950637	337.6750368	1243.426072	845.3189805	2766.60172	2766.60172	1321.266192	2167.280472	872.5381192	1116.148143	3763.081461	1113.324017	5748.780012	4796.419672	3679.136648	1012.633085	5748.780012	1215.173059	4105.893018	1258.369096	4796.419672	1074.666479	5748.780012	3581.63186	1191.675775	5748.780012	1261.231399	1296.344629	1274.631794	1926.080322	1012.633085	2885.670896	2737.719967	4796.419672	1215.173059	1302.028521	5748.780012	762.8616926	1160.169134	1250.897584	4796.419672	5748.780012	5748.780012	5748.780012	1368.841224	1270.77924	3201.14193	3581.63186	513.6195531	5748.780012	910.7156517	877.7851546	3161.302986	4796.419672	766.8186605	920.5250146	556.538639	1230.139081	1926.080322	1211.329079	3443.435157	1278.484349	2549.824908	598.4398924	1307.712414	4796.419672	4796.419672	1296.344629	611.2409985	4413.411419	877.7851546	4796.419672	3581.63186	5748.780012	4413.411419	2052.009852	1187.781433	5748.780012	3950.587366	1815.545222	2250.266064	3443.435157	1264.093701	3581.63186	3098.816216	3296.517977	5748.780012	864.0565404	786.8360347	1085.500118	936.2321432	2567.25685	833.9468526	5748.780012	5748.780012	409.0376206	432.6950637	1581.334376	1660.052204	3950.587366	1421.856772	1314.987313	1359.367403	420.8663421	481.5832298	664.0638199	5748.780012	5748.780012	2293.176732	1964.06231	476.4188796	361.9826821	962.0854757	988.7104646	4796.419672	1964.06231	543.346472	1692.665161	615.4774548	299.1882398	543.346472	3581.63186	4413.411419	2614.405711	3581.63186	2134.001744	1614.237093	914.391805	1296.344629	1341.057452	2549.824908	813.9881649	883.0321899	2837.861061	822.1258366	743.5730478	2052.009852	914.391805	1226.298723	1160.169134	1053.468845	1710.531755	1187.781433	1270.77924	1166.455183	446.0825324	5748.780012	4413.411419	495.0436335	556.538639	1766.800008	647.8175516	573.0351563	743.5730478	5748.780012	4796.419672	1786.491208	1601.692228	1116.148143	299.1882398	446.0825324	361.9826821	607.0045422	543.346472	3950.587366	4105.893018	543.346472	3201.14193	3950.587366	2349.901898	299.1882398	1795.357899	256.8815205	793.5071043	4796.419672	1025.628165	830.4676754	2120.007604	3201.14193	4796.419672	607.0045422	598.4398924	1148.469164	1558.509194	5748.780012	1980.224036	3679.136648	1060.510883	1258.369096	1650.371382	1333.380772	1572.336151	766.8186605	979.1549063	2024.953406	1187.781433	1069.588627	3763.081461	4413.411419	1650.371382	4796.419672	2461.663961	2024.953406	2521.718844	1002.171307	361.9826821	1135.167329	1830.46893	4105.893018	3443.435157	5748.780012	1341.057452	256.8815205	432.6950637	1421.856772	256.8815205	1278.484349	1452.727148	1926.080322	3048.053468	1400.021817	299.1882398	3581.63186	2766.60172	598.4398924	1368.841224	1119.955002	1211.329079	655.9406858	1166.455183	1281.655052	5748.780012	2293.176732	1274.631794	5748.780012	4413.411419	1258.369096	3763.081461	724.0536454	1281.655052	4413.411419	4413.411419	1069.588627	2960.840161	1106.292355	1281.655052	1258.369096	1090.904755	1525.822275	1166.455183	1060.510883	920.5250146	752.5583646	1160.169134	713.0541672	1307.712414	1267.436471	1127.561166	1284.825754	349.8288595	2205.713212	898.8028154	5748.780012	841.3725051	1099.197105	938.8515112	1284.825754	1118.051573	3048.053468	955.0610368	2134.001744	1140.515353	3763.081461	1222.657881	720.9770796	854.3809956	1243.426072	4413.411419	914.391805	713.0541672	964.6692278	2737.719967	5748.780012	3296.517977	628.0703067	3048.053468	2885.670896	2766.60172	5748.780012	4796.419672	5748.780012	5748.780012	5748.780012	5748.780012	5748.780012	5748.780012	5748.780012	4105.893018	361.9826821	5748.780012	1393.132716	3763.081461	933.6127751	859.1308072	299.1882398	4796.419672	2567.25685	4796.419672	2373.543093	640.2617876	3246.009936	4796.419672	2614.405711	3246.009936	4105.893018	1393.132716	1219.017039	1806.583322	677.8502877	4796.419672	1250.897584	1066.655974	988.7104646	1005.672632	727.1302111	1099.197105	4796.419672	2052.009852	1166.455183	2885.670896	2666.908594	4796.419672	5748.780012	1775.791378	2401.64362	4105.893018	936.2321432	898.8028154	1302.028521	1302.028521	611.2409985	802.5130199	1160.169134	3581.63186	1766.800008	3581.63186	833.9468526	2250.266064	1614.237093	830.4676754	471.2545293	1166.455183	3443.435157	703.4609491	3006.716259	4796.419672	3763.081461	409.0376206	1002.171307	1096.309392	2070.945357	1452.727148	2070.945357	446.0825324	1940.456124	5748.780012	3006.716259	1174.424886	556.538639	3443.435157	3048.053468	3581.63186	5748.780012	1890.359316	647.8175516	1187.781433	5748.780012	655.9406858	337.6750368	1278.484349	5748.780012	5748.780012	1198.340151	2805.924315	1258.369096	1258.369096	959.5017237	1219.017039	1692.665161	1815.545222	1174.424886	2614.405711	1208.704296	3679.136648	673.8484808	664.0638199	1066.655974	830.4676754	5748.780012	5748.780012	2373.543093	5748.780012	1296.344629	3950.587366	361.9826821	2167.280472	1145.863376	471.2545293	1284.825754	5748.780012	5748.780012	2837.861061	5748.780012	1166.455183	1290.585192	318.4316383	299.1882398	278.0348801	3443.435157	513.6195531	256.8815205	1135.167329	979.1549063	4796.419672	4413.411419	5748.780012	5748.780012	5748.780012	5748.780012	1074.666479	3201.14193	3296.517977	1215.173059	1660.052204	2549.824908	3296.517977	3246.009936	4796.419672	2148.036216	2167.280472	1940.456124	3679.136648	3246.009936	1243.426072	4796.419672	3581.63186	1096.309392	1307.712414	337.6750368	647.8175516	2521.718844	647.8175516	2052.009852	735.9345108	1166.455183	1110.499892	1307.712414	1198.340151	735.9345108	727.1302111	717.0156234	3763.081461	1284.825754	1118.051573	1169.755762	1270.77924	1284.825754	1151.074953	1151.074953	1270.77924	1267.436471	1290.585192	3246.009936	1145.863376	4413.411419	1233.979439	1140.515353	3679.136648	1258.369096	5748.780012	3201.14193	4413.411419	1302.028521	1250.897584	1198.340151	1236.425527	1215.173059	1278.484349	4796.419672	1027.944245	1281.655052	1057.298446	1219.017039	4413.411419	337.6750368	2324.629032	1284.825754	2373.543093	1230.139081	5748.780012	1034.000328	1005.672632	664.0638199	766.8186605	755.7315446	962.0854757	1106.292355	1169.755762	5748.780012	910.7156517	777.2266846	3048.053468	669.8466738	528.4830126	3246.009936	2666.908594	1307.712414	885.6768618	837.4260298	933.6127751	4413.411419	556.538639	647.8175516	818.0570008	1198.340151	556.538639	1236.425527	933.6127751	5748.780012	1085.500118	361.9826821	1281.655052	708.2575581	611.2409985	762.8616926	299.1882398	1601.692228	914.391805	1222.657881	3581.63186	278.0348801	988.7104646	1166.455183	664.0638199	1163.154603	1184.22695	3296.517977	888.3215336	1250.897584	1066.655974	1049.639245	4105.893018	1535.260791	786.8360347	1172.090324	4413.411419	4413.411419	278.0348801	683.9363034	1049.639245	735.9345108	3679.136648	607.0045422	895.9556552	2084.792939	543.346472	1381.611666	3443.435157	893.108495	5748.780012	1719.793685	4796.419672	5748.780012	3581.63186	647.8175516	2837.861061	5748.780012	3763.081461	1201.110184	4105.893018	2549.824908	2228.24675	615.4774548	1206.079514	859.1308072	907.0394984	1085.500118	5748.780012	5748.780012	2614.405711	914.391805	4796.419672	2373.543093	3246.009936	5748.780012	1203.594849	3296.517977	1307.712414	5748.780012	1169.755762	1634.460469	1806.583322	3296.517977	898.8028154	1151.074953	914.391805	2521.718844	3296.517977	5748.780012	1002.171307	1180.672467	2766.60172	3098.816216	1281.655052	2070.945357	3950.587366	337.6750368	1215.173059	849.849988	720.9770796	446.0825324	299.1882398	5748.780012	5748.780012	3
6165.01A	1644.136563	1601.692228	1591.589169	979.1549063	2666.908594	1725.224472	2837.861061	893.108495	1775.791378	1169.755762	997.2085482	1191.675775	2070.945357	2589.980249	959.5017237	2373.543093	3201.14193	1459.222104	2084.792939	938.8515112	669.8466738	743.5730478	3763.081461	1333.380772	868.9822736	1113.324017	1565.659848	1980.224036	813.9881649	1012.633085	2837.861061	1215.173059	845.3189805	1258.369096	1993.503441	1074.666479	1180.672467	2024.953406	1191.675775	1116.148143	1261.231399	1296.344629	1274.631794	2461.663961	1012.633085	1980.224036	1806.583322	1634.460469	1215.173059	1302.028521	1219.017039	762.8616926	2373.543093	1250.897584	893.108495	1940.456124	2589.980249	2837.861061	1096.309392	1270.77924	1206.079514	845.3189805	766.8186605	1581.334376	2693.16105	2373.543093	1890.359316	1544.691672	1795.357899	920.5250146	556.538639	1230.139081	1278.484349	1219.017039	1614.237093	1278.484349	988.7104646	2267.09173	3581.63186	1119.955002	1233.979439	1296.344629	1558.509194	988.7104646	877.7851546	2461.663961	2084.792939	1471.974632	1258.369096	1169.755762	1187.781433	1486.273763	1452.727148	1069.588627	1622.737035	1558.509194	1264.093701	1964.06231	1374.021735	1544.691672	1264.093701	864.0565404	677.8502877	598.4398924	1993.503441	1387.510414	1478.652364	1719.793685	2521.718844	938.8515112	683.9363034	1866.107227	1157.183664	1452.727148	1517.508694	758.9047246	1495.610146	898.8028154	1102.084819	802.5130199	1535.260791	1414.249517	1644.136563	2349.901898	1079.744331	1119.955002	962.0854757	1993.503441	964.6692278	1157.183664	1284.825754	1381.611666	1157.183664	1049.639245	1057.298446	1157.183664	1503.819589	1049.639245	950.6203498	1407.63477	1452.727148	1830.46893	1296.344629	1786.491208	2228.24675	1393.132716	1314.987313	1671.74735	933.6127751	727.1302111	647.8175516	669.8466738	1226.298723	2401.64362	1053.468845	1307.712414	1187.781433	1270.77924	1166.455183	1486.273763	1421.856772	615.4774548	2549.824908	2549.824908	2401.64362	1206.079514	1759.462143	713.0541672	1459.222104	2373.543093	1102.084819	1025.628165	893.108495	703.4609491	979.1549063	1069.588627	1352.066942	1614.237093	1795.357899	983.9326854	1725.224472	1459.222104	988.7104646	907.0394984	1174.424886	1096.309392	1119.955002	1407.63477	2038.979137	2401.64362	830.4676754	1614.237093	883.0321899	1169.755762	1352.066942	4105.893018	2549.824908	4413.411419	1766.800008	1890.359316	1174.424886	1060.510883	2052.009852	938.8515112	720.9770796	868.9822736	1151.074953	979.1549063	556.538639	1187.781433	813.9881649	1634.460469	1725.224472	2093.815643	1044.741228	1710.531755	1180.672467	914.391805	1692.665161	1096.309392	1195.570118	1296.344629	2349.901898	1368.841224	1926.080322	1174.424886	859.1308072	926.6582242	1110.499892	1174.424886	683.9363034	1135.167329	898.8028154	2070.945357	1211.329079	1452.727148	1759.462143	2349.901898	2461.663961	752.5583646	1119.955002	2614.405711	1414.249517	1166.455183	1281.655052	1118.051573	2373.543093	1274.631794	2567.25685	907.0394984	1258.369096	1766.800008	1238.871615	1281.655052	1993.503441	968.2723287	1069.588627	1119.955002	1106.292355	1281.655052	1258.369096	1090.904755	997.2085482	1166.455183	1060.510883	2766.60172	1830.46893	1160.169134	2614.405711	3443.435157	1267.436471	1127.561166	1284.825754	1650.371382	677.8502877	1725.224472	1290.585192	1452.727148	1099.197105	938.8515112	1284.825754	1118.051573	1478.652364	955.0610368	673.8484808	1140.515353	1759.462143	1222.657881	2024.953406	854.3809956	1243.426072	1195.570118	914.391805	713.0541672	664.0638199	2228.24675	3048.053468	1660.052204	2567.25685	1278.484349	1702.31356	4413.411419	2416.706883	914.391805	802.5130199	1381.611666	2205.713212	1459.222104	1264.093701	1314.987313	1219.017039	727.1302111	1116.148143	1393.132716	1692.665161	735.9345108	752.5583646	1211.329079	1535.260791	1163.154603	893.108495	1169.755762	2766.60172	1466.544692	2461.663961	2134.001744	1174.424886	1815.545222	1740.140198	1890.359316	1219.017039	623.4345897	743.5730478	713.0541672	1250.897584	1066.655974	988.7104646	1005.672632	2024.953406	1099.197105	2923.056043	703.4609491	3581.63186	802.5130199	793.5071043	1459.222104	1535.260791	528.4830126	318.4316383	1258.369096	1601.692228	898.8028154	1302.028521	1302.028521	1009.173957	802.5130199	1160.169134	1352.066942	1238.871615	1486.273763	2093.815643	1436.098899	1329.246966	1471.974632	471.2545293	1166.455183	766.8186605	2461.663961	720.9770796	1634.460469	1030.260325	859.1308072	971.8754296	3296.517977	2093.815643	938.8515112	1901.639806	1187.781433	1030.260325	1110.499892	1890.359316	1174.424886	1565.659848	1400.021817	1551.009376	1478.652364	1211.329079	1806.583322	2589.980249	1187.781433	1166.455183	1815.545222	495.0436335	1278.484349	2205.713212	1219.017039	1198.340151	1732.078318	1258.369096	1258.369096	1650.371382	1219.017039	1993.503441	1201.110184	1174.424886	902.9211569	1208.704296	893.108495	1206.079514	1145.863376	2837.861061	1495.610146	1119.955002	2401.64362	1400.021817	2349.901898	1517.508694	1551.009376	802.5130199	1471.974632	1145.863376	1341.057452	1284.825754	1775.791378	1503.819589	1393.132716	3296.517977	2416.706883	1290.585192	432.6950637	361.9826821	598.4398924	997.2085482	1258.369096	1678.336934	727.1302111	1650.371382	1174.424886	950.6203498	1436.098899	1085.500118	1307.712414	1135.167329	1074.666479	1913.401791	2267.09173	1215.173059	1201.110184	735.9345108	1307.712414	837.4260298	1830.46893	1102.084819	1786.491208	1452.727148	1558.509194	1678.336934	988.7104646	1321.266192	979.1549063	1096.309392	1307.712414	1096.309392	1678.336934	1270.77924	1187.781433	1806.583322	1495.610146	1166.455183	1110.499892	1307.712414	1198.340151	1517.508694	727.1302111	1702.31356	1236.425527	1284.825754	2084.792939	1169.755762	1270.77924	1284.825754	1151.074953	1151.074953	1270.77924	1267.436471	1290.585192	1102.084819	1145.863376	1174.424886	1233.979439	1140.515353	1090.904755	1258.369096	1250.897584	1063.72332	1160.169134	1302.028521	1250.897584	1198.340151	1236.425527	1215.173059	1278.484349	1166.455183	1027.944245	1281.655052	1622.737035	1815.545222	2120.007604	786.8360347	1806.583322	1284.825754	655.9406858	1230.139081	2267.09173	1034.000328	1901.639806	1063.72332	1195.570118	755.7315446	962.0854757	1106.292355	1169.755762	1660.052204	910.7156517	777.2266846	1795.357899	669.8466738	1037.74033	868.9822736	664.0638199	1307.712414	885.6768618	837.4260298	1400.021817	3201.14193	556.538639	1049.639245	818.0570008	1198.340151	1748.481719	1236.425527	2120.007604	1901.639806	1238.871615	802.5130199	1281.655052	708.2575581	1025.628165	1307.712414	647.8175516	743.5730478	914.391805	1222.657881	1806.583322	495.0436335	1830.46893	2693.16105	1069.588627	1163.154603	1184.22695	1503.819589	888.3215336	1250.897584	1993.503441	1049.639245	1211.329079	349.8288595	786.8360347	1172.090324	349.8288595	854.3809956	1069.588627	1110.499892	1030.260325	1644.136563	959.5017237	1786.491208	895.9556552	1414.249517	1565.659848	1393.132716	888.3215336	1581.334376	1913.401791	1258.369096	1030.260325	1414.249517	409.0376206	1359.367403	703.4609491	2416.706883	868.9822736	1201.110184	1016.092213	813.9881649	808.2505924	1002.171307	1157.183664	1321.266192	1211.329079	1085.500118	1806.583322	1883.525181	868.9822736	3098.816216	1759.462143	1740.140198	830.4676754	1208.704296	1203.594849	2084.792939	1307.712414	1174.424886	2416.706883	623.4345897	1174.424886	1009.173957	1174.424886	1157.183664	1951.504922	1321.266192	1211.329079	1110.499892	1135.167329	2373.543093	1110.499892	1702.31356	1281.655052	683.9363034	793.5071043	1116.148143	1215.173059	2416.706883	1211.329079	743.5730478	830.4676754	2693.16105	2416.706883	2
