"","V1","V2"
"1","SLIT2","RAF1"
"2","SLIT2","GTF3C4"
"3","SLIT2","FBXW7"
"4","SLIT2","PTPN14"
"5","SLIT2","XRN1"
"6","SLIT2","IPO7"
"7","SLIT2","YWHAB"
"8","SLIT2","NUP153"
"9","SLIT2","RNGTT"
"10","SLIT2","RANBP2"
"11","SLIT2","BCR"
"12","SLIT2","PLK1"
"13","SLIT2","CSE1L"
"14","SLIT2","DHX15"
"15","SLIT2","KPNB1"
"16","SLIT2","POLE"
"17","SLIT2","SNRNP200"
"18","SLIT2","EIF3I"
"19","SLIT2","IDH3A"
"20","SLIT2","IPO4"
"21","SLIT2","OAT"
"22","SLIT2","PSMB5"
"23","SLIT2","TCP1"
"24","SLIT2","XPO1"
"25","SLIT2","AASS"
"26","SLIT2","ACOT8"
"27","SLIT2","ARHGEF2"
"28","SLIT2","CCT3"
"29","SLIT2","COPG2"
"30","SLIT2","DDX52"
"31","SLIT2","DYNC1H1"
"32","SLIT2","EFTUD2"
"33","SLIT2","ERCC3"
"34","SLIT2","GANAB"
"35","SLIT2","GTF3C1"
"36","SLIT2","HIST1H2BL"
"37","SLIT2","HNRNPF"
"38","SLIT2","HUWE1"
"39","SLIT2","IDH3G"
"40","SLIT2","LONP1"
"41","SLIT2","MAPKAP1"
"42","SLIT2","MARS"
"43","SLIT2","MAX"
"44","SLIT2","MRPS34"
"45","SLIT2","NDUFA8"
"46","SLIT2","NUP133"
"47","SLIT2","PELO"
"48","SLIT2","PSMA3"
"49","SLIT2","PSMB1"
"50","SLIT2","PSMB4"
"51","SLIT2","PSMD4"
"52","SLIT2","RNH1"
"53","SLIT2","SARS"
"54","SLIT2","SMC4"
"55","SLIT2","SQRDL"
"56","SLIT2","SSR4"
"57","SLIT2","TOP2A"
"58","SLIT2","TRIM28"
"59","SLIT2","U2SURP"
"60","SLIT2","XPO5"
"61","SLIT2","ZNF121"
"62","SLIT2","ZNF281"
"63","SLIT2","DIMT1"
"64","SLIT2","NOP56"
"65","SLIT2","PSMA4"
"66","SLIT2","PSMA7"
"67","SLIT2","ABCB7"
"68","SLIT2","ETFA"
"69","SLIT2","EEF1GP1"
"70","SLIT2","XRCC6"
"71","SLIT2","TRRAP"
"72","SLIT2","COPG1"
"73","SLIT2","MSH3"
"74","SLIT2","PSMC3"
"75","SLIT2","PSMC6"
"76","SLIT2","PSMC1"
"77","SLIT2","RPN1"
"78","SLIT2","TTC27"
"79","SLIT2","HSPH1"
"80","SLIT2","MYC"
"81","SLIT2","ATP1A1"
"82","SLIT2","DNAJA2"
"83","SLIT2","HADHB"
"84","SLIT2","HNRNPK"
"85","SLIT2","HSPB1"
"86","SLIT2","LMNA"
"87","SLIT2","NCL"
"88","SLIT2","YWHAE"
"89","SLIT2","CCT2"
"90","SLIT2","CCT6A"
"91","SLIT2","CCT8"
"92","SLIT2","DNAJA3"
"93","SLIT2","DPM1"
"94","SLIT2","GCN1L1"
"95","SLIT2","MMS19"
"96","SLIT2","PPP6C"
"97","SLIT2","PSMB3"
"98","SLIT2","PSMC4"
"99","SLIT2","PSMD3"
"100","SLIT2","SUCLG1"
"101","SLIT2","XRCC5"
"102","SLIT2","EIF3E"
"103","SLIT2","TMPO"
"104","SLIT2","ENSG00000215769"
"105","SLIT2","IDH3B"
"106","SLIT2","ALDH1B1"
"107","SLIT2","TOP1"
"108","SLIT2","ACTL6A"
"109","SLIT2","C1QBP"
"110","SLIT2","DDX1"
"111","SLIT2","DDX3X"
"112","SLIT2","GTF3C3"
"113","SLIT2","HDAC2"
"114","SLIT2","IPO9"
"115","SLIT2","IQGAP3"
"116","SLIT2","LRPPRC"
"117","SLIT2","MCM7"
"118","SLIT2","PSMA1"
"119","SLIT2","PSMA2"
"120","SLIT2","PSMA5"
"121","SLIT2","SKP1"
"122","SLIT2","SMARCA5"
"123","SLIT2","SMARCC1"
"124","SLIT2","AKAP8"
"125","SLIT2","AKAP8L"
"126","SLIT2","ALDH18A1"
"127","SLIT2","ARF4"
"128","SLIT2","ARL1"
"129","SLIT2","ASS1"
"130","SLIT2","ATP2A2"
"131","SLIT2","CEPT1"
"132","SLIT2","CHD4"
"133","SLIT2","CHTF18"
"134","SLIT2","CYR61"
"135","SLIT2","DDX20"
"136","SLIT2","DNAJB6"
"137","SLIT2","EIF4ENIF1"
"138","SLIT2","EP400"
"139","SLIT2","FANCD2"
"140","SLIT2","FBXW8"
"141","SLIT2","GCDH"
"142","SLIT2","GSG2"
"143","SLIT2","GTF2I"
"144","SLIT2","GTF3C2"
"145","SLIT2","HDAC1"
"146","SLIT2","HELLS"
"147","SLIT2","HIGD1A"
"148","SLIT2","HNRNPA0"
"149","SLIT2","IGF2BP1"
"150","SLIT2","IGF2BP2"
"151","SLIT2","IKBKAP"
"152","SLIT2","ILVBL"
"153","SLIT2","IPO13"
"154","SLIT2","IQGAP2"
"155","SLIT2","IRAK1"
"156","SLIT2","IRS4"
"157","SLIT2","KIAA1967"
"158","SLIT2","KPNA2"
"159","SLIT2","KPNA4"
"160","SLIT2","MOGS"
"161","SLIT2","MRPS22"
"162","SLIT2","MSH2"
"163","SLIT2","MYBBP1A"
"164","SLIT2","MYO5C"
"165","SLIT2","MYO9A"
"166","SLIT2","MYO9B"
"167","SLIT2","NDUFA5"
"168","SLIT2","NDUFS1"
"169","SLIT2","P4HA1"
"170","SLIT2","PCBP1"
"171","SLIT2","PLOD3"
"172","SLIT2","POLD1"
"173","SLIT2","PRPF6"
"174","SLIT2","PSME4"
"175","SLIT2","PTGES2"
"176","SLIT2","RFC2"
"177","SLIT2","RFC3"
"178","SLIT2","RFC5"
"179","SLIT2","RPN2"
"180","SLIT2","RPP30"
"181","SLIT2","SEC61A1"
"182","SLIT2","SHOC2"
"183","SLIT2","SLC25A1"
"184","SLIT2","SLC25A11"
"185","SLIT2","SLC25A12"
"186","SLIT2","SPTLC1"
"187","SLIT2","SQSTM1"
"188","SLIT2","TRMT1L"
"189","SLIT2","TUBG1"
"190","SLIT2","TUBGCP2"
"191","SLIT2","UBE3C"
"192","SLIT2","UBR2"
"193","SLIT2","WDR77"
"194","SLIT2","XPOT"
"195","SLIT2","YWHAQ"
"196","SLIT2","ENSG00000214133"
"197","SLIT2","ENSG00000160916"
"198","SLIT2","PPP1CA"
"199","SLIT2","NDUFS3"
"200","SLIT2","NONO"
"201","SLIT2","SMC2"
"202","SLIT2","CCT4"
"203","SLIT2","CCT5"
"204","SLIT2","NDUFS2"
"205","SLIT2","SLC25A13"
"206","SLIT2","PSMC2"
"207","SLIT2","ROBO4"
"208","SLIT2","MSH6"
"209","SLIT2","PPT1"
"210","RAF1","GTF3C4"
"211","RAF1","FBXW7"
"212","RAF1","PTPN14"
"213","RAF1","XRN1"
"214","RAF1","IPO7"
"215","RAF1","YWHAB"
"216","RAF1","NUP153"
"217","RAF1","RNGTT"
"218","RAF1","RANBP2"
"219","RAF1","BCR"
"220","RAF1","PLK1"
"221","RAF1","CSE1L"
"222","RAF1","DHX15"
"223","RAF1","KPNB1"
"224","RAF1","POLE"
"225","RAF1","SNRNP200"
"226","RAF1","EIF3I"
"227","RAF1","IDH3A"
"228","RAF1","IPO4"
"229","RAF1","OAT"
"230","RAF1","PSMB5"
"231","RAF1","TCP1"
"232","RAF1","XPO1"
"233","RAF1","AASS"
"234","RAF1","ACOT8"
"235","RAF1","ARHGEF2"
"236","RAF1","CCT3"
"237","RAF1","COPG2"
"238","RAF1","DDX52"
"239","RAF1","DYNC1H1"
"240","RAF1","EFTUD2"
"241","RAF1","ERCC3"
"242","RAF1","GANAB"
"243","RAF1","GTF3C1"
"244","RAF1","HIST1H2BL"
"245","RAF1","HNRNPF"
"246","RAF1","HUWE1"
"247","RAF1","IDH3G"
"248","RAF1","LONP1"
"249","RAF1","MAPKAP1"
"250","RAF1","MARS"
"251","RAF1","MAX"
"252","RAF1","MRPS34"
"253","RAF1","NDUFA8"
"254","RAF1","NUP133"
"255","RAF1","PELO"
"256","RAF1","PSMA3"
"257","RAF1","PSMB1"
"258","RAF1","PSMB4"
"259","RAF1","PSMD4"
"260","RAF1","RNH1"
"261","RAF1","SARS"
"262","RAF1","SMC4"
"263","RAF1","SQRDL"
"264","RAF1","SSR4"
"265","RAF1","TOP2A"
"266","RAF1","TRIM28"
"267","RAF1","U2SURP"
"268","RAF1","XPO5"
"269","RAF1","ZNF121"
"270","RAF1","ZNF281"
"271","RAF1","DIMT1"
"272","RAF1","NOP56"
"273","RAF1","PSMA4"
"274","RAF1","PSMA7"
