"","V1","V2"
"1","SMARCC2","NALCN"
"2","SMARCC2","POLR3F"
"3","SMARCC2","DNA2"
"4","SMARCC2","ERCC4"
"5","SMARCC2","TBP"
"6","SMARCC2","H2AFX"
"7","SMARCC2","HIST1H2AB"
"8","SMARCC2","HIST1H2AC"
"9","SMARCC2","HIST1H2AD"
"10","SMARCC2","HIST1H2AE"
"11","SMARCC2","HIST1H2AH"
"12","SMARCC2","HIST1H2AI"
"13","SMARCC2","HIST1H2AL"
"14","SMARCC2","HIST3H2A"
"15","SMARCC2","ENSG00000124642"
"16","SMARCC2","TOP2B"
"17","SMARCC2","HIST1H4A"
"18","SMARCC2","HIST1H4B"
"19","SMARCC2","HIST1H4C"
"20","SMARCC2","HIST1H4D"
"21","SMARCC2","HIST1H4E"
"22","SMARCC2","HIST1H4F"
"23","SMARCC2","HIST1H4H"
"24","SMARCC2","HIST1H4I"
"25","SMARCC2","HIST1H4J"
"26","SMARCC2","HIST1H4K"
"27","SMARCC2","HIST1H4L"
"28","SMARCC2","HIST2H4A"
"29","SMARCC2","HIST4H4"
"30","SMARCC2","SUPT3H"
"31","SMARCC2","CHEK2"
"32","SMARCC2","HIST1H2AG"
"33","SMARCC2","HIST1H2AK"
"34","SMARCC2","HIST2H4B"
"35","SMARCC2","POLR1D"
"36","SMARCC2","MRE11A"
"37","SMARCC2","HIST1H2BB"
"38","SMARCC2","HIST1H2BC"
"39","SMARCC2","HIST1H2BD"
"40","SMARCC2","HIST1H2BE"
"41","SMARCC2","HIST1H2BF"
"42","SMARCC2","HIST1H2BG"
"43","SMARCC2","HIST1H2BI"
"44","SMARCC2","HIST1H2BJ"
"45","SMARCC2","HIST1H2BK"
"46","SMARCC2","HIST1H2BM"
"47","SMARCC2","HIST1H2BO"
"48","SMARCC2","HIST2H2BE"
"49","SMARCC2","HIST2H2BF"
"50","SMARCC2","HIST3H2BB"
"51","SMARCC2","NAA16"
"52","SMARCC2","ENSG00000196501"
"53","SMARCC2","ENSG00000197597"
"54","SMARCC2","ELP3"
"55","SMARCC2","INO80"
"56","SMARCC2","RAD52"
"57","SMARCC2","SMARCA4"
"58","SMARCC2","VPS8"
"59","SMARCC2","CFDP1"
"60","SMARCC2","MORF4L1"
"61","SMARCC2","VPS72"
"62","SMARCC2","MLH1"
"63","SMARCC2","POLE2"
"64","SMARCC2","POLR1C"
"65","SMARCC2","POLR3A"
"66","SMARCC2","POLR3B"
"67","SMARCC2","POLR3C"
"68","SMARCC2","POLR3H"
"69","SMARCC2","BTAF1"
"70","SMARCC2","RPA2"
"71","SMARCC2","KAT2B"
"72","SMARCC2","TAF12"
"73","SMARCC2","TAF9"
"74","SMARCC2","ACTL6B"
"75","SMARCC2","ACTR6"
"76","SMARCC2","ACTR8"
"77","SMARCC2","ARID2"
"78","SMARCC2","CHD1"
"79","SMARCC2","ERCC2"
"80","SMARCC2","FRY"
"81","SMARCC2","GINS4"
"82","SMARCC2","H2AFV"
"83","SMARCC2","H2AFZ"
"84","SMARCC2","H3F3A"
"85","SMARCC2","HMGB1"
"86","SMARCC2","HMGB1P1"
"87","SMARCC2","HMGB1P5"
"88","SMARCC2","ING1"
"89","SMARCC2","ING3"
"90","SMARCC2","KAT5"
"91","SMARCC2","MCM3"
"92","SMARCC2","MCM5"
"93","SMARCC2","PBRM1"
"94","SMARCC2","RAD50"
"95","SMARCC2","RCC1"
"96","SMARCC2","SMARCB1"
"97","SMARCC2","SMARCD1"
"98","SMARCC2","SMARCD3"
"99","SMARCC2","SOX6"
"100","SMARCC2","SRCAP"
"101","SMARCC2","SUPT16H"
"102","SMARCC2","SUPT6H"
"103","SMARCC2","TADA2A"
"104","SMARCC2","TAF1"
"105","SMARCC2","TAF5"
"106","SMARCC2","TAF6"
"107","SMARCC2","TOX"
"108","SMARCC2","TOX3"
"109","SMARCC2","YEATS4"
"110","SMARCC2","ENSG00000196285"
"111","SMARCC2","SMARCD2"
"112","SMARCC2","PFDN2"
"113","SMARCC2","SETD2"
"114","SMARCC2","ASF1B"
"115","SMARCC2","ATAD2"
"116","SMARCC2","GTF2H2"
"117","SMARCC2","NAA10"
"118","SMARCC2","PAF1"
"119","SMARCC2","WDHD1"
"120","SMARCC2","ASL"
"121","SMARCC2","CDC14A"
"122","SMARCC2","HIRA"
"123","SMARCC2","MAF1"
"124","SMARCC2","PLAA"
"125","SMARCC2","POLR3G"
"126","SMARCC2","POLR3K"
"127","SMARCC2","RAD18"
"128","SMARCC2","RECQL"
"129","SMARCC2","USP22"
"130","SMARCC2","ZNRD1"
"131","SMARCC2","ENSG00000206429"
"132","SMARCC2","ENSG00000206502"
"133","SMARCC2","FANCM"
"134","SMARCC2","TAF13"
"135","SMARCC2","TAF7L"
"136","SMARCC2","ENSG00000215719"
"137","SMARCC2","GTF2H1"
"138","SMARCC2","GTF2H3"
"139","SMARCC2","H3F3B"
"140","SMARCC2","SMEK2"
"141","SMARCC2","NES"
"142","SMARCC2","UBE2V2"
"143","SMARCC2","POLR3D"
"144","SMARCC2","ELP2"
"145","SMARCC2","GTF2H2C"
"146","SMARCC2","RPA1"
"147","SMARCC2","TOP3A"
"148","SMARCC2","EXOSC10"
"149","SMARCC2","POLE3"
"150","SMARCC2","RFX2"
"151","SMARCC2","ENSG00000032514"
"152","SMARCC2","EGR1"
"153","SMARCC2","ENSG00000100118"
"154","SMARCC2","RRP8"
"155","SMARCC2","GINS3"
"156","SMARCC2","MAN2C1"
"157","SMARCC2","IDE"
"158","SMARCC2","WDR76"
"159","SMARCC2","POLR1E"
"160","SMARCC2","PRRX2"
"161","SMARCC2","SMEK1"
"162","SMARCC2","SRGAP3"
"163","ASF1A","HIST1H4A"
"164","ASF1A","HIST1H4B"
"165","ASF1A","HIST1H4C"
"166","ASF1A","HIST1H4D"
"167","ASF1A","HIST1H4E"
"168","ASF1A","HIST1H4F"
